,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
101717,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-12-06,105746,33206,27847,   -2601,     -22,    -169
101718,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-11-29,108347,33228,28016,   -5283,   -1673,    -432
101719,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-11-22,113630,34901,28448,    -559,   -1679,    -605
101720,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-11-15,114189,36580,29053,    4811,    2528,     740
101721,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-11-08,109378,34052,28313,    3728,    2319,    -193
101722,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-11-01,105650,31733,28506,    3138,      71,   -1925
101723,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-10-25,102512,31662,30431,   -4915,   -6843,    -748
101724,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-10-18,107427,38505,31179,   -4202,   -4662,    -877
101725,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-10-11,111629,43167,32056,    3697,    2171,     581
101726,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-10-04,107932,40996,31475,    3537,    3513,    3209
101727,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-09-27,104395,37483,28266,    3543,    2703,     381
101728,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-09-20,100852,34780,27885,    1523,    1046,     402
101729,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-09-13,99329,33734,27483,   -6510,   -5092,   -1576
101730,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-09-06,105839,38826,29059,    1073,    1535,    1123
101731,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-08-30,104766,37291,27936,    2158,   -1067,     440
101732,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-08-23,102608,38358,27496,   -2453,   -2911,     990
101733,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-08-16,105061,41269,26506,   -8378,   -3170,   -1569
101734,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-08-09,113439,44439,28075,   -4456,   -1771,      59
101735,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-08-02,117895,46210,28016,    3643,    3860,    2485
101736,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-07-26,114252,42350,25531,    3111,    2706,    2764
101737,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-07-19,111141,39644,22767,    4735,    2922,    1126
101738,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-07-12,106406,36722,21641,    4324,    3199,    1475
101739,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-07-05,102082,33523,20166,  -10857,   -8324,    -970
101740,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-06-28,112939,41847,21136,     888,    -854,    1218
101741,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-06-21,112051,42701,19918,    7104,    5809,    3838
101742,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-06-14,104947,36892,16080,    5374,    5271,    2471
101743,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-06-07,99573,31621,13609,    7320,    8294,    -226
101744,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-05-31,92253,23327,13835,     312,    3233,   -2706
101745,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-05-24,91941,20094,16541,   -2231,    -431,    -663
101746,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-05-17,94172,20525,17204,  -10149,  -11128,    2435
101747,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-05-10,104321,31653,14769,   -3080,   -2996,    -500
101748,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-05-03,107401,34649,15269,   -8811,    -568,    2412
101749,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-04-26,116212,35217,12857,    -951,    2704,   -1016
101750,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-04-19,117163,32513,13873,  -14941,  -13621,   -4115
101751,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-04-12,132104,46134,17988,   12414,    3053,    2434
101752,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-04-05,119690,43081,15554,    5341,    2390,     468
101753,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-03-29,114349,40691,15086,   -6168,   -6410,   -1784
101754,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-03-22,120517,47101,16870,    5561,     330,     887
101755,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-03-15,114956,46771,15983,   -3079,   -5561,    -260
101756,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-03-08,118035,52332,16243,    5062,    3077,     214
101757,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-03-01,112973,49255,16029,    4169,    5095,    -413
101758,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-02-22,108804,44160,16442,   13760,   11379,    4288
101759,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-02-15,95044,32781,12154,    9881,    9551,    3742
101760,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-02-08,85163,23230,8412,   -3647,   -3571,   -1074
101761,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-02-01,88810,26801,9486,    1352,    -326,    2239
101762,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-01-25,87458,27127,7247,    6210,    3710,    1411
101763,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-01-18,81248,23417,5836,     -11,     229,     720
101764,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-01-11,81259,23188,5116,   -5902,   -3357,   -1165
101765,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2005-01-04,87161,26545,6281,   -6069,   -6736,    -477
101766,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-12-28,93230,33281,6758,    7056,    4560,    1254
101767,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-12-21,86174,28721,5504,    2641,    3162,     555
101768,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-12-14,83533,25559,4949,   -7071,   -4445,   -1055
101769,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-12-07,90604,30004,6004,   -7033,   -6867,   -2605
101770,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-11-30,97637,36871,8609,    3775,    4282,     926
101771,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-11-23,93862,32589,7683,   13001,    7330,   -1537
101772,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-11-16,80861,25259,9220,    5322,    3020,    1590
101773,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-11-09,75539,22239,7630,    5847,    3251,     803
101774,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-11-02,69692,18988,6827,   -3279,     597,      74
101775,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-10-26,72971,18391,6753,   -1530,   -1995,    -354
101776,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-10-19,74501,20386,7107,  -28921,  -26632,  -10257
101777,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-10-12,103422,47018,17364,    3130,    1085,    -322
101778,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-10-05,100292,45933,17686,    6295,    4723,     511
101779,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-09-28,93997,41210,17175,    8366,    6307,    1789
101780,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-09-21,85631,34903,15386,   10591,    8552,    4202
101781,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-09-14,75040,26351,11184,    2826,    4872,    2351
101782,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-09-07,72214,21479,8833,   -1541,   -1552,    1280
101783,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-08-31,73755,23031,7553,    3982,    1016,    -910
101784,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-08-24,69773,22015,8463,   -8356,   -8503,   -2683
101785,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-08-17,78129,30518,11146,   12531,   10683,    3699
101786,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-08-10,65598,19835,7447,   -5917,   -5268,   -1266
101787,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-08-03,71515,25103,8713,    5910,    5485,    3685
101788,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-07-27,65605,19618,5028,   -3900,   -4360,    -778
101789,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-07-20,69505,23978,5806,    2765,    2315,     438
101790,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-07-13,66740,21663,5368,    8607,    9337,    1060
101791,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-07-06,58133,12326,4308,     260,    1044,    -476
101792,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-06-29,57873,11282,4784,   -8952,   -1387,   -5190
101793,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-06-22,66825,12669,9974,    4106,     657,    1825
101794,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-06-15,62719,12012,8149,   -4485,   -5878,      64
101795,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-06-08,67204,17890,8085,   -4332,   -2586,    -285
101796,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-06-01,71536,20476,8370,    3165,    3867,     252
101797,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-05-25,68371,16609,8118,    4014,     955,    -444
101798,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-05-18,64357,15654,8562,     699,    -592,    -761
101799,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-05-11,63658,16246,9323,   -1780,   -1544,   -1165
101800,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-05-04,65438,17790,10488,   -3880,   -1589,    -711
101801,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-04-27,69318,19379,11199,   -5043,   -6751,   -6157
101802,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-04-20,74361,26130,17356,     346,    2215,     775
101803,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-04-12,74015,23915,16581,   -2252,   -1780,      95
101804,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-04-06,76267,25695,16486,   -6555,   -3087,    2463
101805,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-03-30,82822,28782,14023,    9227,    -922,    2901
101806,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-03-23,73595,29704,11122,   -3509,    -427,     783
101807,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-03-16,77104,30131,10339,    2124,    1295,    1276
101808,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-03-09,74980,28836,9063,   -9166,   -6362,   -2500
101809,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-03-02,84146,35198,11563,   -5248,    -577,    1321
101810,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-02-24,89394,35775,10242,    1700,   -3577,    -223
101811,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-02-17,87694,39352,10465,    2354,    -603,   -2802
101812,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-02-10,85340,39955,13267,   -6528,   -3375,   -1986
101813,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-02-03,91868,43330,15253,   -1854,     881,     784
101814,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-01-27,93722,42449,14469,    3589,   -2648,    -789
101815,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-01-20,90133,45097,15258,   -1309,    -423,      82
101816,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-01-13,91442,45520,15176,     880,    -587,     338
101817,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2004-01-06,90562,46107,14838,    1077,    2372,   -2700
101818,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-12-30,89485,43735,17538,   -2149,    -201,    2008
101819,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-12-22,91634,43936,15530,     856,     760,     -29
101820,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-12-16,90778,43176,15559,    2346,    1203,    -293
101821,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-12-09,88432,41973,15852,   -3284,   -2882,    -338
101822,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-12-02,91716,44855,16190,    1064,    3532,     716
101823,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-11-25,90652,41323,15474,  -12186,  -10113,   -1021
101824,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-11-18,102838,51436,16495,   -6016,   -8801,     507
101825,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-11-11,108854,60237,15988,    -582,   -1057,    -899
101826,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-11-04,109436,61294,16887,    -360,   -1407,    -636
101827,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-10-28,109796,62701,17523,   -1763,   -4109,   -1259
101828,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-10-21,111559,66810,18782,    1932,    -754,    -400
101829,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-10-14,109627,67564,19182,    7700,    9269,    1051
101830,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-10-07,101927,58295,18131,   11305,   10269,    4101
101831,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-09-30,90622,48026,14030,   -3907,   -3685,   -2530
101832,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-09-23,94529,51711,16560,    3348,    1975,    1818
101833,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-09-16,91181,49736,14742,   -2823,   -2871,    -713
101834,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-09-09,94004,52607,15455,    9223,    7921,    2562
101835,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-09-02,84781,44686,12893,   -8448,    2530,      48
101836,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-08-26,93229,42156,12845,    -782,      84,    1097
101837,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-08-19,94011,42072,11748,    -622,   -1378,   -1135
101838,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-08-12,94633,43450,12883,   -6627,   -5270,   -1220
101839,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-08-05,101260,48720,14103,    3045,    4571,     891
101840,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-07-29,98215,44149,13212,   14764,    9426,    1994
101841,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-07-22,83451,34723,11218,    1285,    -699,     -81
101842,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-07-15,82166,35422,11299,   10797,   14645,     307
101843,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-07-08,71369,20777,10992,   -1416,    1012,    -231
101844,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-07-01,72785,19765,11223,   -8033,  -10261,     -74
101845,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-06-24,80818,30026,11297,     298,     -69,    -255
101846,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-06-17,80520,30095,11552,   -2481,   -1313,     -71
101847,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-06-10,83001,31408,11623,   -1206,     691,   -1314
101848,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-06-03,84207,30717,12937,    4169,    4274,    -658
101849,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-05-27,80038,26443,13595,    2513,    4241,    -593
101850,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-05-20,77525,22202,14188,    3815,    7930,   -3002
101851,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-05-13,73710,14272,17190,   -7502,   -2441,  -14641
101852,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-05-06,81212,16713,31831,   -8339,    -777,    2664
101853,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-04-29,89551,17490,29167,    2011,     260,    2116
101854,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-04-22,87540,17230,27051,    2194,    -406,    1307
101855,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-04-15,85346,17636,25744,    1740,    -898,    1592
101856,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-04-08,83606,18534,24152,    3542,   -1762,    4749
101857,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-04-01,80064,20296,19403,    8125,   -3161,   13737
101858,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-03-25,71939,23457,5666,    4200,    2765,   -1151
101859,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-03-18,67739,20692,6817,   -1093,    -937,    1582
101860,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-03-11,68832,21629,5235,  -13467,  -14181,   -3113
101861,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-03-04,82299,35810,8348,    6471,    8560,    4263
101862,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-02-25,75828,27250,4085,   -4007,   -2804,     558
101863,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-02-14,79835,30054,3527,   -6631,   -5211,   -1822
101864,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-02-11,86466,35265,5349,   -1130,     491,   -1045
101865,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-02-04,87596,34774,6394,    2973,    4407,    -611
101866,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-01-28,84623,30367,7005,     721,    1473,      46
101867,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-01-21,83902,28894,6959,    5785,    6148,    -159
101868,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-01-14,78117,22746,7118,     660,    7944,   -3708
101869,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2003-01-07,77457,14802,10826,   -2717,   -2287,   -5103
101870,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-12-31,80174,17089,15929,    7513,   -2538,   11498
101871,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-12-23,72661,19627,4431,   -3714,   -6240,    1519
101872,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-12-17,76375,25867,2912,   -5009,   -5564,   -1282
101873,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-12-10,81384,31431,4194,   -3986,   -2202,   -2545
101874,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-12-03,85370,33633,6739,   -1252,    4251,    -574
101875,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-11-26,86622,29382,7313,   -1218,    1426,   -2140
101876,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-11-19,87840,27956,9453,   -3207,     525,    -460
101877,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-11-12,91047,27431,9913,    -415,    1555,   -1111
101878,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-11-05,91462,25876,11024,    1384,   10179,     820
101879,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-10-29,90078,15697,10204,   -4769,    2287,  -10109
101880,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-10-22,94847,13410,20313,  -10290,   -1321,  -14706
101881,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-10-15,105137,14731,35019,   -1107,    -250,   -1261
101882,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-10-08,106244,14981,36280,    1792,     720,    1411
101883,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-10-01,104452,14261,34869,    4064,    1293,    5204
101884,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-09-24,100388,12968,29665,    6109,     -84,    5248
101885,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-09-17,94279,13052,24417,   -2582,   -1665,   -4737
101886,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-09-10,96861,14717,29154,   -1012,   -2096,   -6954
101887,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-09-03,97873,16813,36108,   -6831,     215,    1586
101888,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-08-27,104704,16598,34522,   -1636,   -1711,   -1182
101889,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-08-20,106340,18309,35704,    1104,    -128,    1327
101890,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-08-13,105236,18437,34377,    9516,      92,    4253
101891,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-08-06,95720,18345,30124,    -187,    -393,    3232
101892,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-07-30,95907,18738,26892,    4180,    -855,    5026
101893,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-07-23,91727,19593,21866,   17476,    1165,   15028
101894,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-07-16,74251,18428,6838,   -1550,   -6898,    4283
101895,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-07-09,75801,25326,2555,    2471,   -1352,   -1014
101896,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-07-02,73330,26678,3569,     -52,    5654,     600
101897,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-06-25,73382,21024,2969,  -11243,  -11719,   -1573
101898,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-06-18,84625,32743,4542,   -2016,   -5081,      -6
101899,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-06-11,86641,37824,4548,    4647,    6738,     -28
101900,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-06-04,81994,31086,4576,    5605,   11355,     976
101901,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-05-28,76389,19731,3600,    3271,    6153,   -1579
101902,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-05-21,73118,13578,5179,   -1057,   -1951,    1355
101903,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-05-14,74175,15529,3824,     444,    1111,   -6248
101904,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-05-07,73731,14418,10072,    3962,    -692,    5237
101905,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-04-30,69769,15110,4835,   -4855,   -1821,    -850
101906,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-04-23,74624,16931,5685,    -958,     681,   -2317
101907,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-04-16,75582,16250,8002,    1540,     844,    2464
101908,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-04-09,74042,15406,5538,   -6760,  -12362,    -793
101909,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-04-02,80802,27768,6331,    -555,    3768,     727
101910,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-03-26,81357,24000,5604,   -1623,   -2702,     112
101911,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-03-19,82980,26702,5492,    5548,    6461,     -32
101912,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-03-12,77432,20241,5524,    3386,    4817,     540
101913,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-03-05,74046,15424,4984,   -2136,    2346,   -1099
101914,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-02-26,76182,13078,6083,   -5511,   -8330,    -442
101915,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-02-19,81693,21408,6525,      49,   -1136,    -938
101916,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-02-12,81644,22544,7463,    3556,    2028,      38
101917,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-02-05,78088,20516,7425,    3100,    6987,    1595
101918,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-01-29,74988,13529,5830,    2110,    -344,    -225
101919,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-01-22,72878,13873,6055,    1576,    1200,    1169
101920,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-01-15,71302,12673,4886,    1354,    1685,   -1230
101921,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2002-01-08,69948,10988,6116,   -1460,    1050,   -2135
101922,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-12-28,71408,9938,8251,     233,    -242,     -22
101923,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-12-21,71175,10180,8273,    1027,    -336,    1090
101924,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-12-18,70148,10516,7183,    1574,   -1044,    1582
101925,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-12-11,68574,11560,5601,    3260,   -3590,   -2414
101926,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-12-04,65314,15150,8015,  -14433,    4728,   -1712
101927,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-11-27,79747,10422,9727,   -3273,     830,   -3065
101928,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-11-20,83020,9592,12792,   -2005,      47,   -9453
101929,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-11-13,85025,9545,22245,   -9503,   -3492,  -17561
101930,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-11-06,94528,13037,39806,    2147,    -269,    1122
101931,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-10-30,92381,13306,38684,    1327,      77,     318
101932,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-10-23,91054,13229,38366,    2953,    -486,    -622
101933,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-10-16,88101,13715,38988,    3664,      81,    3433
101934,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-10-09,84437,13634,35555,    1461,    -915,    -357
101935,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-10-02,82976,14549,35912,   -1615,     439,    2169
101936,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-09-25,84591,14110,33743,   -2628,    -222,    1338
101937,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-09-18,87219,14332,32405,   -1133,     309,     260
101938,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-09-10,88352,14023,32145,   -3792,     791,    4827
101939,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-09-04,92144,13232,27318,    -760,    1820,    1135
101940,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-08-28,92904,11412,26183,    3016,   -1444,   -4434
101941,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,2001-08-21,89888,12856,30617,    2427,   -1371,   -1048
