,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
128406,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-03-29,55775,3986,17416,    2087,   -1155,    -318
128407,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-03-22,53688,5141,17734,  -50067,     916,     392
128408,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-03-15,103755,4225,17342,   18145,    -744,    3998
128409,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-03-08,85610,4969,13344,   -4199,     450,   -6730
128410,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-03-01,89809,4519,20074,    2671,    -125,     643
128411,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-02-22,87138,4644,19431,    7866,   -1899,    2047
128412,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-02-15,79272,6543,17384,     549,     913,    1137
128413,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-02-08,78723,5630,16247,    3536,   -1696,     507
128414,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-02-01,75187,7326,15740,   -1268,     418,     434
128415,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-01-25,76455,6908,15306,    1845,   -1332,     664
128416,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-01-18,74610,8240,14642,    2470,   -4579,     367
128417,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-01-11,72140,12819,14275,    8520,   -1208,    3688
128418,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-01-04,63620,14027,10587,   -1395,     775,   -2510
128419,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-12-28,65015,13252,13097,   -1793,   -1811,     847
128420,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-12-21,66808,15063,12250,  -56153,   -2552,    2745
128421,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-12-14,122961,17615,9505,   29320,   -1615,     542
128422,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-12-07,93641,19230,8963,    7849,      -1,   -1449
128423,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-11-30,85792,19231,10412,   -1969,     810,   -3505
128424,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-11-23,87761,18421,13917,    2477,    -340,     229
128425,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-11-16,85284,18761,13688,    2869,    1094,    2566
128426,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-11-09,82415,17667,11122,    3732,     877,     296
128427,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-11-02,78683,16790,10826,    4841,    6742,   -6265
128428,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-10-26,73842,10048,17091,     343,    -354,     780
128429,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-10-19,73499,10402,16311,    1634,     540,    2296
128430,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-10-12,71865,9862,14015,   -5818,     302,     126
128431,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-10-05,77683,9560,13889,    3241,     436,   -5122
128432,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-09-28,74442,9124,19011,    2013,   -1163,    3425
128433,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-09-21,72429,10287,15586,  -40695,    -203,   -7166
128434,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-09-14,113124,10490,22752,   32968,    -618,    -247
128435,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-09-07,80156,11108,22999,    2209,   -3537,    -465
128436,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-08-31,77947,14645,23464,    2965,     318,    2137
128437,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-08-24,74982,14327,21327,    3280,      84,     -28
128438,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-08-17,71702,14243,21355,    2720,    -159,    2113
128439,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-08-10,68982,14402,19242,    1548,    -814,    3024
128440,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-08-03,67434,15216,16218,   -5638,     472,   -5658
128441,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-07-27,73072,14744,21876,    3946,     181,    2597
128442,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-07-20,69126,14563,19279,    1239,    -792,    4116
128443,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-07-13,67887,15355,15163,      60,    -354,    1734
128444,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-07-06,67827,15709,13429,     830,   -2234,   -3931
128445,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-06-29,66997,17943,17360,     787,    2019,    -909
128446,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-06-22,66210,15924,18269,  -46449,    1022,    -748
128447,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-06-15,112659,14902,19017,   22939,     554,     978
128448,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-06-08,89720,14348,18039,    7798,    2634,    1435
128449,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-06-01,81922,11714,16604,    -625,    -637,   -7539
128450,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-05-25,82547,12351,24143,    2537,     712,     748
128451,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-05-18,80010,11639,23395,    -471,   -1273,    1569
128452,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-05-11,80481,12912,21826,      -7,    -286,    1423
128453,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-05-04,80488,13198,20403,   -1767,   -5829,   -7533
128454,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-04-27,82255,19027,27936,     729,    1055,    1969
128455,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-04-20,81526,17972,25967,     838,     272,    1004
128456,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-04-12,80688,17700,24963,    1161,    1266,    1179
128457,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-04-06,79527,16434,23784,    2632,    2358,   -3726
128458,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-03-30,76895,14076,27510,    -881,       5,   -1555
128459,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-03-23,77776,14071,29065,  -37472,    -235,   -8153
128460,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-03-16,115248,14306,37218,   24666,   -1684,    2479
128461,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-03-09,90582,15990,34739,   10994,    -630,    4742
128462,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-03-02,79588,16620,29997,    3064,     791,    2276
128463,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-02-24,76524,15829,27721,    1276,   -2823,    6058
128464,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-02-17,75248,18652,21663,    1328,     -14,    2142
128465,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-02-10,73920,18666,19521,    1002,    -655,    2863
128466,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-02-03,72918,19321,16658,   -2874,   -1303,   -6141
128467,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-01-27,75792,20624,22799,    2430,     594,    1579
128468,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-01-20,73362,20030,21220,     274,    -242,     500
128469,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-01-13,73088,20272,20720,   -2867,   -3551,    1682
128470,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2004-01-06,75955,23823,19038,    4372,    3255,   -1789
128471,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-12-30,71583,20568,20827,    3499,    1864,    -376
128472,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-12-22,68084,18704,21203,  -47481,   -2042,   -1212
128473,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-12-16,115565,20746,22415,   27255,    1948,    -166
128474,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-12-09,88310,18798,22581,    8156,   -1712,    2889
128475,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-12-02,80154,20510,19692,   -6670,    1131,   -6301
128476,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-11-25,86824,19379,25993,   -2405,     105,    -878
128477,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-11-18,89229,19274,26871,    3448,   -2624,    2803
128478,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-11-11,85781,21898,24068,    4698,     -58,    1817
128479,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-11-04,81083,21956,22251,    1785,    1109,   -1302
128480,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-10-28,79298,20847,23553,    3434,    -145,    2385
128481,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-10-21,75864,20992,21168,    2615,     309,     -50
128482,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-10-14,73249,20683,21218,    2191,    2139,    1788
128483,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-10-07,71058,18544,19430,     690,    1977,    2399
128484,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-09-30,70368,16567,17031,     956,   -1997,     402
128485,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-09-23,69412,18564,16629,  -50847,   -7664,   -5972
128486,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-09-16,120259,26228,22601,   19944,    1084,    -269
128487,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-09-09,100315,25144,22870,   13325,    -330,    3166
128488,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-09-02,86990,25474,19704,   -1008,    -549,   -1705
128489,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-08-26,87998,26023,21409,    2726,    -148,     932
128490,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-08-19,85272,26171,20477,    2606,    3206,      67
128491,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-08-12,82666,22965,20410,    2644,    -536,    2074
128492,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-08-05,80022,23501,18336,   -2683,    -569,   -4777
128493,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-07-29,82705,24070,23113,    2157,    4603,     806
128494,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-07-22,80548,19467,22307,    2057,   -2786,    2256
128495,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-07-15,78491,22253,20051,     556,    2224,     743
128496,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-07-08,77935,20029,19308,    2627,    1109,    1712
128497,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-07-01,75308,18920,17596,    2207,      64,     -70
128498,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-06-24,73101,18856,17666,  -48329,   -7102,   -9863
128499,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-06-17,121430,25958,27529,   38873,    1751,    -760
128500,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-06-10,82557,24207,28289,    4379,     302,    3054
128501,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-06-03,78178,23905,25235,     457,    -124,    2843
128502,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-05-27,77721,24029,22392,    3727,    4437,     917
128503,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-05-20,73994,19592,21475,   -3035,   -1650,     138
128504,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-05-13,77029,21242,21337,   -3767,     831,     343
128505,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-05-06,80796,20411,20994,    4297,    1107,    2291
128506,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-04-29,76499,19304,18703,     178,     238,    1968
128507,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-04-22,76321,19066,16735,    4944,    4518,    1396
128508,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-04-15,71377,14548,15339,    1867,    1189,     859
128509,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-04-08,69510,13359,14480,    6692,    1400,    2456
128510,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-04-01,62818,11959,12024,   -7004,   -2633,    -768
128511,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-03-25,69822,14592,12792,  -46284,    -294,   -6815
128512,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-03-18,116106,14886,19607,   28236,     515,    -552
128513,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-03-11,87870,14371,20159,    6832,   -1083,    1547
128514,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-03-04,81038,15454,18612,    1718,    1733,     -98
128515,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-02-25,79320,13721,18710,     -20,    -193,     754
128516,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-02-18,79340,13914,17956,   -3031,    2021,    -283
128517,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-02-11,82371,11893,18239,    5353,    2309,    1788
128518,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-02-04,77018,9584,16451,    1524,    -528,    -533
128519,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-01-28,75494,10112,16984,    1975,     465,     864
128520,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-01-21,73519,9647,16120,    3917,    -504,     535
128521,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-01-14,69602,10151,15585,     985,    -150,    4219
128522,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2003-01-07,68617,10301,11366,    7497,    1138,     359
128523,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-12-31,61120,9163,11007,    1146,   -1158,    1926
128524,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-12-23,59974,10321,9081,  -33236,   -5064,   -8032
128525,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-12-17,93210,15385,17113,   16288,   -1226,    1783
128526,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-12-10,76922,16611,15330,    1609,    -576,    2531
128527,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-12-03,75313,17187,12799,   -1985,    1452,    1013
128528,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-11-26,77298,15735,11786,     703,   -1771,   -1244
128529,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-11-19,76595,17506,13030,     192,     206,    2078
128530,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-11-12,76403,17300,10952,   -3960,     237,     430
128531,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-11-05,80363,17063,10522,    6213,    2297,    2015
128532,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-10-29,74150,14766,8507,    1089,    1805,    -630
128533,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-10-22,73061,12961,9137,    1418,   -1097,    2763
128534,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-10-15,71643,14058,6374,    1577,     951,   -1627
128535,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-10-08,70066,13107,8001,    -735,     920,     469
128536,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-10-01,70801,12187,7532,     241,      78,    1657
128537,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-09-24,70560,12109,5875,  -33474,   -1651,   -5738
128538,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-09-17,104034,13760,11613,   20785,    -399,    -640
128539,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-09-10,83249,14159,12253,   11457,    1141,    2380
128540,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-09-03,71792,13018,9873,    2082,    -612,    -593
128541,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-08-27,69710,13630,10466,    3840,    1431,    2511
128542,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-08-20,65870,12199,7955,   -2715,    -691,    -748
128543,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-08-13,68585,12890,8703,    1249,   -1324,     735
128544,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-08-06,67336,14214,7968,    2726,    1521,     533
128545,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-07-30,64610,12693,7435,    1255,     -79,    -544
128546,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-07-23,63355,12772,7979,    4337,     294,     173
128547,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-07-16,59018,12478,7806,    3063,     875,     396
128548,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-07-09,55955,11603,7410,   -1511,    -521,    -999
128549,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-07-02,57466,12124,8409,    4718,    1771,    -435
128550,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-06-25,52748,10353,8844,  -37899,     379,    1493
128551,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-06-18,90647,9974,7351,   20655,     947,      25
128552,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-06-11,69992,9027,7326,     819,     137,   -1081
128553,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-06-04,69173,8890,8407,   -1110,    1045,     170
128554,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-05-28,70283,7845,8237,   -2323,    -496,    1155
128555,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-05-21,72606,8341,7082,   11615,     382,    -415
128556,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-05-14,60991,7959,7497,     987,    -199,      85
128557,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-05-07,60004,8158,7412,    3932,    -752,     276
128558,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-04-30,56072,8910,7136,    4348,     946,     223
128559,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-04-23,51724,7964,6913,   -1121,     -54,     708
128560,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-04-16,52845,8018,6205,    3809,     -70,    1066
128561,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-04-09,49036,8088,5139,    3959,     124,     -42
128562,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-04-02,45077,7964,5181,    -322,     929,     255
128563,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-03-26,45399,7035,4926,    2341,     678,    1366
128564,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-03-19,43058,6357,3560,  -20250,   -3461,   -2257
128565,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-03-12,63308,9818,5817,    9086,    1448,   -1430
128566,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-03-05,54222,8370,7247,    -523,   -3005,   -1727
128567,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-02-26,54745,11375,8974,    1396,    2024,    -451
128568,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-02-19,53349,9351,9425,    2167,     177,     786
128569,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-02-12,51182,9174,8639,    -547,     384,     654
128570,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-02-05,51729,8790,7985,    1589,     535,     388
128571,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-01-29,50140,8255,7597,    -981,     124,    -200
128572,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-01-22,51121,8131,7797,     874,     581,    2590
128573,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-01-15,50247,7550,5207,    1261,       1,     660
128574,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2002-01-08,48986,7549,4547,    1312,     448,     406
128575,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-12-28,47674,7101,4141,  -35183,   -1527,   -2384
128576,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-12-21,82857,8628,6525,   -2021,    -800,    1231
128577,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-12-18,84878,9428,5294,   15879,    -595,     524
128578,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-12-11,68999,10023,4770,    3741,    -864,    -379
128579,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-12-04,65258,10887,5149,    2437,   -1456,    -319
128580,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-11-27,62821,12343,5468,     660,    1528,   -1646
128581,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-11-20,62161,10815,7114,     317,    -477,    1265
128582,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-11-13,61844,11292,5849,     241,     573,     347
128583,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-11-06,61603,10719,5502,    4692,   -1181,     871
128584,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-10-30,56911,11900,4631,    4132,     655,    -809
128585,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-10-23,52779,11245,5440,     528,    -707,     479
128586,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-10-16,52251,11952,4961,    2470,   -1200,     231
128587,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-10-09,49781,13152,4730,      52,    1227,    -313
128588,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-10-02,49729,11925,5043,    1037,     909,     -41
128589,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-09-25,48692,11016,5084,  -28719,   -5612,   -2484
128590,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-09-18,77411,16628,7568,   19497,    1606,     966
128591,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-09-10,57914,15022,6602,    1468,    -175,   -1768
128592,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-09-04,56446,15197,8370,    1574,     891,     -77
128593,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-08-28,54872,14306,8447,    -950,    -546,    -712
128594,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-08-21,55822,14852,9159,     -76,     293,     856
128595,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-08-14,55898,14559,8303,    2582,     131,    2347
128596,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-08-07,53316,14428,5956,    -580,     -77,     777
128597,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-07-31,53896,14505,5179,     699,     961,    -989
128598,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-07-24,53197,13544,6168,    2747,    1548,    1179
128599,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-07-17,50450,11996,4989,    2791,     221,    -421
128600,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-07-10,47659,11775,5410,     387,    1624,     215
128601,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-07-03,47272,10151,5195,     -74,    -318,    -302
128602,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-06-26,47346,10469,5497,     144,    1138,     902
128603,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2001-06-19,47202,9331,4595,  -21043,   -4435,    -633
