,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
845,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-18,63207,6661,12451,   -2583,    -653,   -3467
846,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-11,65790,7314,15918,   -1429,   -3309,    -218
847,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-11-04,67219,10623,16136,   -5524,    1861,   -2445
848,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-28,72743,8762,18581,   14958,    2051,    4636
849,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-21,57785,6711,13945,   10389,    -800,    -539
850,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-14,47396,7511,14484,   -6843,   -1990,   -3364
851,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-10-07,54239,9501,17848,    1039,     398,   -5602
852,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-30,53200,9103,23450,   -1872,    1344,   -3771
853,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-23,55072,7759,27221,    1198,    -816,    1620
854,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-16,53874,8575,25601,  -40024,  -23217,   -4605
855,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-09,93898,31792,30206,    9225,   -1760,   -1835
856,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-09-02,84673,33552,32041,    6194,    1732,    1598
857,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-26,78479,31820,30443,    2112,     804,    5377
858,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-19,76367,31016,25066,    1562,    3302,    6405
859,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-12,74805,27714,18661,   -6175,   -5574,     120
860,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-08-05,80980,33288,18541,   -4706,   -7467,    6705
861,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-29,85686,40755,11836,  -22090,  -26350,   -1681
862,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-22,107776,67105,13517,    1874,   -2021,     459
863,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-15,105902,69126,13058,    8737,    9360,    2598
864,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-08,97165,59766,10460,     736,   -1146,     957
865,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-07-01,96429,60912,9503,    7511,    3645,    1618
866,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-24,88918,57267,7885,   16404,   14731,    2336
867,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-17,72514,42536,5549,  -33700,  -15000,   -4490
868,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-10,106214,57536,10039,   -2842,   -6137,    -327
869,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-06-03,109056,63673,10366,    1172,   -3527,     458
870,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-27,107884,67200,9908,   -3163,   -5218,   -1209
871,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-20,111047,72418,11117,    9531,    2625,   -1222
872,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-13,101516,69793,12339,   -4693,   -5834,    2133
873,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-05-06,106209,75627,10206,    9645,   15382,     426
874,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-29,96564,60245,9780,   -4905,  -10103,   -2070
875,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-22,101469,70348,11850,   11211,   12812,   -1041
876,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-15,90258,57536,12891,    2084,   -2149,    4895
877,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-08,88174,59685,7996,   15741,   18650,    3929
878,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-01,72433,41035,4067,     787,     793,    -555
879,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-25,71646,40242,4622,    -820,    -383,    -438
880,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-18,72466,40625,5060,  -20578,   -7255,  -11128
881,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-11,93044,47880,16188,    2270,   -7928,   -2234
882,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-04,90774,55808,18422,   -4000,   -1393,   -1935
883,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-26,94774,57201,20357,     630,   -1263,    2313
884,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-19,94144,58464,18044,    7301,    4981,     429
885,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-12,86843,53483,17615,   13167,    8158,    5187
886,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-05,73676,45325,12428,    8063,   16288,    -300
887,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-29,65613,29037,12728,   -2442,    5258,   -5444
888,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-22,68055,23779,18172,  -13586,  -16933,    2920
889,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-15,81641,40712,15252,    3243,    4765,    2701
890,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-08,78398,35947,12551,   17975,    9046,    3674
891,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-31,60423,26901,8877,    3292,    2801,   -1683
892,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-24,57131,24100,10560,    2162,    4735,    2232
893,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-18,54969,19365,8328,  -20778,  -16783,    5145
894,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-11,75747,36148,3183,    7807,    4996,   -4450
895,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-04,67940,31152,7633,    3368,    1005,    3140
896,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-27,64572,30147,4493,   -5454,   -5157,    -315
897,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-20,70026,35304,4808,   -7985,   -3572,   -1240
898,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-13,78011,38876,6048,  -15607,  -21035,   -3226
899,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-06,93618,59911,9274,    5086,    5059,     444
900,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-30,88532,54852,8830,    3372,    3180,     811
901,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-23,85160,51672,8019,  -11637,  -13082,   -1146
902,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-16,96797,64754,9165,    1504,    3700,   -2838
903,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-09,95293,61054,12003,   -2263,   -5803,    -222
904,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-02,97556,66857,12225,   23539,   20353,    4763
905,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-25,74017,46504,7462,   14067,   11992,   -3934
906,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-18,59950,34512,11396,  -46724,   -5407,    1924
907,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-11,106674,39919,9472,    3147,    3637,    -290
908,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-09-04,103527,36282,9762,    6885,   13073,   -1488
909,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-28,96642,23209,11250,     741,    -988,   -7971
910,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-21,95901,24197,19221,   -9179,  -18375,     -31
911,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-14,105080,42572,19252,   -5537,  -10399,   -3000
912,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-07,110617,52971,22252,    2595,   -1283,    3771
913,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-31,108022,54254,18481,  -10586,  -21397,    9673
914,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-24,118608,75651,8808,   -1901,   -2371,    -958
915,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-17,120509,78022,9766,    9525,    8077,    4979
916,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-10,110984,69945,4787,    1837,    1892,   -5169
917,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-03,109147,68053,9956,   -2357,   -5261,    3617
918,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-26,111504,73314,6339,   -3614,   -1873,   -3635
919,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-19,115118,75187,9974,  -41929,  -15256,   -7095
920,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-12,157047,90443,17069,   34927,    5337,    9219
921,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-05,122120,85106,7850,   24330,   23560,  -14358
922,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-29,97790,61546,22208,   -5510,   -5315,    2647
923,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-22,103300,66861,19561,  -11484,  -16839,   10999
924,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-15,114784,83700,8562,     105,    1720,     208
925,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-08,114679,81980,8354,    6768,    9317,    -464
926,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-01,107911,72663,8818,  -15226,  -12528,     104
927,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-24,123137,85191,8714,    -331,   -3533,   -1693
928,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-17,123468,88724,10407,    5906,    8147,    4185
929,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-10,117562,80577,6222,   -4307,   -7226,     250
930,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-03,121869,87803,5972,    1649,    -705,   -1939
931,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-27,120220,88508,7911,   16123,   16923,    -509
932,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-20,104097,71585,8420,  -28087,   18866,    3808
933,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-13,132184,52719,4612,   11225,    6748,  -14349
934,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-06,120959,45971,18961,  -19077,  -46698,    9367
935,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-27,140036,92669,9594,   16397,   16134,    2676
936,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-20,123639,76535,6918,    8494,    6539,    1790
937,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-13,115145,69996,5128,   -2636,    -817,   -4440
938,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-06,117781,70813,9568,    1487,     693,    3653
939,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-30,116294,70120,5915,  -11272,  -16720,   -3677
940,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-23,127566,86840,9592,    5921,   13335,    2843
941,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-16,121645,73505,6749,    5377,   11527,   -5351
942,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-09,116268,61978,12100,  -15957,  -35432,    3513
943,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-03,132225,97410,8587,    3493,    5359,    1571
944,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-26,128732,92051,7016,   -1202,   -3492,     373
945,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-19,129934,95543,6643,  -40968,    3518,   -4468
946,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-12,170902,92025,11111,   41447,    3558,   -2045
947,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-05,129455,88467,13156,    5539,   -1796,    2651
948,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-28,123916,90263,10505,   15663,   15027,    2730
949,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-21,108253,75236,7775,    3024,    3617,    1106
950,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-14,105229,71619,6669,  -18262,  -22395,   -1730
951,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-07,123491,94014,8399,   15834,   15584,    1322
952,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-31,107657,78430,7077,   20155,   16692,    1763
953,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-24,87502,61738,5314,   13477,   12711,   -4024
954,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-17,74025,49027,9338,    8588,    5196,     757
955,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-10,65437,43831,8581,    9145,   12338,   -1331
956,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-03,56292,31493,9912,   -1045,   -2949,    5559
957,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-26,57337,34442,4353,   -4615,   -4613,   -1070
958,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-19,61952,39055,5423,   -7418,   13316,    4218
959,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-12,69370,25739,1205,  -12002,  -23986,    -574
960,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-05,81372,49725,1779,   18024,   15342,     637
961,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-29,63348,34383,1142,    1217,    2799,    -367
962,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-22,62131,31584,1509,  -10762,  -11167,   -2150
963,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-15,72893,42751,3659,    7540,    6387,     352
964,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-08,65353,36364,3307,   -2578,   -3831,    1225
965,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-01,67931,40195,2082,    5592,    3149,   -1572
966,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-25,62339,37046,3654,    7690,    6432,    1255
967,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-18,54649,30614,2399,    2892,    8713,   -2566
968,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-11,51757,21901,4965,    6077,    4760,   -7115
969,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-03,45680,17141,12080,    3666,    2921,     566
970,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-27,42014,14220,11514,    4385,    2467,   -2651
971,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-20,37629,11753,14165,  -43531,  -11549,    2815
972,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-13,81160,23302,11350,    8192,    -804,    1162
973,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-06,72968,24106,10188,   -3428,   -9614,    3256
974,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-30,76396,33720,6932,   -5176,    5267,   -5211
975,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-23,81572,28453,12143,    2741,   -8069,    6206
976,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-16,78831,36522,5937,    4171,    1837,     106
977,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-09,74660,34685,5831,   16799,    7388,     307
978,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-02,57861,27297,5524,    5270,    3613,  -10403
979,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-25,52591,23684,15927,     542,    3087,    6491
980,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-18,52049,20597,9436,   -2569,   -2657,   -6881
981,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-11,54618,23254,16317,  -10506,    1625,  -11162
982,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-04,65124,21629,27479,   -3644,    3107,   -4375
983,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-28,68768,18522,31854,    7710,    -543,    1462
984,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-21,61058,19065,30392,   17964,    2494,   15455
985,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-14,43094,16571,14937,  -24613,    -232,   -4762
986,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-07,67707,16803,19699,    9330,     628,    4899
987,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-28,58377,16175,14800,   -4596,   -3474,    -848
988,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-21,62973,19649,15648,      40,   -3020,    1030
989,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-14,62933,22669,14618,   -5592,   -8640,    4090
990,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-07,68525,31309,10528,   -5288,   -7214,    1263
991,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-31,73813,38523,9265,    9835,    8625,   -1257
992,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-24,63978,29898,10522,    2453,    2796,    6129
993,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-17,61525,27102,4393,    6193,     399,    -576
994,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-10,55332,26703,4969,   -4913,    5587,   -9037
995,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-03,60245,21116,14006,    3174,    7425,    1219
996,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-27,57071,13691,12787,   13756,    -806,    6199
997,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-20,43315,14497,6588,  -39502,   -9393,    2980
998,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-13,82817,23890,3608,   11180,     838,   -3732
999,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-06,71637,23052,7340,   -7336,    1862,   -8108
1000,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-29,78973,21190,15448,    -856,    1500,   -3493
1001,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-22,79829,19690,18941,    4248,    1323,     767
1002,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-15,75581,18367,18174,    7381,    1184,    5062
1003,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-08,68200,17183,13112,    6957,    2560,    2525
1004,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-01,61243,14623,10587,    1410,    -939,    2939
1005,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-25,59833,15562,7648,   -4064,   -3831,    -683
1006,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-18,63897,19393,8331,    3769,     549,    6415
1007,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-11,60128,18844,1916,   -9459,  -10608,    1334
1008,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-04,69587,29452,582,    6406,    5925,       0
1009,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-27,63181,23527,582,  -15451,  -12674,     582
1010,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-20,78632,36201,0,  -17735,     -84,   -3043
1011,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-13,96367,36285,3043,   31075,   15487,    1578
1012,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-06,65292,20798,1465,    4193,    6656,   -1812
1013,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-30,61099,14142,3277,     911,    -519,     486
1014,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-23,60188,14661,2791,  -13613,  -12429,    2005
1015,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-16,73801,27090,786,    1305,   -2957,   -1243
1016,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-09,72496,30047,2029,   11596,    9498,   -1203
1017,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-02,60900,20549,3232,     -38,     -94,     -68
1018,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-26,60938,20643,3300,   -2721,    4434,   -6153
1019,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-19,63659,16209,9453,    -831,   -1659,     141
1020,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-12,64490,17868,9312,    4121,    1334,    1348
1021,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-05,60369,16534,7964,   -9023,   -7913,    6491
1022,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-28,69392,24447,1473,  -13899,  -12019,   -1598
1023,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-21,83291,36466,3071,   23855,   16620,   -1516
1024,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-14,59436,19846,4587,  -28142,    4318,    1908
1025,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-07,87578,15528,2679,    4406,     509,   -6416
1026,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-31,83172,15019,9095,   -2127,   -6920,     463
1027,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-24,85299,21939,8632,     857,   -2282,    -354
1028,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-17,84442,24221,8986,   -4840,  -11957,    3634
1029,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-10,89282,36178,5352,    -266,    2191,     730
1030,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-03,89548,33987,4622,     275,       1,   -2070
1031,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-26,89273,33986,6692,    3696,    8741,    -230
1032,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-19,85577,25245,6922,     414,   -6464,     636
1033,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-12,85163,31709,6286,    6674,    5575,    1238
1034,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-05,78489,26134,5048,   -2835,   -4685,     853
1035,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-29,81324,30819,4195,  -24522,  -28154,     213
1036,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-22,105846,58973,3982,    2998,    1563,     713
1037,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-15,102848,57410,3269,  -27383,    1594,    -594
1038,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-08,130231,55816,3863,   26132,    -434,    2992
1039,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-01,104099,56250,871,    8920,    6332,   -3077
1040,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-22,95179,49918,3948,    6073,    5300,   -3971
1041,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-15,89106,44618,7919,   12262,    8568,    -532
1042,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-08,76844,36050,8451,   -3053,   -2380,    5805
1043,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-01,79897,38430,2646,    8083,    6525,    1644
1044,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-25,71814,31905,1002,    6733,    4156,     468
1045,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-18,65081,27749,534,    2396,    1255,      17
1046,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-11,62685,26494,517,   -4074,   -5789,   -1153
1047,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-04,66759,32283,1670,    5782,    1953,    1597
1048,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-28,60977,30330,73,    1694,    1261,       8
