,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
108,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2023-01-03,132960,35208,71475,    3765,    2253,    1729
109,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-27,129195,32955,69746,     -61,    1176,    3852
110,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-20,129256,31779,65894,  -43013,   -4046,   -7768
111,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-13,172269,35825,73662,   13514,    -509,   -3235
112,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-12-06,158755,36334,76897,    -623,    1289,   -2778
113,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-29,159378,35045,79675,    2571,    2220,    4064
114,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-22,156807,32825,75611,   -5633,    -389,   -2352
115,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-15,162440,33214,77963,     -83,     -74,   -2008
116,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-08,162523,33288,79971,   -2888,    -860,   -4709
117,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-11-01,165411,34148,84680,   -1550,    1989,    1075
118,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-25,166961,32159,83605,   16465,    -887,   15200
119,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-18,150496,33046,68405,   12176,    3721,    7809
120,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-11,138320,29325,60596,   -1170,   -6923,   -3416
121,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-10-04,139490,36248,64012,  -12811,   -2758,   -9647
122,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-27,152301,39006,73659,    1757,     209,   -5694
123,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-20,150544,38797,79353,  -31743,    9579,   -7715
124,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-13,182287,29218,87068,    4055,   -4087,   -2737
125,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-09-06,178232,33305,89805,    8965,    2001,    1108
126,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-30,169267,31304,88697,      55,   -1038,   -3673
127,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-23,169212,32342,92370,    9167,    3507,    4287
128,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-16,160045,28835,88083,    1945,    3191,    4851
129,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-09,158100,25644,83232,   -9831,   -5191,   -3553
130,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-08-02,167931,30835,86785,   11458,     811,    9376
131,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-26,156473,30024,77409,    1227,    -554,    3683
132,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-19,155246,30578,73726,   -3017,      51,    1599
133,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-12,158263,30527,72127,   11313,    2905,   -3116
134,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-07-05,146950,27622,75243,    7059,   -1265,    3376
135,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-28,139891,28887,71867,    2874,   -2858,    -484
136,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-21,137017,31745,72351,   -5840,      85,   -2563
137,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-14,142857,31660,74914,  -23565,     -60,   -4702
138,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-06-07,166422,31720,79616,   12761,   -1177,   -1963
139,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-31,153661,32897,81579,   -4954,   -3682,    -446
140,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-24,158615,36579,82025,   -5194,   -4894,   -4090
141,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-17,163809,41473,86115,   10600,    4604,    7532
142,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-10,153209,36869,78583,     952,  -10126,    3072
143,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-05-03,152257,46995,75511,    5167,    -110,     755
144,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-26,147090,47105,74756,    -219,    7904,    6718
145,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-19,147309,39201,68038,   -3630,    -569,    -447
146,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-12,150939,39770,68485,    2041,    4899,   -3899
147,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-04-05,148898,34871,72384,    5891,     911,  -11182
148,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-29,143007,33960,83566,   15240,   10213,    8630
149,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-22,127767,23747,74936,    3246,    -534,    5799
150,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-15,124521,24281,69137,  -72573,    4760,  -28579
151,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-08,197094,19521,97716,    7427,    6801,    6660
152,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-03-01,189667,12720,91056,   -2912,    1167,   -4577
153,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-22,192579,11553,95633,       1,    -139,   -2753
154,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-15,192578,11692,98386,   -3825,   -5631,   -4678
155,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-08,196403,17323,103064,    -510,   -1512,    4400
156,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-02-01,196913,18835,98664,    6893,    3714,     270
157,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-25,190020,15121,98394,    8884,    6070,     889
158,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-18,181136,9051,97505,   -4317,   -3332,   -6364
159,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-11,185453,12383,103869,    5346,    -249,    1871
160,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2022-01-04,180107,12632,101998,   -3045,   -4253,    3372
161,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-28,183152,16885,98626,   -8157,   -6073,   -4686
162,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-21,191309,22958,103312,   -6096,   -6296,   -4845
163,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-14,197405,29254,108157,  -14745,   -4126,   -7015
164,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-12-07,212150,33380,115172,   10169,     163,    1770
165,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-30,201981,33217,113402,   13948,   -7306,    9614
166,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-23,188033,40523,103788,   21345,    9763,   11875
167,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-16,166688,30760,91913,    9419,    6916,    4645
168,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-09,157269,23844,87268,   -5619,    4657,   -7415
169,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-11-02,162888,19187,94683,    2877,    1739,    1989
170,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-26,160011,17448,92694,    1480,    5816,    5004
171,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-19,158531,11632,87690,  -19401,     439,  -11111
172,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-12,177932,11193,98801,  -10759,   -6278,   -8649
173,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-10-05,188691,17471,107450,    7822,    -936,    2660
174,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-28,180869,18407,104790,   -4623,   -6339,   -5540
175,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-21,185492,24746,110330,   20765,   11630,   13831
176,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-14,164727,13116,96499,   -8757,  -19380,   -6485
177,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-09-07,173484,32496,102984,   -8600,  -14888,   -4478
178,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-31,182084,47384,107462,  -15552,  -13580,  -10102
179,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-24,197636,60964,117564,   10688,   -3205,    3028
180,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-17,186948,64169,114536,   15206,    6846,    7900
181,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-10,171742,57323,106636,    1853,    -419,    7611
182,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-08-03,169889,57742,99025,    2049,     327,    2263
183,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-27,167840,57415,96762,    4266,     343,    4000
184,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-20,163574,57072,92762,    7579,     351,    7253
185,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-13,155995,56721,85509,    8643,    3369,    7287
186,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-07-06,147352,53352,78222,    6870,    4528,   11598
187,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-29,140482,48824,66624,   -7332,   -7309,   -7084
188,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-22,147814,56133,73708,   23677,   15994,   15689
189,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-15,124137,40139,58019,  -24503,   -8011,     432
190,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-08,148640,48150,57587,   13458,   -7235,     277
191,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-06-01,135182,55385,57310,     392,     287,    1403
192,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-25,134790,55098,55907,   -2646,   -2764,    1047
193,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-18,137436,57862,54860,   -3471,   -1296,   -1882
194,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-11,140907,59158,56742,    3258,     773,    -167
195,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-05-04,137649,58385,56909,   -3087,   -1350,   -4236
196,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-27,140736,59735,61145,    4569,    3012,    2616
197,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-20,136167,56723,58529,   -3466,   -7308,   -1743
198,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-13,139633,64031,60272,    2415,    1040,    1347
199,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-04-06,137218,62991,58925,    -117,   -3616,    4581
200,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-30,137335,66607,54344,    4059,    7575,    1254
201,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-23,133276,59032,53090,    3855,    1192,    2870
202,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-16,129421,57840,50220,  -20909,   -4008,   -3553
203,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-09,150330,61848,53773,     426,     801,   -1233
204,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-03-02,149904,61047,55006,    4643,    5383,   -2294
205,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-23,145261,55664,57300,    4307,     989,    -196
206,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-16,140954,54675,57496,     457,   -1256,    1349
207,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-09,140497,55931,56147,   -2147,     163,   -1088
208,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-02-02,142644,55768,57235,    -429,    -604,    1634
209,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-26,143073,56372,55601,   -1210,   -3555,     534
210,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-19,144283,59927,55067,    -331,    -523,      73
211,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-12,144614,60450,54994,   -1479,     712,   -8651
212,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2021-01-05,146093,59738,63645,    7784,    5911,    3312
213,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-29,138309,53827,60333,    2296,     504,    2591
214,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-21,136013,53323,57742,    8997,    7537,    2631
215,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-15,127016,45786,55111,  -33264,   -4864,   -5646
216,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-08,160280,50650,60757,   29553,    5197,    4504
217,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-12-01,130727,45453,56253,    -804,   -6226,    -703
218,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-24,131531,51679,56956,    1794,    2848,    2002
219,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-17,129737,48831,54954,    -878,    -540,   -3137
220,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-10,130615,49371,58091,   -3737,   -7158,     248
221,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-11-03,134352,56529,57843,    3991,   -3167,    7037
222,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-27,130361,59696,50806,   -3859,   -1451,   -3586
223,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-20,134220,61147,54392,   -3061,   -2716,   -5617
224,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-13,137281,63863,60009,    5162,    2484,    9477
225,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-10-06,132119,61379,50532,    3671,    7563,    5653
226,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-29,128448,53816,44879,   -4766,   -6897,     505
227,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-22,133214,60713,44374,    1400,    1026,     906
228,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-15,131814,59687,43468,  -12277,    2590,  -15673
229,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-08,144091,57097,59141,    6960,   -1093,     786
230,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-09-01,137131,58190,58355,    9626,    7059,    3325
231,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-25,127505,51131,55030,    2574,    2642,    3241
232,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-18,124931,48489,51789,    2721,    1168,     980
233,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-11,122210,47321,50809,    1936,    1856,    4296
234,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-08-04,120274,45465,46513,    6592,    3063,    -901
235,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-28,113682,42402,47414,    4730,     624,    5431
236,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-21,108952,41778,41983,    1715,   -3765,     690
237,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-14,107237,45543,41293,    2122,     803,   -4141
238,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-07-07,105115,44740,45434,    4457,    4715,    2501
239,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-30,100658,40025,42933,    6876,    4051,    2149
240,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-23,93782,35974,40784,    2979,    4289,    2567
241,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-16,90803,31685,38217,  -48133,    1773,  -28270
242,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-09,138936,29912,66487,    3558,    3341,    -875
243,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-06-02,135378,26571,67362,   -1542,    1041,    1294
244,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-26,136920,25530,66068,    4123,     229,    1209
245,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-19,132797,25301,64859,    3533,    1582,    5715
246,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-12,129264,23719,59144,     -29,     178,    2148
247,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-05-05,129293,23541,56996,     131,    1805,   -2481
248,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-28,129162,21736,59477,    2982,     284,    3205
249,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-21,126180,21452,56272,   -2078,    -585,   -1319
250,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-14,128258,22037,57591,   -1798,   -4446,   -4290
251,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-04-07,130056,26483,61881,    -926,    -832,    2902
252,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-31,130982,27315,58979,   -4115,   -3709,    2748
253,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-24,135097,31024,56231,  -14781,   -8222,  -11748
254,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-17,149878,39246,67979,  -61365,  -10511,  -35791
255,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-10,211243,49757,103770,  -11841,  -15089,  -13029
256,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-03-03,223084,64846,116799,    9760,    8162,   16263
257,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-25,213324,56684,100536,   25869,    8695,   15070
258,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-18,187455,47989,85466,    9927,    -199,    4610
259,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-11,177528,48188,80856,   -3328,    -180,  -10809
260,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-02-04,180856,48368,91665,   24135,    3706,   19483
261,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-28,156721,44662,72182,   17243,    2303,   10522
262,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-21,139478,42359,61660,   -5090,   -1410,   -2658
263,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-14,144568,43769,64318,  -13171,   -8294,  -14994
264,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2020-01-07,157739,52063,79312,   -6566,    2633,   -8457
265,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-12-31,164305,49430,87769,    8495,    9904,    2079
266,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-12-24,155810,39526,85690,    2306,    6232,    5818
267,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-12-17,153504,33294,79872,  -27992,  -13320,   -3550
268,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-12-10,181496,46614,83422,   -4332,  -10936,  -10561
269,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-12-03,185828,57550,93983,    1357,    4911,   -4011
270,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-11-26,184471,52639,97994,   12046,    8768,    6883
271,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-11-19,172425,43871,91111,   12296,    2610,    9041
272,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-11-12,160129,41261,82070,   -1282,   -8571,    5444
273,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-11-05,161411,49832,76626,    7967,   13001,    -492
274,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-10-29,153444,36831,77118,   -3756,   -1339,   -5038
275,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-10-22,157200,38170,82156,   -6684,   -3992,   -7611
276,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-10-15,163884,42162,89767,   -4955,   -1166,    -505
277,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-10-08,168839,43328,90272,   -3101,   -3581,   -8939
278,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-10-01,171940,46909,99211,   11068,     665,    5812
279,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-09-24,160872,46244,93399,   22820,   11678,   18751
280,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-09-17,138052,34566,74648,  -44303,   -2428,  -15360
281,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-09-10,182355,36994,90008,    8334,    2905,   -3399
282,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-09-03,174021,34089,93407,    8269,    2239,     525
283,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-08-27,165752,31850,92882,   -3423,    -508,   -2257
284,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-08-20,169175,32358,95139,   -6422,   -3946,   -4077
285,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-08-13,175597,36304,99216,   -2426,   -6010,    1391
286,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-08-06,178023,42314,97825,   15035,    6864,    8933
287,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-07-30,162988,35450,88892,   12463,    5950,   11412
288,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-07-23,150525,29500,77480,   -7209,   -2343,   -6939
289,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-07-16,157734,31843,84419,   -1060,      -7,   -1438
290,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-07-09,158794,31850,85857,   -3392,   -2990,   -7718
291,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-07-02,162186,34840,93575,   -2555,    4314,   -3271
292,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-06-25,164741,30526,96846,  -13660,  -12826,  -11369
293,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-06-18,178401,43352,108215,  -19711,   10905,   12542
294,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-06-11,198112,32447,95673,   27861,   -3857,   -3922
295,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-06-04,170251,36304,99595,   -9739,   -2349,   -5451
296,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-05-28,179990,38653,105046,   -3257,   -1104,    -822
297,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-05-21,183247,39757,105868,   17665,   10627,   12692
298,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-05-14,165582,29130,93176,    3003,   -3161,    3836
299,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-05-07,162579,32291,89340,    2722,    1771,    -185
300,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-04-30,159857,30520,89525,   17463,    1766,   10322
301,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-04-23,142394,28754,79203,    1720,   -1037,    2532
302,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-04-16,140674,29791,76671,   -5902,    1310,   -6226
303,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-04-09,146576,28481,82897,   -3252,    1930,     603
304,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-04-02,149828,26551,82294,    8506,    3672,    5745
305,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-03-26,141322,22879,76549,   -1060,    2366,    4134
306,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-03-19,142382,20513,72415,  -20691,   -4927,    3276
307,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-03-12,163073,25440,69139,   21300,    2843,    5801
308,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-03-05,141773,22597,63338,   11271,    3795,    8793
309,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-02-26,130502,18802,54545,    1279,    1176,    -149
310,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-02-19,129223,17626,54694,    1880,   -1051,    1522
311,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2019-02-12,127343,18677,53172,    6753,    -320,   -1442
