,Unnamed: 0.1,Unnamed: 0,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
1474,526.0,94914.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-28,8081,3315,873,     501,    -327,      69
1475,94914.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-28,8081,3315,873,     501,    -327,      69
1476,527.0,94915.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-21,7580,3642,804,    -678,    -442,    -532
1477,94915.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-21,7580,3642,804,    -678,    -442,    -532
1478,94916.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-14,8258,4084,1336,    -827,     -28,    -212
1479,528.0,94916.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-14,8258,4084,1336,    -827,     -28,    -212
1480,529.0,94917.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-07,9085,4112,1548,    1437,     756,    -326
1481,94917.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-11-07,9085,4112,1548,    1437,     756,    -326
1483,94918.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-31,7648,3356,1874,     602,    -108,     206
1482,530.0,94918.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-31,7648,3356,1874,     602,    -108,     206
1484,531.0,94919.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-24,7046,3464,1668,    -242,     144,      96
1485,94919.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-24,7046,3464,1668,    -242,     144,      96
1486,532.0,94920.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-17,7288,3320,1572,     320,     -92,     -71
1487,94920.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-17,7288,3320,1572,     320,     -92,     -71
1488,533.0,94921.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-10,6968,3412,1643,    -714,    -891,     679
1489,94921.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-10,6968,3412,1643,    -714,    -891,     679
1490,534.0,94922.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-03,7682,4303,964,    -769,    -308,     220
1491,94922.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-10-03,7682,4303,964,    -769,    -308,     220
1492,535.0,94923.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-26,8451,4611,744,     -77,    -160,     194
1493,94923.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-26,8451,4611,744,     -77,    -160,     194
1495,94924.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-19,8528,4771,550,    -871,    -876,     -50
1494,536.0,94924.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-19,8528,4771,550,    -871,    -876,     -50
1496,537.0,94925.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-12,9399,5647,600,    -870,    -243,     -45
1497,94925.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-12,9399,5647,600,    -870,    -243,     -45
1498,94926.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-05,10269,5890,645,     604,     522,     120
1499,538.0,94926.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-09-05,10269,5890,645,     604,     522,     120
1500,94927.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-29,9665,5368,525,    -212,    -165,     142
1501,539.0,94927.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-29,9665,5368,525,    -212,    -165,     142
1502,540.0,94928.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-22,9877,5533,383,     -71,    -119,     -60
1503,94928.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-22,9877,5533,383,     -71,    -119,     -60
1504,541.0,94929.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-15,9948,5652,443,    -228,    -133,     -85
1505,94929.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-15,9948,5652,443,    -228,    -133,     -85
1507,542.0,94930.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-08,10176,5785,528,     904,     470,      16
1506,94930.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-08,10176,5785,528,     904,     470,      16
1508,94931.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-01,9272,5315,512,     705,     692,    -136
1509,543.0,94931.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-08-01,9272,5315,512,     705,     692,    -136
1510,94932.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-25,8567,4623,648,    -455,    -326,    -245
1511,544.0,94932.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-25,8567,4623,648,    -455,    -326,    -245
1512,94933.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-18,9022,4949,893,     809,     560,     -53
1513,545.0,94933.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-18,9022,4949,893,     809,     560,     -53
1514,94934.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-11,8213,4389,946,     875,     964,    -292
1515,546.0,94934.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-11,8213,4389,946,     875,     964,    -292
1516,94935.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-03,7338,3425,1238,    -755,      89,    -730
1517,547.0,94935.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-07-03,7338,3425,1238,    -755,      89,    -730
1518,548.0,94936.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-27,8093,3336,1968,     714,     112,     -50
1519,94936.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-27,8093,3336,1968,     714,     112,     -50
1521,94937.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-20,7379,3224,2018,   -1235,    -395,   -1146
1520,549.0,94937.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-20,7379,3224,2018,   -1235,    -395,   -1146
1523,94938.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-13,8614,3619,3164,    -291,    -460,     966
1522,550.0,94938.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-13,8614,3619,3164,    -291,    -460,     966
1524,94939.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-06,8905,4079,2198,    -711,    -666,     320
1525,551.0,94939.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-06-06,8905,4079,2198,    -711,    -666,     320
1526,552.0,94940.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-30,9616,4745,1878,     121,     242,     432
1527,94940.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-30,9616,4745,1878,     121,     242,     432
1528,553.0,94941.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-23,9495,4503,1446,     138,      22,     118
1529,94941.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-23,9495,4503,1446,     138,      22,     118
1530,554.0,94942.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-16,9357,4481,1328,    -652,   -1032,     117
1531,94942.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-16,9357,4481,1328,    -652,   -1032,     117
1532,94943.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-09,10009,5513,1211,     101,     -68,     147
1533,555.0,94943.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-09,10009,5513,1211,     101,     -68,     147
1535,556.0,94944.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-02,9908,5581,1064,     196,     159,     100
1534,94944.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-05-02,9908,5581,1064,     196,     159,     100
1536,557.0,94945.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-25,9712,5422,964,     153,     246,       5
1537,94945.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-25,9712,5422,964,     153,     246,       5
1538,94946.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-18,9559,5176,959,     269,     214,    -100
1539,558.0,94946.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-18,9559,5176,959,     269,     214,    -100
1540,94947.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-11,9290,4962,1059,     187,       0,     -85
1541,559.0,94947.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-11,9290,4962,1059,     187,       0,     -85
1542,94948.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-04,9103,4962,1144,     217,     572,     172
1543,560.0,94948.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-04-04,9103,4962,1144,     217,     572,     172
1544,94949.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-28,8886,4390,972,     898,     327,    -147
1545,561.0,94949.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-28,8886,4390,972,     898,     327,    -147
1547,94950.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-21,7988,4063,1119,      29,     361,     -58
1546,562.0,94950.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-21,7988,4063,1119,      29,     361,     -58
1548,563.0,94951.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-14,7959,3702,1177,    -809,    -765,      70
1549,94951.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-14,7959,3702,1177,    -809,    -765,      70
1550,94952.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-07,8768,4467,1107,     192,     165,     -62
1551,564.0,94952.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-03-07,8768,4467,1107,     192,     165,     -62
1552,94953.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-28,8576,4302,1169,    -160,     153,     149
1553,565.0,94953.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-28,8576,4302,1169,    -160,     153,     149
1554,94954.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-21,8736,4149,1020,    -835,   -1048,    -384
1555,566.0,94954.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-21,8736,4149,1020,    -835,   -1048,    -384
1556,94955.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-14,9571,5197,1404,   -1813,   -1973,     126
1557,567.0,94955.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-14,9571,5197,1404,   -1813,   -1973,     126
1558,94956.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-07,11384,7170,1278,    -302,    -602,     164
1559,568.0,94956.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-02-07,11384,7170,1278,    -302,    -602,     164
1561,94957.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-31,11686,7772,1114,     411,     312,      27
1560,569.0,94957.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-31,11686,7772,1114,     411,     312,      27
1562,94958.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-24,11275,7460,1087,     446,     523,     171
1563,570.0,94958.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-24,11275,7460,1087,     446,     523,     171
1564,94959.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-17,10829,6937,916,     928,     891,      70
1565,571.0,94959.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-17,10829,6937,916,     928,     891,      70
1566,572.0,94960.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-10,9901,6046,846,     520,     519,     145
1567,94960.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-10,9901,6046,846,     520,     519,     145
1568,573.0,94961.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-03,9381,5527,701,    -942,    -626,       7
1569,94961.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2006-01-03,9381,5527,701,    -942,    -626,       7
1570,94962.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-27,10323,6153,694,    -374,    -239,     -72
1571,574.0,94962.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-27,10323,6153,694,    -374,    -239,     -72
1573,575.0,94963.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-20,10697,6392,766,   -1242,   -1721,     113
1572,94963.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-20,10697,6392,766,   -1242,   -1721,     113
1574,576.0,94964.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-13,11939,8113,653,    -295,    -675,    -108
1575,94964.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-13,11939,8113,653,    -295,    -675,    -108
1576,94965.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-06,12234,8788,761,   -1252,   -1212,     -47
1577,577.0,94965.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-12-06,12234,8788,761,   -1252,   -1212,     -47
1578,94966.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-29,13486,10000,808,      -5,    -153,      63
1579,578.0,94966.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-29,13486,10000,808,      -5,    -153,      63
1580,579.0,94967.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-22,13491,10153,745,     578,     342,      74
1581,94967.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-22,13491,10153,745,     578,     342,      74
1582,580.0,94968.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-15,12913,9811,671,    1388,    1311,     209
1583,94968.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-15,12913,9811,671,    1388,    1311,     209
1585,94969.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-08,11525,8500,462,     450,     476,     -10
1584,581.0,94969.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-08,11525,8500,462,     450,     476,     -10
1586,582.0,94970.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-01,11075,8024,472,   -1699,   -1810,     -92
1587,94970.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-11-01,11075,8024,472,   -1699,   -1810,     -92
1588,583.0,94971.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-25,12774,9834,564,     214,     473,      28
1589,94971.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-25,12774,9834,564,     214,     473,      28
1590,584.0,94972.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-18,12560,9361,536,    -895,    -975,     -19
1591,94972.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-18,12560,9361,536,    -895,    -975,     -19
1592,94973.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-11,13455,10336,555,     384,     278,      86
1593,585.0,94973.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-11,13455,10336,555,     384,     278,      86
1594,94974.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-04,13071,10058,469,     187,     522,    -137
1595,586.0,94974.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-10-04,13071,10058,469,     187,     522,    -137
1596,94975.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-27,12884,9536,606,    -596,    -590,    -177
1597,587.0,94975.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-27,12884,9536,606,    -596,    -590,    -177
1599,94976.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-20,13480,10126,783,    1520,    1743,    -131
1598,588.0,94976.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-20,13480,10126,783,    1520,    1743,    -131
1601,94977.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-13,11960,8383,914,     641,     601,      96
1600,589.0,94977.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-13,11960,8383,914,     641,     601,      96
1602,590.0,94978.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-06,11319,7782,818,     484,     347,     112
1603,94978.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-09-06,11319,7782,818,     484,     347,     112
1604,591.0,94979.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-30,10835,7435,706,    -457,    -209,       5
1605,94979.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-30,10835,7435,706,    -457,    -209,       5
1606,94980.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-23,11292,7644,701,    -367,    -473,      60
1607,592.0,94980.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-23,11292,7644,701,    -367,    -473,      60
1608,593.0,94981.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-16,11659,8117,641,    -675,    -538,     -83
1609,94981.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-16,11659,8117,641,    -675,    -538,     -83
1610,594.0,94982.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-09,12334,8655,724,    1402,    1077,    -102
1611,94982.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-09,12334,8655,724,    1402,    1077,    -102
1613,94983.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-02,10932,7578,826,    2123,    2002,      64
1612,595.0,94983.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-08-02,10932,7578,826,    2123,    2002,      64
1614,94984.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-26,8809,5576,762,     940,    1436,    -108
1615,596.0,94984.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-26,8809,5576,762,     940,    1436,    -108
1616,597.0,94985.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-19,7869,4140,870,     -39,      51,      10
1617,94985.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-19,7869,4140,870,     -39,      51,      10
1618,598.0,94986.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-12,7908,4089,860,   -1162,   -1514,      40
1619,94986.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-12,7908,4089,860,   -1162,   -1514,      40
1620,599.0,94987.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-05,9070,5603,820,   -2285,   -2581,      74
1621,94987.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-07-05,9070,5603,820,   -2285,   -2581,      74
1622,600.0,94988.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-28,11355,8184,746,    -328,     388,     -54
1623,94988.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-28,11355,8184,746,    -328,     388,     -54
1625,601.0,94989.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-21,11683,7796,800,    2303,    1326,      10
1624,94989.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-21,11683,7796,800,    2303,    1326,      10
1626,94990.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-14,9380,6470,790,     574,     557,       0
1627,602.0,94990.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-14,9380,6470,790,     574,     557,       0
1628,94991.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-07,8806,5913,790,     860,    1388,    -269
1629,603.0,94991.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-06-07,8806,5913,790,     860,    1388,    -269
1630,94992.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-31,7946,4525,1059,     228,     -68,     -83
1631,604.0,94992.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-31,7946,4525,1059,     228,     -68,     -83
1632,94993.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-24,7718,4593,1142,    -422,    -282,    -388
1633,605.0,94993.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-24,7718,4593,1142,    -422,    -282,    -388
1634,606.0,94994.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-17,8140,4875,1530,   -1319,   -1520,     293
1635,94994.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-17,8140,4875,1530,   -1319,   -1520,     293
1636,607.0,94995.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-10,9459,6395,1237,     775,     497,      70
1637,94995.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-10,9459,6395,1237,     775,     497,      70
1639,608.0,94996.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-03,8684,5898,1167,    -496,    -356,      89
1638,94996.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-05-03,8684,5898,1167,    -496,    -356,      89
1640,94997.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-26,9180,6254,1078,     926,     868,      71
1641,609.0,94997.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-26,9180,6254,1078,     926,     868,      71
1642,610.0,94998.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-19,8254,5386,1007,     648,     752,     307
1643,94998.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-19,8254,5386,1007,     648,     752,     307
1644,94999.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-12,7606,4634,700,     -35,     156,     150
1645,611.0,94999.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-12,7606,4634,700,     -35,     156,     150
1646,612.0,95000.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-05,7641,4478,550,    -307,     -80,      43
1647,95000.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-04-05,7641,4478,550,    -307,     -80,      43
1648,95001.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-29,7948,4558,507,    -763,    -334,       4
1649,613.0,95001.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-29,7948,4558,507,    -763,    -334,       4
1651,614.0,95002.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-22,8711,4892,503,     674,     568,     -50
1650,95002.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-22,8711,4892,503,     674,     568,     -50
1653,615.0,95003.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-15,8037,4324,553,     185,     407,      79
1652,95003.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-15,8037,4324,553,     185,     407,      79
1654,616.0,95004.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-08,7852,3917,474,     505,     565,      94
1655,95004.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-08,7852,3917,474,     505,     565,      94
1656,617.0,95005.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-01,7347,3352,380,    -163,    -421,      25
1657,95005.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-03-01,7347,3352,380,    -163,    -421,      25
1658,95006.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-22,7510,3773,355,      78,     155,      44
1659,618.0,95006.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-22,7510,3773,355,      78,     155,      44
1660,95007.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-15,7432,3618,311,    -104,    -264,      -4
1661,619.0,95007.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-15,7432,3618,311,    -104,    -264,      -4
1662,95008.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-08,7536,3882,315,    -410,    -303,      43
1663,620.0,95008.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-08,7536,3882,315,    -410,    -303,      43
1664,621.0,95009.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-01,7946,4185,272,     616,     855,     -25
1665,95009.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-02-01,7946,4185,272,     616,     855,     -25
1666,95010.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-25,7330,3330,297,     721,     693,      68
1667,622.0,95010.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-25,7330,3330,297,     721,     693,      68
1669,623.0,95011.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-18,6609,2637,229,     166,     238,    -320
1668,95011.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-18,6609,2637,229,     166,     238,    -320
1670,95012.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-11,6443,2399,549,     242,     106,     382
1671,624.0,95012.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-11,6443,2399,549,     242,     106,     382
1672,625.0,95013.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-04,6201,2293,167,    -126,      -6,      11
1673,95013.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2005-01-04,6201,2293,167,    -126,      -6,      11
1674,626.0,95014.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-28,6327,2299,156,     -47,     628,    -800
1675,95014.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-28,6327,2299,156,     -47,     628,    -800
1676,95015.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-21,6374,1671,956,    -164,     -12,     -10
1677,627.0,95015.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-21,6374,1671,956,    -164,     -12,     -10
1678,95016.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-14,6538,1683,966,   -2504,   -3478,     553
1679,628.0,95016.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-14,6538,1683,966,   -2504,   -3478,     553
1681,95017.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-07,9042,5161,413,     668,    1026,      43
1680,629.0,95017.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-12-07,9042,5161,413,     668,    1026,      43
1682,95018.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-30,8374,4135,370,     208,     162,       0
1683,630.0,95018.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-30,8374,4135,370,     208,     162,       0
1684,631.0,95019.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-23,8166,3973,370,     419,     352,     119
1685,95019.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-23,8166,3973,370,     419,     352,     119
1686,95020.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-16,7747,3621,251,    1244,    1280,     -56
1687,632.0,95020.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-16,7747,3621,251,    1244,    1280,     -56
1688,633.0,95021.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2004-11-09,6503,2341,307,     638,     763,    -355
