,Unnamed: 0.1,Unnamed: 0,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
761,169.0,94557.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-10-01,59708,42351,11164,     429,    1451,    3508
763,170.0,94558.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-24,59279,40900,7656,   -1727,     806,     498
762,94558.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-24,59279,40900,7656,   -1727,     806,     498
764,171.0,94559.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-17,61006,40094,7158,   -2217,   -2885,    1112
765,94559.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-17,61006,40094,7158,   -2217,   -2885,    1112
766,172.0,94560.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-10,63223,42979,6046,   -3362,   -1237,    -386
767,94560.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-10,63223,42979,6046,   -3362,   -1237,    -386
768,94561.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-03,66585,44216,6432,    -411,    -216,    -269
769,173.0,94561.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-09-03,66585,44216,6432,    -411,    -216,    -269
770,174.0,94562.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-27,66996,44432,6701,    1286,     337,   -1448
771,94562.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-27,66996,44432,6701,    1286,     337,   -1448
772,94563.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-20,65710,44095,8149,     757,    1285,    -986
773,175.0,94563.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-20,65710,44095,8149,     757,    1285,    -986
775,176.0,94564.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-13,64953,42810,9135,     887,    -630,   -2779
774,94564.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-13,64953,42810,9135,     887,    -630,   -2779
776,177.0,94565.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-06,64066,43440,11914,     255,    -315,   -3895
777,94565.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-08-06,64066,43440,11914,     255,    -315,   -3895
778,94566.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-30,63811,43755,15809,     888,    1966,   -1629
779,178.0,94566.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-30,63811,43755,15809,     888,    1966,   -1629
780,94567.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-23,62923,41789,17438,    2253,      -3,    -477
781,179.0,94567.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-23,62923,41789,17438,    2253,      -3,    -477
782,180.0,94568.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-16,60670,41792,17915,    -923,     -16,   -1640
783,94568.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-16,60670,41792,17915,    -923,     -16,   -1640
784,94569.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-09,61593,41808,19555,     345,     154,   -1117
785,181.0,94569.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-09,61593,41808,19555,     345,     154,   -1117
786,94570.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-02,61248,41654,20672,   -2576,     639,    1530
787,182.0,94570.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-07-02,61248,41654,20672,   -2576,     639,    1530
789,94571.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-25,63824,41015,19142,    1147,   -1754,    2075
788,183.0,94571.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-25,63824,41015,19142,    1147,   -1754,    2075
790,184.0,94572.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-18,62677,42769,17067,    -287,    -418,    3416
791,94572.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-18,62677,42769,17067,    -287,    -418,    3416
792,185.0,94573.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-11,62964,43187,13651,     973,     942,   -1605
793,94573.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-11,62964,43187,13651,     973,     942,   -1605
794,186.0,94574.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-04,61991,42245,15256,   -1628,     433,   -1694
795,94574.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-06-04,61991,42245,15256,   -1628,     433,   -1694
796,187.0,94575.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-28,63619,41812,16950,     101,     -91,    3682
797,94575.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-28,63619,41812,16950,     101,     -91,    3682
798,94576.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-21,63518,41903,13268,       9,   -2115,    1948
799,188.0,94576.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-21,63518,41903,13268,       9,   -2115,    1948
801,189.0,94577.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-14,63509,44018,11320,    -192,     395,    -824
800,94577.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-14,63509,44018,11320,    -192,     395,    -824
802,190.0,94578.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-07,63701,43623,12144,    1009,      86,     451
803,94578.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-05-07,63701,43623,12144,    1009,      86,     451
804,191.0,94579.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-30,62692,43537,11693,    -284,     295,   -1900
805,94579.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-30,62692,43537,11693,    -284,     295,   -1900
806,192.0,94580.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-23,62976,43242,13593,    1030,    1332,     887
807,94580.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-23,62976,43242,13593,    1030,    1332,     887
808,193.0,94581.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-16,61946,41910,12706,   -2959,   -3300,     739
809,94581.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-16,61946,41910,12706,   -2959,   -3300,     739
810,194.0,94582.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-09,64905,45210,11967,    1076,    -363,    3389
811,94582.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-09,64905,45210,11967,    1076,    -363,    3389
813,195.0,94583.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-02,63829,45573,8578,   -1713,    1560,      58
812,94583.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-04-02,63829,45573,8578,   -1713,    1560,      58
814,196.0,94584.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-26,65542,44013,8520,     872,    1918,     688
815,94584.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-26,65542,44013,8520,     872,    1918,     688
816,94585.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-19,64670,42095,7832,    -409,   -1485,    2365
817,197.0,94585.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-19,64670,42095,7832,    -409,   -1485,    2365
818,94586.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-12,65079,43580,5467,     390,      51,    1096
819,198.0,94586.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-12,65079,43580,5467,     390,      51,    1096
820,199.0,94587.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-05,64689,43529,4371,   -1473,   -1592,     654
821,94587.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-03-05,64689,43529,4371,   -1473,   -1592,     654
822,94588.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-26,66162,45121,3717,   -6053,   -7635,    -291
823,200.0,94588.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-26,66162,45121,3717,   -6053,   -7635,    -291
825,94589.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-19,72215,52756,4008,   -1442,   -2271,    -881
824,201.0,94589.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-19,72215,52756,4008,   -1442,   -2271,    -881
827,202.0,94590.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-12,73657,55027,4889,    1702,     342,    -330
826,94590.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-12,73657,55027,4889,    1702,     342,    -330
828,203.0,94591.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-05,71955,54685,5219,    3798,    1947,     985
829,94591.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-02-05,71955,54685,5219,    3798,    1947,     985
830,94592.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-29,68157,52738,4234,    3373,    3298,     254
831,204.0,94592.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-29,68157,52738,4234,    3373,    3298,     254
832,205.0,94593.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-22,64784,49440,3980,    1518,    2893,     352
833,94593.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-22,64784,49440,3980,    1518,    2893,     352
834,206.0,94594.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-15,63266,46547,3628,     953,    1280,   -3766
835,94594.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-15,63266,46547,3628,     953,    1280,   -3766
836,207.0,94595.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-08,62313,45267,7394,    2720,    1788,     -29
837,94595.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2013-01-08,62313,45267,7394,    2720,    1788,     -29
838,94596.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-31,59593,43479,7423,   -2873,    -217,    2091
839,208.0,94596.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-31,59593,43479,7423,   -2873,    -217,    2091
841,209.0,94597.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-24,62466,43696,5332,   -2035,   -3937,     674
840,94597.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-24,62466,43696,5332,   -2035,   -3937,     674
842,210.0,94598.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-18,64501,47633,4658,     696,     934,   -1431
843,94598.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-18,64501,47633,4658,     696,     934,   -1431
844,211.0,94599.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-11,63805,46699,6089,    2496,    1910,    -230
845,94599.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-11,63805,46699,6089,    2496,    1910,    -230
846,94600.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-04,61309,44789,6319,      48,    1038,    -571
847,212.0,94600.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-12-04,61309,44789,6319,      48,    1038,    -571
848,94601.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-27,61261,43751,6890,    1728,    2398,     -45
849,213.0,94601.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-27,61261,43751,6890,    1728,    2398,     -45
850,94602.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-20,59533,41353,6935,    -937,   -1978,    -441
851,214.0,94602.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-20,59533,41353,6935,    -937,   -1978,    -441
853,215.0,94603.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-13,60470,43331,7376,     338,   -1236,     484
852,94603.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-13,60470,43331,7376,     338,   -1236,     484
854,94604.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-06,60132,44567,6892,   -1317,   -3666,    -335
855,216.0,94604.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-11-06,60132,44567,6892,   -1317,   -3666,    -335
856,94605.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-30,61449,48233,7227,    -751,   -1406,    1189
857,217.0,94605.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-30,61449,48233,7227,    -751,   -1406,    1189
858,94606.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-23,62200,49639,6038,   -2507,   -3368,     707
859,218.0,94606.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-23,62200,49639,6038,   -2507,   -3368,     707
860,94607.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-16,64707,53007,5331,      33,     431,    -420
861,219.0,94607.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-16,64707,53007,5331,      33,     431,    -420
862,94608.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-09,64674,52576,5751,    3785,    4574,    -131
863,220.0,94608.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-09,64674,52576,5751,    3785,    4574,    -131
864,94609.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-02,60889,48002,5882,    2065,    3229,    -168
865,221.0,94609.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-10-02,60889,48002,5882,    2065,    3229,    -168
867,94610.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-25,58824,44773,6050,    1706,    1838,    -751
866,222.0,94610.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-25,58824,44773,6050,    1706,    1838,    -751
868,94611.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-18,57118,42935,6801,     743,    1227,   -1155
869,223.0,94611.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-18,57118,42935,6801,     743,    1227,   -1155
870,224.0,94612.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-11,56375,41708,7956,    1398,     828,   -2441
871,94612.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-11,56375,41708,7956,    1398,     828,   -2441
872,225.0,94613.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-04,54977,40880,10397,     519,     810,   -1010
873,94613.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-09-04,54977,40880,10397,     519,     810,   -1010
874,226.0,94614.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-28,54458,40070,11407,     -68,     492,   -3284
875,94614.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-28,54458,40070,11407,     -68,     492,   -3284
876,94615.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-21,54526,39578,14691,     452,    2477,   -3883
877,227.0,94615.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-21,54526,39578,14691,     452,    2477,   -3883
879,94616.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-14,54074,37101,18574,     828,     581,    1009
878,228.0,94616.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-14,54074,37101,18574,     828,     581,    1009
880,229.0,94617.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-07,53246,36520,17565,    1026,     634,     -40
881,94617.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-08-07,53246,36520,17565,    1026,     634,     -40
882,230.0,94618.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-31,52220,35886,17605,    1177,     -50,     233
883,94618.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-31,52220,35886,17605,    1177,     -50,     233
884,231.0,94619.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-24,51043,35936,17372,    1114,     723,    1515
885,94619.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-24,51043,35936,17372,    1114,     723,    1515
886,94620.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-17,49929,35213,15857,    1214,     761,    1102
887,232.0,94620.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-17,49929,35213,15857,    1214,     761,    1102
888,233.0,94621.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-10,48715,34452,14755,    -727,    -495,    -164
889,94621.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-10,48715,34452,14755,    -727,    -495,    -164
890,94622.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-03,49442,34947,14919,    -907,     193,   -1038
891,234.0,94622.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-07-03,49442,34947,14919,    -907,     193,   -1038
893,94623.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-26,50349,34754,15957,   -1482,     184,     639
892,235.0,94623.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-26,50349,34754,15957,   -1482,     184,     639
894,94624.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-19,51831,34570,15318,    1795,    1643,   -1416
895,236.0,94624.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-19,51831,34570,15318,    1795,    1643,   -1416
896,237.0,94625.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-12,50036,32927,16734,     198,     698,    -761
897,94625.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-12,50036,32927,16734,     198,     698,    -761
898,94626.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-05,49838,32229,17495,    1389,    1149,     502
899,238.0,94626.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-06-05,49838,32229,17495,    1389,    1149,     502
900,94627.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-29,48449,31080,16993,    1437,    1624,     634
901,239.0,94627.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-29,48449,31080,16993,    1437,    1624,     634
902,240.0,94628.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-22,47012,29456,16359,    1992,     962,    2235
903,94628.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-22,47012,29456,16359,    1992,     962,    2235
905,241.0,94629.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-15,45020,28494,14124,    1929,     889,    2247
904,94629.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-15,45020,28494,14124,    1929,     889,    2247
906,242.0,94630.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-08,43091,27605,11877,    1281,     851,    1724
907,94630.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-08,43091,27605,11877,    1281,     851,    1724
908,94631.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-01,41810,26754,10153,     987,    1668,     -10
909,243.0,94631.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-05-01,41810,26754,10153,     987,    1668,     -10
910,94632.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-24,40823,25086,10163,     238,    -595,    3484
911,244.0,94632.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-24,40823,25086,10163,     238,    -595,    3484
912,94633.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-17,40585,25681,6679,     771,    -207,    1579
913,245.0,94633.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-17,40585,25681,6679,     771,    -207,    1579
914,94634.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-10,39814,25888,5100,    -676,   -1313,    1854
915,246.0,94634.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-10,39814,25888,5100,    -676,   -1313,    1854
917,247.0,94635.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-03,40490,27201,3246,   -1365,    -181,    -616
916,94635.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-04-03,40490,27201,3246,   -1365,    -181,    -616
918,248.0,94636.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-27,41855,27382,3862,   -1647,   -1469,     669
919,94636.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-27,41855,27382,3862,   -1647,   -1469,     669
920,249.0,94637.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-20,43502,28851,3193,     234,    -216,      93
921,94637.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-20,43502,28851,3193,     234,    -216,      93
922,250.0,94638.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-13,43268,29067,3100,     418,    -256,     517
923,94638.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-13,43268,29067,3100,     418,    -256,     517
924,251.0,94639.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-06,42850,29323,2583,   -2487,    -925,      96
925,94639.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-03-06,42850,29323,2583,   -2487,    -925,      96
926,94640.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-28,45337,30248,2487,     757,   -1053,    -466
927,252.0,94640.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-28,45337,30248,2487,     757,   -1053,    -466
929,94641.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-21,44580,31301,2953,     560,     180,     -93
928,253.0,94641.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-21,44580,31301,2953,     560,     180,     -93
931,254.0,94642.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-14,44020,31121,3046,    -564,     -19,   -2455
930,94642.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-14,44020,31121,3046,    -564,     -19,   -2455
932,94643.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-07,44584,31140,5501,    -446,     173,    -490
933,255.0,94643.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-02-07,44584,31140,5501,    -446,     173,    -490
934,256.0,94644.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-31,45030,30967,5991,     925,     636,   -2256
935,94644.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-31,45030,30967,5991,     925,     636,   -2256
936,94645.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-24,44105,30331,8247,     256,    -197,   -1220
937,257.0,94645.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-24,44105,30331,8247,     256,    -197,   -1220
938,94646.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-17,43849,30528,9467,     157,     496,    -528
939,258.0,94646.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-17,43849,30528,9467,     157,     496,    -528
940,94647.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-10,43692,30032,9995,    1216,     581,      30
941,259.0,94647.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-10,43692,30032,9995,    1216,     581,      30
943,94648.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-03,42476,29451,9965,    -462,     549,    -378
942,260.0,94648.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2012-01-03,42476,29451,9965,    -462,     549,    -378
944,261.0,94649.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-27,42938,28902,10343,    -518,    -297,     265
945,94649.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-27,42938,28902,10343,    -518,    -297,     265
946,262.0,94650.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-20,43456,29199,10078,    -144,      55,     669
947,94650.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-20,43456,29199,10078,    -144,      55,     669
948,94651.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-13,43600,29144,9409,    1707,     177,    1188
949,263.0,94651.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-13,43600,29144,9409,    1707,     177,    1188
950,264.0,94652.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-06,41893,28967,8221,    3073,    2287,    1809
951,94652.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-12-06,41893,28967,8221,    3073,    2287,    1809
952,265.0,94653.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-11-29,38820,26680,6412,      13,    -382,     153
953,94653.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-11-29,38820,26680,6412,      13,    -382,     153
955,94654.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-11-22,38807,27062,6259,     255,     291,    1237
954,266.0,94654.0,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2011-11-22,38807,27062,6259,     255,     291,    1237
