,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
103186,GOLD - COMMODITY EXCHANGE INC.,50809,2005-08-09,088691,CMX,1,88,287839,168613,50914,19873,48576,199406,237062,270193,50777,17646,287839,168613,50914,19873,48576,199406,237062,270193,50777,17646,0,0,0,0,0,0,0,0,0,0,   43351,   49672,   -2458,    1411,   -6758,   44265,   44325,   43218,    -974,     133,100.0,58.6,17.7,6.9,16.9,69.3,82.4,93.9,17.6,6.1,100.0,58.6,17.7,6.9,16.9,69.3,82.4,93.9,17.6,6.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,128,61,28,33,45,181,119,249,128,61,28,33,45,181,119,0,0,0,0,0,0,0,0,33.4,37.0,44.7,56.3,31.9,36.4,38.9,49.5,33.4,37.0,44.7,56.3,31.9,36.4,38.9,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103185,GOLD - COMMODITY EXCHANGE INC.,50816,2005-08-16,088691,CMX,1,88,331633,208558,50951,22514,46115,239481,277187,312946,54446,18687,331633,208558,50951,22514,46115,239481,277187,312946,54446,18687,0,0,0,0,0,0,0,0,0,0,   43794,   39945,      37,    2641,   -2461,   40075,   40125,   42753,    3669,    1041,100.0,62.9,15.4,6.8,13.9,72.2,83.6,94.4,16.4,5.6,100.0,62.9,15.4,6.8,13.9,72.2,83.6,94.4,16.4,5.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,140,60,31,29,52,192,124,266,140,60,31,29,52,192,124,0,0,0,0,0,0,0,0,32.1,36.2,42.5,55.1,30.6,35.0,37.3,49.6,32.1,36.2,42.5,55.1,30.6,35.0,37.3,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103184,GOLD - COMMODITY EXCHANGE INC.,50823,2005-08-23,088691,CMX,1,88,331804,206898,47211,23456,48371,242245,278725,312912,53079,18892,331804,206898,47211,23456,48371,242245,278725,312912,53079,18892,0,0,0,0,0,0,0,0,0,0,     171,   -1660,   -3740,     942,    2256,    2764,    1538,     -34,   -1367,     205,100.0,62.4,14.2,7.1,14.6,73.0,84.0,94.3,16.0,5.7,100.0,62.4,14.2,7.1,14.6,73.0,84.0,94.3,16.0,5.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,142,60,35,30,50,194,129,268,142,60,35,30,50,194,129,0,0,0,0,0,0,0,0,31.9,37.5,43.0,57.9,30.7,36.3,37.7,51.8,31.9,37.5,43.0,57.9,30.7,36.3,37.7,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103183,GOLD - COMMODITY EXCHANGE INC.,50830,2005-08-30,088691,CMX,1,88,291894,158841,49008,23232,58835,198485,240908,270725,50986,21169,291894,158841,49008,23232,58835,198485,240908,270725,50986,21169,0,0,0,0,0,0,0,0,0,0,  -39910,  -48057,    1797,    -224,   10464,  -43760,  -37817,  -42187,   -2093,    2277,100.0,54.4,16.8,8.0,20.2,68.0,82.5,92.7,17.5,7.3,100.0,54.4,16.8,8.0,20.2,68.0,82.5,92.7,17.5,7.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,127,57,32,30,43,176,119,244,127,57,32,30,43,176,119,0,0,0,0,0,0,0,0,28.5,38.7,38.5,59.2,25.7,37.8,32.4,50.9,28.5,38.7,38.5,59.2,25.7,37.8,32.4,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103182,GOLD - COMMODITY EXCHANGE INC.,50906,2005-09-06,088691,CMX,1,88,299192,159922,44670,26577,56461,205078,242960,276325,56232,22867,299192,159922,44670,26577,56461,205078,242960,276325,56232,22867,0,0,0,0,0,0,0,0,0,0,    7298,    1081,   -4338,    3345,   -2374,    6593,    2052,    5600,    5246,    1698,100.0,53.5,14.9,8.9,18.9,68.5,81.2,92.4,18.8,7.6,100.0,53.5,14.9,8.9,18.9,68.5,81.2,92.4,18.8,7.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,124,57,28,31,45,176,114,242,124,57,28,31,45,176,114,0,0,0,0,0,0,0,0,28.9,38.3,38.3,57.6,25.2,37.2,31.7,50.0,28.9,38.3,38.3,57.6,25.2,37.2,31.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103181,GOLD - COMMODITY EXCHANGE INC.,50913,2005-09-13,088691,CMX,1,88,321200,175285,48487,27202,63202,221991,265689,297680,55511,23520,321200,175285,48487,27202,63202,221991,265689,297680,55511,23520,0,0,0,0,0,0,0,0,0,0,   22008,   15363,    3817,     625,    6741,   16913,   22729,   21355,    -721,     653,100.0,54.6,15.1,8.5,19.7,69.1,82.7,92.7,17.3,7.3,100.0,54.6,15.1,8.5,19.7,69.1,82.7,92.7,17.3,7.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,137,65,31,33,48,195,124,267,137,65,31,33,48,195,124,0,0,0,0,0,0,0,0,28.9,37.9,38.4,57.3,25.8,37.0,31.6,49.9,28.9,37.9,38.4,57.3,25.8,37.0,31.6,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103180,GOLD - COMMODITY EXCHANGE INC.,50920,2005-09-20,088691,CMX,1,88,363315,219963,61837,29553,58120,245197,307636,336587,55679,26728,363315,219963,61837,29553,58120,245197,307636,336587,55679,26728,0,0,0,0,0,0,0,0,0,0,   42115,   44678,   13350,    2351,   -5082,   23206,   41947,   38907,     168,    3208,100.0,60.5,17.0,8.1,16.0,67.5,84.7,92.6,15.3,7.4,100.0,60.5,17.0,8.1,16.0,67.5,84.7,92.6,15.3,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,152,74,33,33,53,209,142,297,152,74,33,33,53,209,142,0,0,0,0,0,0,0,0,28.8,34.5,39.0,51.4,26.9,33.5,33.4,44.1,28.8,34.5,39.0,51.4,26.9,33.5,33.4,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103179,GOLD - COMMODITY EXCHANGE INC.,50927,2005-09-27,088691,CMX,1,88,366819,219648,53548,34288,53912,248026,307848,335862,58971,30957,366819,219648,53548,34288,53912,248026,307848,335862,58971,30957,0,0,0,0,0,0,0,0,0,0,    3504,    -315,   -8289,    4735,   -4208,    2829,     212,    -725,    3292,    4229,100.0,59.9,14.6,9.3,14.7,67.6,83.9,91.6,16.1,8.4,100.0,59.9,14.6,9.3,14.7,67.6,83.9,91.6,16.1,8.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,150,65,43,29,52,211,133,280,150,65,43,29,52,211,133,0,0,0,0,0,0,0,0,28.5,35.5,37.8,53.1,26.6,34.1,31.9,46.0,28.5,35.5,37.8,53.1,26.6,34.1,31.9,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103178,GOLD - COMMODITY EXCHANGE INC.,51004,2005-10-04,088691,CMX,1,88,363529,229464,57966,26620,51172,253896,307256,338482,56273,25047,363529,229464,57966,26620,51172,253896,307256,338482,56273,25047,0,0,0,0,0,0,0,0,0,0,   -3290,    9816,    4418,   -7668,   -2740,    5870,    -592,    2620,   -2698,   -5910,100.0,63.1,15.9,7.3,14.1,69.8,84.5,93.1,15.5,6.9,100.0,63.1,15.9,7.3,14.1,69.8,84.5,93.1,15.5,6.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,148,64,32,30,52,201,131,278,148,64,32,30,52,201,131,0,0,0,0,0,0,0,0,29.0,36.3,39.1,52.3,27.1,34.1,33.1,45.6,29.0,36.3,39.1,52.3,27.1,34.1,33.1,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103177,GOLD - COMMODITY EXCHANGE INC.,51011,2005-10-11,088691,CMX,1,88,370844,234060,56650,28970,49551,262265,312581,347885,58263,22959,370844,234060,56650,28970,49551,262265,312581,347885,58263,22959,0,0,0,0,0,0,0,0,0,0,    7315,    4596,   -1316,    2350,   -1621,    8369,    5325,    9403,    1990,   -2088,100.0,63.1,15.3,7.8,13.4,70.7,84.3,93.8,15.7,6.2,100.0,63.1,15.3,7.8,13.4,70.7,84.3,93.8,15.7,6.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,155,75,33,30,54,206,144,294,155,75,33,30,54,206,144,0,0,0,0,0,0,0,0,28.8,36.3,39.1,52.1,27.2,33.9,33.3,45.5,28.8,36.3,39.1,52.1,27.2,33.9,33.3,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103176,GOLD - COMMODITY EXCHANGE INC.,51018,2005-10-18,088691,CMX,1,88,362699,224424,54000,30249,51648,251155,306321,335404,56378,27295,362699,224424,54000,30249,51648,251155,306321,335404,56378,27295,0,0,0,0,0,0,0,0,0,0,   -8145,   -9636,   -2650,    1279,    2097,  -11110,   -6260,  -12481,   -1885,    4336,100.0,61.9,14.9,8.3,14.2,69.2,84.5,92.5,15.5,7.5,100.0,61.9,14.9,8.3,14.2,69.2,84.5,92.5,15.5,7.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,147,74,29,30,46,195,135,280,147,74,29,30,46,195,135,0,0,0,0,0,0,0,0,28.9,36.9,40.7,54.5,27.1,34.0,33.6,46.8,28.9,36.9,40.7,54.5,27.1,34.0,33.6,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103175,GOLD - COMMODITY EXCHANGE INC.,51025,2005-10-25,088691,CMX,1,88,339388,206809,53457,30260,54314,235105,291383,318822,48005,20566,339388,206809,53457,30260,54314,235105,291383,318822,48005,20566,0,0,0,0,0,0,0,0,0,0,  -23311,  -17615,    -543,      11,    2666,  -16050,  -14938,  -16582,   -8373,   -6729,100.0,60.9,15.8,8.9,16.0,69.3,85.9,93.9,14.1,6.1,100.0,60.9,15.8,8.9,16.0,69.3,85.9,93.9,14.1,6.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,145,77,36,28,43,193,141,279,145,77,36,28,43,193,141,0,0,0,0,0,0,0,0,31.2,37.6,41.8,57.6,27.6,34.1,33.6,48.2,31.2,37.6,41.8,57.6,27.6,34.1,33.6,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103174,GOLD - COMMODITY EXCHANGE INC.,51101,2005-11-01,088691,CMX,1,88,334470,180554,49986,30031,69529,229860,280114,309877,54356,24593,334470,180554,49986,30031,69529,229860,280114,309877,54356,24593,0,0,0,0,0,0,0,0,0,0,   -4918,  -26255,   -3471,    -229,   15215,   -5245,  -11269,   -8945,    6351,    4027,100.0,54.0,14.9,9.0,20.8,68.7,83.7,92.6,16.3,7.4,100.0,54.0,14.9,9.0,20.8,68.7,83.7,92.6,16.3,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,129,68,31,33,40,180,125,252,129,68,31,33,40,180,125,0,0,0,0,0,0,0,0,29.9,38.6,40.5,59.6,26.1,35.1,32.1,50.5,29.9,38.6,40.5,59.6,26.1,35.1,32.1,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103173,GOLD - COMMODITY EXCHANGE INC.,51108,2005-11-08,088691,CMX,1,88,317076,167250,44139,30469,67808,218224,265527,292832,51549,24244,317076,167250,44139,30469,67808,218224,265527,292832,51549,24244,0,0,0,0,0,0,0,0,0,0,  -17394,  -13304,   -5847,     438,   -1721,  -11636,  -14587,  -17045,   -2807,    -349,100.0,52.7,13.9,9.6,21.4,68.8,83.7,92.4,16.3,7.6,100.0,52.7,13.9,9.6,21.4,68.8,83.7,92.4,16.3,7.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,131,56,34,36,43,183,122,246,131,56,34,36,43,183,122,0,0,0,0,0,0,0,0,30.2,38.1,40.4,60.8,26.0,34.7,31.8,50.7,30.2,38.1,40.4,60.8,26.0,34.7,31.8,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103172,GOLD - COMMODITY EXCHANGE INC.,51115,2005-11-15,088691,CMX,1,88,324719,177421,47735,28940,67453,221732,273814,298407,50905,26312,324719,177421,47735,28940,67453,221732,273814,298407,50905,26312,0,0,0,0,0,0,0,0,0,0,    7643,   10171,    3596,   -1529,    -355,    3508,    8287,    5575,    -644,    2068,100.0,54.6,14.7,8.9,20.8,68.3,84.3,91.9,15.7,8.1,100.0,54.6,14.7,8.9,20.8,68.3,84.3,91.9,15.7,8.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,138,58,34,35,44,192,124,258,138,58,34,35,44,192,124,0,0,0,0,0,0,0,0,29.7,36.5,40.8,58.6,26.3,32.6,32.0,48.0,29.7,36.5,40.8,58.6,26.3,32.6,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103171,GOLD - COMMODITY EXCHANGE INC.,51122,2005-11-22,088691,CMX,1,88,350603,201765,38783,33292,56380,236621,291437,308696,59166,41907,350603,201765,38783,33292,56380,236621,291437,308696,59166,41907,0,0,0,0,0,0,0,0,0,0,   25884,   24344,   -8952,    4352,  -11073,   14889,   17623,   10289,    8261,   15595,100.0,57.5,11.1,9.5,16.1,67.5,83.1,88.0,16.9,12.0,100.0,57.5,11.1,9.5,16.1,67.5,83.1,88.0,16.9,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,147,52,40,35,48,205,125,265,147,52,40,35,48,205,125,0,0,0,0,0,0,0,0,29.6,34.9,40.2,55.9,25.1,30.7,31.8,47.5,29.6,34.9,40.2,55.9,25.1,30.7,31.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103170,GOLD - COMMODITY EXCHANGE INC.,51129,2005-11-29,088691,CMX,1,88,350225,199521,40616,29998,70700,251219,300219,321833,50006,28392,350225,199521,40616,29998,70700,251219,300219,321833,50006,28392,0,0,0,0,0,0,0,0,0,0,    -378,   -2244,    1833,   -3294,   14320,   14598,    8782,   13137,   -9160,  -13515,100.0,57.0,11.6,8.6,20.2,71.7,85.7,91.9,14.3,8.1,100.0,57.0,11.6,8.6,20.2,71.7,85.7,91.9,14.3,8.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247,135,53,35,33,44,192,113,247,135,53,35,33,44,192,113,0,0,0,0,0,0,0,0,30.3,37.3,41.7,60.7,25.5,31.1,32.4,49.6,30.3,37.3,41.7,60.7,25.5,31.1,32.4,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103169,GOLD - COMMODITY EXCHANGE INC.,51206,2005-12-06,088691,CMX,1,88,341011,208466,41053,30240,52222,242514,290928,313807,50083,27204,341011,208466,41053,30240,52222,242514,290928,313807,50083,27204,0,0,0,0,0,0,0,0,0,0,   -9214,    8945,     437,     242,  -18478,   -8705,   -9291,   -8026,      77,   -1188,100.0,61.1,12.0,8.9,15.3,71.1,85.3,92.0,14.7,8.0,100.0,61.1,12.0,8.9,15.3,71.1,85.3,92.0,14.7,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256,135,57,29,31,47,187,120,256,135,57,29,31,47,187,120,0,0,0,0,0,0,0,0,30.8,36.7,43.7,59.5,27.8,34.6,35.7,51.6,30.8,36.7,43.7,59.5,27.8,34.6,35.7,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103168,GOLD - COMMODITY EXCHANGE INC.,51213,2005-12-13,088691,CMX,1,88,337574,189931,33600,32349,56475,237205,278755,303154,58819,34420,337574,189931,33600,32349,56475,237205,278755,303154,58819,34420,0,0,0,0,0,0,0,0,0,0,   -3437,  -18535,   -7453,    2109,    4253,   -5309,  -12173,  -10653,    8736,    7216,100.0,56.3,10.0,9.6,16.7,70.3,82.6,89.8,17.4,10.2,100.0,56.3,10.0,9.6,16.7,70.3,82.6,89.8,17.4,10.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,132,50,36,35,46,191,117,248,132,50,36,35,46,191,117,0,0,0,0,0,0,0,0,28.2,38.8,39.6,59.4,25.1,37.1,31.8,51.6,28.2,38.8,39.6,59.4,25.1,37.1,31.8,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103167,GOLD - COMMODITY EXCHANGE INC.,51220,2005-12-20,088691,CMX,1,88,324429,182723,26553,31141,55214,244745,269078,302439,55351,21990,324429,182723,26553,31141,55214,244745,269078,302439,55351,21990,0,0,0,0,0,0,0,0,0,0,  -13145,   -7208,   -7047,   -1208,   -1261,    7540,   -9677,    -715,   -3468,  -12430,100.0,56.3,8.2,9.6,17.0,75.4,82.9,93.2,17.1,6.8,100.0,56.3,8.2,9.6,17.0,75.4,82.9,93.2,17.1,6.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,139,37,35,36,42,197,101,240,139,37,35,36,42,197,101,0,0,0,0,0,0,0,0,28.4,40.9,38.9,64.8,23.5,39.7,30.4,56.2,28.4,40.9,38.9,64.8,23.5,39.7,30.4,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103166,GOLD - COMMODITY EXCHANGE INC.,51227,2005-12-27,088691,CMX,1,88,320115,179324,24802,31308,53560,242794,264192,298904,55923,21211,320115,179324,24802,31308,53560,242794,264192,298904,55923,21211,0,0,0,0,0,0,0,0,0,0,   -4314,   -3399,   -1751,     167,   -1654,   -1951,   -4886,   -3535,     572,    -779,100.0,56.0,7.7,9.8,16.7,75.8,82.5,93.4,17.5,6.6,100.0,56.0,7.7,9.8,16.7,75.8,82.5,93.4,17.5,6.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247,147,37,36,32,44,202,102,247,147,37,36,32,44,202,102,0,0,0,0,0,0,0,0,28.6,40.5,38.6,65.3,23.4,38.8,30.1,56.6,28.6,40.5,38.6,65.3,23.4,38.8,30.1,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103165,GOLD - COMMODITY EXCHANGE INC.,60103,2006-01-03,088691,CMX,1,88,325524,180688,29726,34714,51741,239049,267143,303489,58381,22035,325524,180688,29726,34714,51741,239049,267143,303489,58381,22035,0,0,0,0,0,0,0,0,0,0,    5409,    1364,    4924,    3406,   -1819,   -3745,    2951,    4585,    2458,     824,100.0,55.5,9.1,10.7,15.9,73.4,82.1,93.2,17.9,6.8,100.0,55.5,9.1,10.7,15.9,73.4,82.1,93.2,17.9,6.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,137,44,43,27,46,192,114,245,137,44,43,27,46,192,114,0,0,0,0,0,0,0,0,28.8,38.6,38.6,63.4,22.5,36.5,29.8,54.5,28.8,38.6,38.6,63.4,22.5,36.5,29.8,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103164,GOLD - COMMODITY EXCHANGE INC.,60110,2006-01-10,088691,CMX,1,88,343419,184408,38602,37270,59932,240141,281610,316013,61809,27406,343419,184408,38602,37270,59932,240141,281610,316013,61809,27406,0,0,0,0,0,0,0,0,0,0,   17895,    3720,    8876,    2556,    8191,    1092,   14467,   12524,    3428,    5371,100.0,53.7,11.2,10.9,17.5,69.9,82.0,92.0,18.0,8.0,100.0,53.7,11.2,10.9,17.5,69.9,82.0,92.0,18.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,146,50,44,29,44,202,117,255,146,50,44,29,44,202,117,0,0,0,0,0,0,0,0,28.1,36.8,39.7,61.0,23.6,33.8,30.9,50.9,28.1,36.8,39.7,61.0,23.6,33.8,30.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103163,GOLD - COMMODITY EXCHANGE INC.,60117,2006-01-17,088691,CMX,1,88,361704,191650,43171,38494,66156,248147,296300,329812,65404,31892,361704,191650,43171,38494,66156,248147,296300,329812,65404,31892,0,0,0,0,0,0,0,0,0,0,   18285,    7242,    4569,    1224,    6224,    8006,   14690,   13799,    3595,    4486,100.0,53.0,11.9,10.6,18.3,68.6,81.9,91.2,18.1,8.8,100.0,53.0,11.9,10.6,18.3,68.6,81.9,91.2,18.1,8.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,156,45,46,30,46,215,120,268,156,45,46,30,46,215,120,0,0,0,0,0,0,0,0,26.6,34.8,37.4,59.6,22.0,31.1,29.0,49.9,26.6,34.8,37.4,59.6,22.0,31.1,29.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103162,GOLD - COMMODITY EXCHANGE INC.,60124,2006-01-24,088691,CMX,1,88,356080,188928,46079,39439,63004,238009,291371,323527,64709,32553,356080,188928,46079,39439,63004,238009,291371,323527,64709,32553,0,0,0,0,0,0,0,0,0,0,   -5624,   -2722,    2908,     945,   -3152,  -10138,   -4929,   -6285,    -695,     661,100.0,53.1,12.9,11.1,17.7,66.8,81.8,90.9,18.2,9.1,100.0,53.1,12.9,11.1,17.7,66.8,81.8,90.9,18.2,9.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,161,48,45,30,47,221,119,272,161,48,45,30,47,221,119,0,0,0,0,0,0,0,0,26.4,33.6,37.4,57.3,21.4,29.8,28.5,49.1,26.4,33.6,37.4,57.3,21.4,29.8,28.5,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
