,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
106806,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-24,38511,12193,3698,   -5235,   -8557,     727
106807,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-17,43746,20750,2971,  -23018,    1282,    -357
106808,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-10,66764,19468,3328,   10017,    -963,   -1054
106809,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-06-03,56747,20431,4382,    -818,   -2395,    2343
106810,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-27,57565,22826,2039,     834,     565,   -2233
106811,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-20,56731,22261,4272,    3074,    2334,     -29
106812,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-13,53657,19927,4301,    4909,     805,   -1330
106813,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-05-06,48748,19122,5631,    9165,   12871,    -946
106814,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-29,39583,6251,6577,     805,     -29,   -1756
106815,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-22,38778,6280,8333,    1694,    2577,    3201
106816,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-15,37084,3703,5132,    1012,     129,     338
106817,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-08,36072,3574,4794,    2155,   -2371,     837
106818,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-04-01,33917,5945,3957,    1581,     851,   -1580
106819,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-25,32336,5094,5537,    -228,   -2555,    2920
106820,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-18,32564,7649,2617,  -44231,  -14820,     967
106821,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-11,76795,22469,1650,   11498,     557,     -34
106822,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-03-04,65297,21912,1684,    9050,    3268,   -1117
106823,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-25,56247,18644,2801,     817,    1401,      64
106824,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-18,55430,17243,2737,   -2136,   -4628,    1153
106825,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-11,57566,21871,1584,   -4503,   -7275,   -1816
106826,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-02-04,62069,29146,3400,    4157,    1640,    1358
106827,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-28,57912,27506,2042,   -2308,   -1951,    -736
106828,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-21,60220,29457,2778,    5807,    3351,    -298
106829,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-14,54413,26106,3076,    2939,    1714,    1734
106830,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-01-07,51474,24392,1342,    1181,    -437,    -234
106831,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-31,50293,24829,1576,    1297,     849,    -581
106832,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-23,48996,23980,2157,    3174,    2048,    -580
106833,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-17,45822,21932,2737,  -10616,    9315,    -847
106834,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-10,56438,12617,3584,   15141,    3760,      35
106835,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-12-03,41297,8857,3549,    2184,    -625,      74
106836,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-26,39113,9482,3475,  -12741,   -9213,     -93
106837,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-19,51854,18695,3568,   -2845,   -1741,     373
106838,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-12,54699,20436,3195,    8242,    5350,   -1341
106839,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-11-05,46457,15086,4536,    6731,    7914,    -959
106840,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-29,39726,7172,5495,    5662,    5583,   -2249
106841,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-22,34064,1589,7744,    -730,   -1852,    1305
106842,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-15,34794,3441,6439,    2450,     510,     -86
106843,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-08,32344,2931,6525,   -2476,   -4620,    1079
106844,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-10-01,34820,7551,5446,    4842,    4343,    -836
106845,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-24,29978,3208,6282,   -1394,    1367,   -1463
106846,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-17,31372,1841,7745,  -14175,  -10455,    5683
106847,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-10,45547,12296,2062,    2360,    -301,     396
106848,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-09-03,43187,12597,1666,    2149,    1749,     757
106849,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-27,41038,10848,909,    3363,    2709,   -1007
106850,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-20,37675,8139,1916,    1038,    -200,    1129
106851,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-13,36637,8339,787,   -3499,    -232,   -1297
106852,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-08-06,40136,8571,2084,    1934,    -317,    1355
106853,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-30,38202,8888,729,   -5269,   -4226,     729
106854,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-23,43471,13114,0,     -33,   -1535,    -564
106855,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-16,43504,14649,564,    3198,    1235,    -452
106856,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-09,40306,13414,1016,   -1208,   -1033,    -258
106857,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-07-02,41514,14447,1274,    -579,   -1691,    -344
106858,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-25,42093,16138,1618,     285,    -692,    -812
106859,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-18,41808,16830,2430,  -19963,    1715,    -210
106860,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-11,61771,15115,2640,    7072,     889,   -1564
106861,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-06-04,54699,14226,4204,    -556,   -1394,     572
106862,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-28,55255,15620,3632,     982,   -2032,    -199
106863,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-21,54273,17652,3831,     714,     735,     229
106864,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-14,53559,16917,3602,   -2347,   -2848,    -489
106865,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-05-07,55906,19765,4091,    2457,     103,    -464
106866,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-30,53449,19662,4555,    9966,    6058,   -2279
106867,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-23,43483,13604,6834,   10671,    6656,   -3631
106868,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-16,32812,6948,10465,    2571,    2784,    -239
106869,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-09,30241,4164,10704,   -4468,   -4828,     -29
106870,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-04-02,34709,8992,10733,    1151,    2950,     434
106871,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-26,33558,6042,10299,    2411,    2449,     151
106872,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-19,31147,3593,10148,  -23730,     537,    -944
106873,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-12,54877,3056,11092,    9236,    1231,   -3678
106874,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-03-05,45641,1825,14770,    1048,   -1518,   -3472
106875,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-26,44593,3343,18242,    1337,   -1063,    1606
106876,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-19,43256,4406,16636,     760,    2000,     -96
106877,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-12,42496,2406,16732,   -2132,     364,     733
106878,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-02-05,44628,2042,15999,   -2044,      99,   -4314
106879,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-29,46672,1943,20313,   13136,   -2767,   11657
106880,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-22,33536,4710,8656,   -1626,    1873,   -3201
106881,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-15,35162,2837,11857,    7458,     717,    3872
106882,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2002-01-08,27704,2120,7985,   -7151,     -19,   -3593
106883,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-28,34855,2139,11578,    3786,   -5183,    6506
106884,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-21,31069,7322,5072,   -3163,   -3560,    1323
106885,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-18,34232,10882,3749,  -22637,    6096,   -1503
106886,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-11,56869,4786,5252,    5792,   -1544,   -1283
106887,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-12-04,51077,6330,6535,   -2274,     -39,   -4418
106888,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-27,53351,6369,10953,    1551,   -2104,    2719
106889,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-20,51800,8473,8234,   -4054,   -3916,    1064
106890,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-13,55854,12389,7170,    2461,   -2941,    3876
106891,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-11-06,53393,15330,3294,     661,   -1496,   -1103
106892,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-30,52732,16826,4397,    3576,    2109,    -877
106893,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-23,49156,14717,5274,    1317,   -3197,    4321
106894,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-16,47839,17914,953,    -296,    -506,    -385
106895,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-09,48135,18420,1338,    -294,     407,     483
106896,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-10-02,48429,18013,855,    -461,   -1364,    -183
106897,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-25,48890,19377,1038,    -780,   -2735,     594
106898,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-18,49670,22112,444,  -17766,    4737,   -2165
106899,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-10,67436,17375,2609,    4223,   -1504,    -908
106900,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-09-04,63213,18879,3517,   -1766,   -2699,    2118
106901,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-28,64979,21578,1399,    1359,      33,     557
106902,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-21,63620,21545,842,    3153,    1390,   -2182
106903,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-14,60467,20155,3024,    5389,    3804,   -2328
106904,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-08-07,55078,16351,5352,    4033,    3718,    -612
106905,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-31,51045,12633,5964,   -1197,     973,    -869
106906,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-24,52242,11660,6833,    2999,    9152,  -13793
106907,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-17,49243,2508,20626,   -8004,     254,   -7946
106908,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-10,57247,2254,28572,   -1880,      39,   -2058
106909,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-07-03,59127,2215,30630,   13847,     378,   11432
106910,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-26,45280,1837,19198,     394,    -419,   -1550
106911,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-19,44886,2256,20748,  -33933,   -1457,   -4734
106912,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-12,78819,3713,25482,   19601,     318,   -1255
106913,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-06-05,59218,3395,26737,    1338,     494,     132
106914,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-29,57880,2901,26605,     236,    -101,    -740
106915,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-22,57644,3002,27345,    2605,    -491,    1855
106916,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-15,55039,3493,25490,    3542,    1819,    3392
106917,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-08,51497,1674,22098,    4902,    1217,     953
106918,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-05-01,46595,457,21145,    3285,     183,    2849
106919,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-24,43310,274,18296,    2209,      17,    1294
106920,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-17,41101,257,17002,     339,    -495,     689
106921,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-10,40762,752,16313,     543,    -108,     137
106922,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-04-03,40219,860,16176,   -1799,     -40,     245
106923,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-27,42018,900,15931,    3514,    -452,     -51
106924,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-20,38504,1352,15982,  -10319,   -4783,    7929
106925,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-13,48823,6135,8053,    4373,     256,    2370
106926,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-03-06,44450,5879,5683,    2759,    2586,     298
106927,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-27,41691,3293,5385,     113,     745,    1504
106928,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-20,41578,2548,3881,   -3528,   -7576,    1344
106929,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-13,45106,10124,2537,   -1798,   -1323,    -485
106930,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-02-06,46904,11447,3022,   -4199,   -2006,     406
106931,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-30,51103,13453,2616,   -1841,   -2268,     563
106932,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-23,52944,15721,2053,    3061,     253,    -102
106933,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-16,49883,15468,2155,    1861,    1465,     111
106934,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-09,48022,14003,2044,      96,     320,    -153
106935,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2001-01-02,47926,13683,2197,    4477,     317,     -15
106936,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-26,43449,13366,2212,    3382,     739,   -1575
106937,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-19,40067,12627,3787,  -24119,     301,     550
106938,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-12,64186,12326,3237,    8346,    3963,      -1
106939,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-12-05,55840,8363,3238,    6165,    7088,   -9200
106940,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-28,49675,1275,12438,     577,      39,   -3498
106941,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-21,49098,1236,15936,     738,    -448,    1835
106942,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-14,48360,1684,14101,    -589,     684,     -98
106943,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-11-07,48949,1000,14199,   -2385,     476,   -3618
106944,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-31,51334,524,17817,    2220,     343,    -369
106945,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-24,49114,181,18186,     532,       0,     493
106946,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-17,48582,181,17693,    4016,   -1743,    1876
106947,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-10,44566,1924,15817,    1940,     313,   -1126
106948,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-10-03,42626,1611,16943,    -817,     400,     -45
106949,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-26,43443,1211,16988,   -4261,     501,   -6103
106950,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-19,47704,710,23091,  -19562,     710,     239
106951,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-12,67266,0,22852,    6476,     -35,     953
106952,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-09-05,60790,35,21899,    6616,      35,     221
106953,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2000-08-29,54174,0,21678,    -834,     -17,     171
106954,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-22,55008,17,21507,    3943,    -448,    4123
106955,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-15,51065,465,17384,    1555,       9,     -67
106956,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-08,49510,456,17451,   11735,   -1603,   12485
106957,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-08-01,37775,2059,4966,    -471,     103,     650
106958,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-25,38246,1956,4316,   -1047,   -4902,   -1156
106959,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-18,39293,6858,5472,    4011,   -3749,    4325
106960,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-11,35282,10607,1147,   -1131,    1905,    1147
106961,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-07-05,36413,8702,0,    3750,     687,       0
106962,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-27,32663,8015,0,   -2413,   -2361,       0
106963,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-20,35076,10376,0,  -13054,     -75,   -1506
106964,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-13,48130,10451,1506,    7849,    7711,   -3658
106965,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-06-06,40281,2740,5164,   -3155,    1081,   -6771
106966,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-30,43436,1659,11935,   -4059,     598,   -7111
106967,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-23,47495,1061,19046,    2693,     548,    -699
106968,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-16,44802,513,19745,   -1242,   -1314,   -2821
106969,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-09,46044,1827,22566,    1297,     336,    2402
106970,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-05-02,44747,1491,20164,      16,    -284,     770
106971,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-25,44731,1775,19394,    3376,    -996,    3149
106972,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-18,41355,2771,16245,     940,    -964,    2882
106973,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-11,40415,3735,13363,    1249,    -150,    -197
106974,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-04-04,39166,3885,13560,    -458,     806,   -1085
106975,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-28,39624,3079,14645,   -8390,    2184,  -13853
106976,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-21,48014,895,28498,    1552,      26,    2555
106977,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-14,46462,869,25943,  -27025,    -929,   -2123
106978,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-03-07,73487,1798,28066,    3920,      95,    -349
106979,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-29,69567,1703,28415,    1299,   -4073,    3902
106980,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-22,68268,5776,24513,   -1414,    3050,   -5800
106981,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-15,69682,2726,30313,   -1264,     821,   -3118
106982,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-08,70946,1905,33431,    2472,     924,      37
106983,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-02-01,68474,981,33394,    7518,   -2549,    9353
106984,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-01-25,60956,3530,24041,    3407,   -6023,    4481
106985,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-01-18,57549,9553,19560,    7721,   -1057,    8896
106986,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-01-11,49828,10610,10664,    6548,    6686,   -3175
106987,SWISS FRANC - INTERNATIONAL MONETARY MARKET,2000-01-04,43280,3924,13839,   -1554,     244,   -3196
106988,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-12-28,44834,3680,17035,    1065,     106,    1675
106989,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-12-21,43769,3574,15360,   -2387,     387,    -553
106990,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-12-14,46156,3187,15913,  -42266,   -1715,   -7170
106991,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-12-07,88422,4902,23083,   14451,   -4909,   -9460
106992,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-11-30,73971,9811,32543,    3603,    2825,    4603
106993,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-11-23,70368,6986,27940,      86,     561,    2118
106994,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-11-16,70282,6425,25822,    4073,   -1453,    1325
106995,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-11-09,66209,7878,24497,    8616,   -8551,   19261
106996,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-11-02,57593,16429,5236,   -8462,  -18364,    4022
106997,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-10-26,66055,34793,1214,  -11043,  -13539,   -2474
106998,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-10-19,77098,48332,3688,   15330,   17242,   -2071
106999,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-10-12,61768,31090,5759,    9056,   13782,    -855
107000,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-10-05,52712,17308,6614,    6402,   10953,   -7325
107001,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-09-28,46310,6355,13939,    3435,     414,   -2423
107002,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-09-21,42875,5941,16362,    3351,    -611,    6216
107003,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-09-14,39524,6552,10146,  -43919,  -15244,    1412
107004,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-09-07,83443,21796,8734,    8022,    4078,   -1642
107005,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-08-31,75421,17718,10376,    1229,   -3437,   -1318
107006,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-08-24,74192,21155,11694,    3573,    -338,    1756
107007,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-08-17,70619,21493,9938,    -610,   -3974,    1566
107008,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-08-10,71229,25467,8372,    2777,    2305,     348
107009,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-08-03,68452,23162,8024,    5667,    6747,    -895
107010,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-07-27,62785,16415,8919,   -1327,   11695,  -29202
107011,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-07-20,64112,4720,38121,   -4634,    1639,   -1644
107012,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-07-13,68746,3081,39765,   -1683,     486,   -3067
107013,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-07-06,70429,2595,42832,    7565,    1504,    4858
107014,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-06-29,62864,1091,37974,    1136,    -663,    1493
107015,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-06-22,61728,1754,36481,    1723,     194,    1429
107016,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-06-15,60005,1560,35052,  -33138,     160,   -1939
107017,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-06-08,93143,1400,36991,   14640,     580,    2436
107018,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-06-01,78503,820,34555,    6247,    -910,    2210
107019,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-05-25,72256,1730,32345,     108,     593,  -12142
107020,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-05-18,72148,1137,44487,    2946,    -889,    4274
107021,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-05-11,69202,2026,40213,  -10562,     -55,  -14340
107022,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-05-04,79764,2081,54553,    6971,     773,    7908
107023,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-04-27,72793,1308,46645,    3054,     388,    5813
107024,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-04-20,69739,920,40832,    7977,     520,    5945
107025,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-04-13,61762,400,34887,    1457,     150,     531
107026,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-04-06,60305,250,34356,   -4827,    -598,   -2822
107027,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-03-30,65132,848,37178,    5359,    -732,    3453
107028,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-03-23,59773,1580,33725,    1548,     927,     985
107029,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-03-16,58225,653,32740,  -18893,   -2405,     709
107030,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-03-09,77118,3058,32031,   14335,     806,    2190
107031,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-03-02,62783,2252,29841,    3965,   -2013,    2034
107032,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-02-23,58818,4265,27807,     -88,    1905,    7219
107033,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-02-16,58906,2360,20588,    1065,     311,    1000
107034,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-02-09,57841,2049,19588,    2418,     193,    1939
