,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
106356,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-21,51197,7900,27746,    3105,    -763,    3220
106357,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-14,48092,8663,24526,    5266,     332,    6400
106358,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-07,42826,8331,18126,    1990,    1854,     427
106359,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-31,40836,6477,17699,    1522,    1305,      13
106360,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-24,39314,5172,17686,   -2263,     523,     215
106361,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-17,41577,4649,17471,    -292,    -463,     262
106362,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-10,41869,5112,17209,    3870,    1325,    1067
106363,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-03,37999,3787,16142,    2258,     -42,    1515
106364,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-27,35741,3829,14627,    2721,   -6588,    1074
106365,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-20,33020,10417,13553,  -23082,    5412,   -1933
106366,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-13,56102,5005,15486,   13554,     647,     -30
106367,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-06,42548,4358,15516,    5324,    -592,    1239
106368,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-29,37224,4950,14277,    6202,     901,    4358
106369,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-22,31022,4049,9919,     816,   -1259,    2707
106370,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-15,30206,5308,7212,    4667,   -1620,    2446
106371,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-08,25539,6928,4766,    1932,    3704,    -204
106372,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-01,23607,3224,4970,   -4090,   -1853,   -1310
106373,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-25,27697,5077,6280,    1600,    1248,     208
106374,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-18,26097,3829,6072,    1780,   -1404,     852
106375,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-11,24317,5233,5220,    -647,     123,    -999
106376,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-04,24964,5110,6219,    1841,   -1508,    2025
106377,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-27,23123,6618,4194,    1623,    -640,    1157
106378,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-20,21500,7258,3037,  -22328,   -3151,   -1879
106379,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-13,43828,10409,4916,   -1957,   -2180,    -124
106380,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-06,45785,12589,5040,     219,    -758,    1035
106381,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-30,45566,13347,4005,   -3398,   -1542,   -1247
106382,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-23,48964,14889,5252,     466,    1559,     930
106383,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-16,48498,13330,4322,   -4557,   -1119,   -5472
106384,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-09,53055,14449,9794,   -3856,  -11144,   -3458
106385,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-02,56911,25593,13252,    3398,    4490,      26
106386,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-26,53513,21103,13226,    1380,     -56,    3561
106387,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-19,52133,21159,9665,    3503,    3020,    -393
106388,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-12,48630,18139,10058,    1064,    2156,    -634
106389,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-05,47566,15983,10692,   -3661,   -5429,    -772
106390,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-28,51227,21412,11464,     -77,   -2288,    -423
106391,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-21,51304,23700,11887,   -2744,   -1855,    -381
106392,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-14,54048,25555,12268,  -20291,    -735,    2843
106393,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-07,74339,26290,9425,    6626,   -1556,    2698
106394,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-31,67713,27846,6727,     937,    4758,   -1636
106395,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-24,66776,23088,8363,   -1528,   -1321,    -385
106396,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-17,68304,24409,8748,   -4008,   -3496,   -2821
106397,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-10,72312,27905,11569,    -466,    -646,    1399
106398,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-03,72778,28551,10170,    1143,    1002,     462
106399,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-26,71635,27549,9708,    2354,     278,    -189
106400,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-19,69281,27271,9897,    7776,    4999,    2282
106401,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-12,61505,22272,7615,    1551,     684,   -3130
106402,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-05,59954,21588,10745,    3224,   -2596,    5518
106403,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-29,56730,24184,5227,     -56,    -699,    1645
106404,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-22,56786,24883,3582,   -4720,   -7412,   -1073
106405,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-15,61506,32295,4655,   -1430,    1454,   -2525
106406,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-08,62936,30841,7180,    5576,    1623,   -4021
106407,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-01,57360,29218,11201,   13429,   10892,    5166
106408,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-22,43931,18326,6035,    1997,     859,    -914
106409,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-15,41934,17467,6949,   -5942,   -5219,   -7556
106410,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-08,47876,22686,14505,    1126,     607,    2867
106411,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-01,46750,22079,11638,    6280,    4404,     557
106412,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-25,40470,17675,11081,   -1369,   -2036,   -1638
106413,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-18,41839,19711,12719,   -1000,    -786,    3040
106414,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-11,42839,20497,9679,   -4645,   -3990,   -1776
106415,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-04,47484,24487,11455,    1128,     138,    1108
106416,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-28,46356,24349,10347,    1652,   -1016,   -2491
106417,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-21,44704,25365,12838,    4900,    4571,    2760
106418,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-14,39804,20794,10078,   -3110,    2780,    1051
106419,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-07,42914,18014,9027,    -686,    1774,     611
106420,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-30,43600,16240,8416,    3535,    1531,    2218
106421,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-23,40065,14709,6198,   -4514,   -3296,   -4004
106422,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-16,44579,18005,10202,   -6421,   -6906,   -2094
106423,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-09,51000,24911,12296,    2871,    1548,    1398
106424,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-02,48129,23363,10898,   -1939,   -1237,   -1183
106425,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-26,50068,24600,12081,   -3954,    -308,   -1592
106426,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-19,54022,24908,13673,   -3700,   -6596,    2116
106427,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-12,57722,31504,11557,    1086,    -189,    2463
106428,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-05,56636,31693,9094,    3184,    4038,    1432
106429,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-28,53452,27655,7662,    3542,    1383,   -4148
106430,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-21,49910,26272,11810,     558,   -1528,   -1754
106431,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-14,49352,27800,13564,  -25361,    2336,    4727
106432,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-07,74713,25464,8837,   14058,    4279,    1933
106433,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-31,60655,21185,6904,    3339,     450,      37
106434,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-24,57316,20735,6867,    2756,    2694,     576
106435,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-17,54560,18041,6291,    1994,    1266,     417
106436,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-10,52566,16775,5874,   -5410,   -3527,    1795
106437,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-03,57976,20302,4079,    2254,    5019,   -4988
106438,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-27,55722,15283,9067,     804,   -4694,    4203
106439,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-20,54918,19977,4864,    1862,    1740,    1217
106440,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-13,53056,18237,3647,    8054,   10610,  -11435
106441,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-06,45002,7627,15082,    2162,     -20,   -5413
106442,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-29,42840,7647,20495,    -721,   -1973,     610
106443,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-22,43561,9620,19885,    -531,     768,   -5443
106444,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-15,44092,8852,25328,  -15530,   -5259,    -198
106445,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-08,59622,14111,25526,    9663,    2972,    -337
106446,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-01,49959,11139,25863,    1796,    -350,    1755
106447,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-25,48163,11489,24108,     -79,     873,   -1066
106448,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-18,48242,10616,25174,   -2320,     596,   -2373
106449,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-11,50562,10020,27547,    -777,   -2645,   -1710
106450,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-04,51339,12665,29257,    2031,    -366,    2613
106451,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-27,49308,13031,26644,   15877,    3193,   11424
106452,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-20,33431,9838,15220,    -455,    -579,    -151
106453,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-13,33886,10417,15371,    1614,     640,    1442
106454,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-06,32272,9777,13929,    3982,    3042,     654
106455,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-30,28290,6735,13275,   -2620,   -2504,    2948
106456,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-23,30910,9239,10327,   -1247,     262,   -3883
106457,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-16,32157,8977,14210,  -15653,   -1750,   -1662
106458,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-09,47810,10727,15872,    5663,    -781,   -1946
106459,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-02,42147,11508,17818,   -3260,    -611,   -3120
106460,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-23,45407,12119,20938,    4526,    1356,    5508
106461,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-16,40881,10763,15430,   -1478,    1544,    -685
106462,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-09,42359,9219,16115,    6096,   -1125,    3996
106463,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-02,36263,10344,12119,    2188,   -2077,    5403
106464,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-26,34075,12421,6716,   -3669,   -4860,    3406
106465,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-19,37744,17281,3310,    -460,      68,      23
106466,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-12,38204,17213,3287,    3043,    4725,  -11981
106467,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-05,35161,12488,15268,   -2872,    2154,   -2117
106468,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-29,38033,10334,17385,    3835,    1250,    3733
106469,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-22,34198,9084,13652,     607,   -2221,    2808
106470,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-15,33591,11305,10844,  -16004,   -8872,    4015
106471,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-08,49595,20177,6829,   -7064,   -8727,    2650
106472,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-01,56659,28904,4179,    2500,    2768,     160
106473,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-24,54159,26136,4019,     141,     825,     907
106474,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-17,54018,25311,3112,     738,    -406,     693
106475,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-09,53280,25717,2419,    6866,    4546,     -87
106476,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-03,46414,21171,2506,   -4289,   -2933,   -3753
106477,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-27,50703,24104,6259,   -4045,   -5913,      95
106478,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-20,54748,30017,6164,    4335,    2480,     906
106479,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-13,50413,27537,5258,     826,    -724,     467
106480,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-06,49587,28261,4791,    4045,    5404,    -473
106481,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-29,45542,22857,5264,   -6545,   -6111,      87
106482,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-22,52087,28968,5177,    7071,    4942,    -658
106483,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-15,45016,24026,5835,   -7277,     655,     601
106484,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-08,52293,23371,5234,    7686,    3744,    -141
106485,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-01,44607,19627,5375,   -1589,   -4022,   -1476
106486,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-25,46196,23649,6851,   15905,   11528,    1485
106487,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-18,30291,12121,5366,   -2510,    1159,   -5633
106488,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-11,32801,10962,10999,   -9422,  -10379,    4170
106489,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-04,42223,21341,6829,    4910,    2533,    2191
106490,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-07-28,37313,18808,4638,   -2326,   -1374,   -2347
106491,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-07-21,39639,20182,6985,    5806,    3232,     827
106492,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-07-14,33833,16950,6158,     525,     474,     736
106493,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-07-07,33308,16476,5422,     534,    -147,    -511
106494,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-06-30,32774,16623,5933,   -7003,   -5400,   -1682
106495,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-06-23,39777,22023,7615,    9324,    5877,    -629
106496,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-06-16,30453,16146,8244,  -18262,    1267,    1839
106497,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-06-09,48715,14879,6405,    6286,    -533,    -408
106498,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-06-02,42429,15412,6813,    2802,    1483,    -442
106499,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-05-26,39627,13929,7255,    3676,    2432,     367
106500,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-05-19,35951,11497,6888,    3611,    2805,    -185
106501,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-05-12,32340,8692,7073,    5974,    3936,    1574
106502,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-05-05,26366,4756,5499,    -741,    -151,   -4330
106503,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-04-28,27107,4907,9829,   -6494,    -811,   -7974
106504,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-04-21,33601,5718,17803,    6195,    2314,    9344
106505,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-04-14,27406,3404,8459,    1492,    -491,    1023
106506,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-04-07,25914,3895,7436,   -1664,    -173,   -1043
106507,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-03-31,27578,4068,8479,    -359,   -2243,    -980
106508,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-03-24,27937,6311,9459,   -3189,     369,   -4921
106509,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-03-17,31126,5942,14380,   -8621,    1158,   -1857
106510,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-03-10,39747,4784,16237,    2899,     531,    -926
106511,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-03-03,36848,4253,17163,    2975,    -884,     838
106512,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-02-24,33873,5137,16325,    -597,     289,     339
106513,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-02-17,34470,4848,15986,    2400,    1235,     852
106514,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-02-10,32070,3613,15134,    3064,    -188,     193
106515,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-02-03,29006,3801,14941,     887,    -518,     434
106516,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-01-27,28119,4319,14507,    3592,    -816,    2998
106517,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-01-20,24527,5135,11509,    -176,     309,     449
106518,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-01-13,24703,4826,11060,    -732,   -1152,    -785
106519,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-01-06,25435,5978,11845,     362,    1010,    3030
106520,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-12-30,25073,4968,8815,     300,     658,     349
106521,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-12-22,24773,4310,8466,    4631,    2484,    1329
106522,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-12-16,20142,1826,7137,  -18848,     206,   -8557
106523,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-12-09,38990,1620,15694,   -3133,    -708,   -4874
106524,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-12-02,42123,2328,20568,    -624,   -1325,     502
106525,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-11-25,42747,3653,20066,   -1190,   -2087,     737
106526,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-11-18,43937,5740,19329,    4044,     914,    4347
106527,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-11-11,39893,4826,14982,   -1510,   -2590,     365
106528,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-11-04,41403,7416,14617,    2219,    1690,   -5425
106529,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-10-28,39184,5726,20042,    -654,    1773,     167
106530,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-10-21,39838,3953,19875,    1536,   -1269,    1571
106531,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-10-14,38302,5222,18304,    -835,   -3069,   -1516
106532,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-10-07,39137,8291,19820,      90,    2338,    2418
106533,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-09-30,39047,5953,17402,   -3249,   -2392,     950
106534,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-09-23,42296,8345,16452,    3260,     894,   -4447
106535,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-09-16,39036,7451,20899,  -31296,   -3625,   -5092
106536,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-09-09,70332,11076,25991,    6248,    -983,     669
106537,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-09-02,64084,12059,25322,   -1826,     -89,    -155
106538,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-08-26,65910,12148,25477,    3829,    2465,    2392
106539,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-08-19,62081,9683,23085,    3769,   -3872,    1147
106540,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-08-12,58312,13555,21938,    -816,   -1431,   -2031
106541,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-08-05,59128,14986,23969,    2679,   -2415,    1913
106542,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-07-29,56449,17401,22056,    4658,    -499,    2490
106543,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-07-22,51791,17900,19566,  -11963,  -14974,    1736
106544,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-07-15,63754,32874,17830,   11566,   14789,   -4952
106545,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-07-08,52188,18085,22782,   -4450,   -7955,    3349
106546,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-07-01,56638,26040,19433,   11064,   11959,    2951
106547,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-06-24,45574,14081,16482,    1483,    3257,   -3256
106548,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-06-17,44091,10824,19738,  -24575,   -4996,     186
106549,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-06-10,68666,15820,19552,    3349,    1692,   -1847
106550,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-06-03,65317,14128,21399,   -4254,   -4779,   -7357
106551,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-05-27,69571,18907,28756,    6587,    -130,    4776
106552,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-05-20,62984,19037,23980,   -6204,    5279,   -7214
106553,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-05-13,69188,13758,31194,    5783,   -5367,    7932
106554,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-05-06,63405,19125,23262,    3727,   -7500,    3638
106555,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-04-29,59678,26625,19624,      85,    1894,   -2098
106556,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-04-22,59593,24731,21722,   -1685,   -2327,    -102
106557,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-04-15,61278,27058,21824,    3772,    2913,   -1404
106558,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-04-08,57506,24145,23228,     539,   -6640,    1324
106559,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-04-01,56967,30785,21904,    -521,      17,    1917
106560,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-03-25,57488,30768,19987,    3122,    6208,    6651
106561,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-03-18,54366,24560,13336,  -36018,   -1086,  -16558
106562,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-03-11,90384,25646,29894,    8810,     999,    5414
106563,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-03-04,81574,24647,24480,    2627,   -7438,    1167
106564,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-02-26,78947,32085,23313,   10447,    8106,     321
106565,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-02-19,68500,23979,22992,   10511,    6429,    8622
106566,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-02-12,57989,17550,14370,   -6364,   -5038,   -5432
106567,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-02-05,64353,22588,19802,   -6453,   -5990,     457
106568,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-01-29,70806,28578,19345,    -899,    -371,    5772
106569,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-01-22,71705,28949,13573,    4149,    3534,   -6680
106570,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-01-15,67556,25415,20253,    4807,    4070,   -3263
106571,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2008-01-08,62749,21345,23516,    1391,    2843,     395
106572,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-12-31,61358,18502,23121,     677,    5859,   -1019
106573,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-12-24,60681,12643,24140,     435,   -2034,    2479
106574,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-12-18,60246,14677,21661,  -26546,  -12007,   -3090
106575,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-12-11,86792,26684,24751,    8872,   -3849,    1261
106576,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-12-04,77920,30533,23490,   -3959,   -6539,    -380
106577,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-11-27,81879,37072,23870,   -1302,     -93,     437
106578,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-11-20,83181,37165,23433,    6045,    4072,    5843
106579,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-11-13,77136,33093,17590,   -9685,     518,  -12566
106580,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-11-06,86821,32575,30156,   14420,     301,    8672
