,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
64,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-11-10,141346,27872,45567,     909,     171,    6639
65,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-11-03,140437,27701,38928,     453,   -4098,     469
66,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-10-27,139984,31799,38459,   -6372,   -8037,   -3377
67,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-10-20,146356,39836,41836,   -1923,    3641,   -4161
68,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-10-13,148279,36195,45997,   -8188,   -4503,   -5999
69,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-10-06,156467,40698,51996,   -2582,    1482,      35
70,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-09-29,159049,39216,51961,    6436,   -4271,   11438
71,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-09-22,152613,43487,40523,    2624,    -314,    -985
72,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-09-15,149989,43801,41508,  -47535,   -2789,    7648
73,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-09-08,197524,46590,33860,   10936,   -2623,   -9041
74,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-09-01,186588,49213,42901,   11225,    3823,    3111
75,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-08-25,175363,45390,39790,  -11680,   -8920,   -8016
76,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-08-18,187043,54310,47806,    7972,    6257,   -3068
77,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-08-11,179071,48053,50874,    2343,    2076,   -9830
78,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-08-04,176728,45977,60704,   -2184,    6648,   -4034
79,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-07-28,178912,39329,64738,   -1425,   -6901,    3428
80,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-07-21,180337,46230,61310,     997,    3055,    4549
81,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-07-14,179340,43175,56761,   -1356,    3283,     461
82,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-07-07,180696,39892,56300,   -5448,    5468,     886
83,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-06-30,186144,34424,55414,   15689,    4770,    7244
84,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-06-23,170455,29654,48170,    3647,     276,    2794
85,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-06-16,166808,29378,45376,  -18798,     485,   -7565
86,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-06-09,185606,28893,52941,   -4532,    1923,  -10073
87,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-06-02,190138,26970,63014,    1488,  -12222,    1565
88,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-05-26,188650,39192,61449,    8916,    3382,    6650
89,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-05-19,179734,35810,54799,   13166,    4285,    9586
90,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-05-12,166568,31525,45213,    5485,    3429,    5112
91,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-05-05,161083,28096,40101,   -1785,   -3370,    1954
92,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-04-28,162868,31466,38147,    4080,    1939,    7240
93,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-04-21,158788,29527,30907,    5700,    -760,    3852
94,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-04-14,153088,30287,27055,    2770,    -967,    -506
95,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-04-07,150318,31254,27561,  -14908,   -5895,   -4595
96,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-03-31,165226,37149,32156,  -14326,   -9385,   -3494
97,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-03-24,179552,46534,35650,   -2557,  -10041,   -2285
98,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-03-17,182109,56575,37935,  -32076,     498,    8186
99,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-03-10,214185,56077,29749,    -487,  -19986,  -11152
100,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-03-03,214672,76063,40901,    3351,    3396,   -2168
101,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-02-25,211321,72667,43069,   -5612,    -117,    -457
102,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-02-18,216933,72784,43526,    4705,    7778,    -396
103,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-02-11,212228,65006,43922,    4063,    5347,   -2750
104,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-02-04,208165,59659,46672,    4996,   -2228,    2474
105,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-01-28,203169,61887,44198,    8544,   -2369,    4864
106,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-01-21,194625,64256,39334,   -1911,   -4560,    2050
107,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-01-14,196536,68816,37284,    -954,    1413,  -13609
108,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2020-01-07,197490,67403,50893,   -9294,    2829,   -1288
109,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-12-31,206784,64574,52181,     501,   -4000,   -7696
110,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-12-24,206283,68574,59877,    4697,    9263,   -5214
111,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-12-17,201586,59311,65091,  -54967,    7391,   -9468
112,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-12-10,256553,51920,74559,   19839,    4165,   -3246
113,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-12-03,236714,47755,77805,   13533,    9109,    2583
114,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-11-26,223181,38646,75222,    5139,    -559,    4114
115,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-11-19,218042,39205,71108,    8730,   -1143,    2627
116,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-11-12,209312,40348,68481,    2995,    -636,   -1538
117,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-11-05,206317,40984,70019,   -8089,   -2173,   -5553
118,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-10-29,214406,43157,75572,  -15818,    7408,  -12617
119,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-10-22,230224,35749,88189,  -13085,   10318,  -10194
120,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-10-15,243309,25431,98383,   -3587,   -4051,   -4318
121,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-10-08,246896,29482,102701,    8504,    1566,   -2307
122,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-10-01,238392,27916,105008,    2311,    3470,    -233
123,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-09-24,236081,24446,105241,    5472,    3114,   -2215
124,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-09-17,230609,21332,107456,  -52552,  -16571,  -22680
125,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-09-10,283161,37903,130136,   10765,    -792,    6482
126,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-09-03,272396,38695,123654,   -1254,     552,   -3517
127,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-08-27,273650,38143,127171,     169,    4738,    1348
128,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-08-20,273481,33405,125823,    -450,       0,   -3402
129,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-08-13,273931,33405,129225,  -22973,  -11311,  -18193
130,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-08-06,296904,44716,147418,   20920,    3349,   15901
131,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-07-30,275984,41367,131517,   27921,    9432,   20999
132,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-07-23,248063,31935,110518,   -5401,   -3255,   -1029
133,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-07-16,253464,35190,111547,    6416,   -1042,    2333
134,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-07-09,247048,36232,109214,   22457,    2585,   11323
135,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-07-02,224591,33647,97891,   17048,    1588,    6895
136,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-06-25,207543,32059,90996,   -2878,   -1096,    5277
137,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-06-18,210421,33155,85719,  -10760,    -606,    7157
138,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-06-11,221181,33761,78562,     453,   -8237,  -11198
139,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-06-04,220728,41998,89760,    6798,   -9798,    5968
140,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-05-28,213930,51796,83792,   23739,    6158,   12002
141,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-05-21,190191,45638,71790,   33298,   -3694,   19140
142,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-05-14,156893,49332,52650,    1902,    4100,     539
143,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-05-07,154991,45232,52111,   -6773,   -6345,   -4134
144,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-04-30,161764,51577,56245,    3913,   -2945,    -112
145,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-04-23,157851,54522,56357,    9649,    8590,   11347
146,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-04-16,148202,45932,45010,    5677,    9672,    2234
147,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-04-09,142525,36260,42776,   -4906,   -3163,   -6578
148,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-04-02,147431,39423,49354,    4474,    5785,    7134
149,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-03-26,142957,33638,42220,    2674,    3481,   -1711
150,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-03-19,140283,30157,43931,  -51655,     230,  -22692
151,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-03-12,191938,29927,66623,   -1559,   -4693,   -2926
152,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-03-05,193497,34620,69549,   -8568,   -5123,   -9457
153,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-02-26,202065,39743,79006,     161,    6477,   -1788
154,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-02-19,201904,33266,80794,    6906,    2546,    7130
155,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-02-12,194998,30720,73664,   -1618,   -4391,    4809
156,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-02-05,196616,35111,68855,  -10080,   -4160,   -5612
157,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-01-29,206696,39271,74467,   -3949,    9221,   -7694
158,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-01-22,210645,30050,82161,   -8681,   -1011,   -9376
159,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-01-15,219326,31061,91537,    8526,    3391,    3775
160,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2019-01-08,210800,27670,87762,   -1670,   -8112,   -4934
161,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-12-31,212470,35782,92696,     447,     706,    1141
162,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-12-24,212023,35076,91555,    7075,    5914,    1670
163,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-12-18,204948,29162,89885,  -50755,  -18487,    -183
164,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-12-11,255703,47649,90068,   19999,    3714,    6383
165,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-12-04,235704,43935,83685,    7809,    6005,    6605
166,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-11-27,227895,37930,77080,     339,     220,   -4108
167,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-11-20,227556,37710,81188,   -1496,    -896,   -4525
168,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-11-13,229052,38606,85713,    1538,    6936,   -2756
169,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-11-06,227514,31670,88469,   -5825,   -4108,     209
170,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-10-30,233339,35778,88260,   12036,    2479,    7964
171,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-10-23,221303,33299,80296,   11195,    1146,   -2210
172,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-10-16,210108,32153,82506,    -441,    1967,   -8187
173,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-10-09,210549,30186,90693,      54,    -600,     567
174,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-10-02,210495,30786,90126,  -14587,   -3982,  -11720
175,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-09-25,225082,34768,101846,   -4555,    1912,  -10268
176,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-09-18,229637,32856,112114,  -49866,  -33126,  -15047
177,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-09-11,279503,65982,127161,   17803,    1942,   -6492
178,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-09-04,261700,64040,133653,    1472,    5378,   -1937
179,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-08-28,260228,58662,135590,   -6991,   -9429,   -4839
180,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-08-21,267219,68091,140429,   21729,    8063,   19660
181,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-08-14,245490,60028,120769,   25744,   16098,   17987
182,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-08-07,219746,43930,102782,   29450,    8929,   20395
183,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-07-31,190296,35001,82387,   -1294,    2823,    3466
184,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-07-24,191590,32178,78921,    4439,   -8663,    -672
185,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-07-17,187151,40841,79593,    8518,    8798,    7147
186,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-07-10,178633,32043,72446,   -5769,  -11732,    -110
187,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-07-03,184402,43775,72556,   14779,    2284,    9484
188,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-06-26,169623,41491,63072,   -2969,   -5401,   -3026
189,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-06-19,172592,46892,66098,  -97017,  -22362,    7813
190,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-06-12,269609,69254,58285,   30200,   -9323,  -12947
191,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-06-05,239409,78577,71232,   33631,    7520,    9652
192,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-05-29,205778,71057,61580,   19261,   14728,   10952
193,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-05-22,186517,56329,50628,   -4131,   -5032,   -5112
194,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-05-15,190648,61361,55740,    1846,    -833,    2534
195,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-05-08,188802,62194,53206,   -6057,  -22371,   -4987
196,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-05-01,194859,84565,58193,   11033,   -5621,    5372
197,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-04-24,183826,90186,52821,  -21697,  -23066,  -12729
198,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-04-17,205523,113252,65550,   22739,   17985,   13299
199,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-04-10,182784,95267,52251,   10767,    8624,    5946
200,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-04-03,172017,86643,46305,   -4930,   -3596,   -9758
201,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-03-27,176947,90239,56063,   17764,   18814,    8445
202,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-03-20,159183,71425,47618,  -46968,    4235,  -11545
203,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-03-13,206151,67190,59163,    8712,    5822,    3059
204,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-03-06,197439,61368,56104,     526,   -1556,    5867
205,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-02-27,196913,62924,50237,    8795,    4971,      87
206,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-02-20,188118,57953,50150,   -5208,   -6211,     926
207,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-02-13,193326,64164,49224,  -23076,  -17534,   -4607
208,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-02-06,216402,81698,53831,  -18678,  -13969,  -10095
209,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-01-30,235080,95667,63926,   -1352,   -3702,   -2398
210,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-01-23,236432,99369,66324,   18223,   14708,    7867
211,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-01-16,218209,84661,58457,   14725,    -378,   -1090
212,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-01-09,203484,85039,59547,   -8143,   -8572,  -17829
213,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2018-01-02,211627,93611,77376,   21234,   17257,   13698
214,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-12-26,190393,76354,63678,    6610,    -755,    6957
215,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-12-19,183783,77109,56721,  -24319,   -5502,  -14502
216,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-12-12,208102,82611,71223,    5409,   -6659,  -11641
217,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-12-05,202693,89270,82864,   24463,   22721,   20888
218,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-11-28,178230,66549,61976,    2391,    8191,    3318
219,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-11-21,175839,58358,58658,    -888,    5211,     978
220,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-11-14,176727,53147,57680,   -1241,    2744,   -1921
221,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-11-07,177968,50403,59601,   -7155,  -15079,   -4636
222,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-10-31,185123,65482,64237,   -2941,    -680,   -3410
223,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-10-24,188064,66162,67647,    1591,   -6709,    -177
224,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-10-17,186473,72871,67824,    4903,   -6739,    3722
225,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-10-10,181570,79610,64102,    6703,    -715,    3726
226,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-10-03,174867,80325,60376,  -20642,     180,  -14715
227,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-09-26,195509,80145,75091,   -7073,    3589,  -11626
228,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-09-19,202582,76556,86717,  -71138,    7618,  -28306
229,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-09-12,273720,68938,115023,   54672,   14484,    7642
230,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-09-05,219048,54454,107381,   -4983,   -5599,   -4227
231,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-08-29,224031,60053,111608,    7537,   -1431,    4224
232,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-08-22,216494,61484,107384,    3235,   -2326,   11714
233,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-08-15,213259,63810,95670,    5168,    5193,   11893
234,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-08-08,208091,58617,83777,   -9339,    -240,   -4532
235,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-08-01,217430,58857,88309,   16730,    6705,    9960
236,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-07-25,200700,52152,78349,     515,    1269,   10993
237,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-07-18,200185,50883,67356,    6537,    4269,   -3396
238,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-07-11,193648,46614,70752,   -7731,   -7411,  -11040
239,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-07-03,201379,54025,81792,   13580,   10318,   -1048
240,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-06-27,187799,43707,82840,   -6901,   -6918,   -5389
241,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-06-20,194700,50625,88229,  -74893,   10073,    8236
242,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-06-13,269593,40552,79993,   21420,     405,    3130
243,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-06-06,248173,40147,76863,   -5866,   -5427,    1638
244,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-05-30,254039,45574,75225,   -2218,   -3592,    2192
245,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-05-23,256257,49166,73033,     222,     797,   -8331
246,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-05-16,256035,48369,81364,   -1190,    3459,  -10344
