Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-25,9630,11924,     496,    1543,21096,1189,-2294,-1047.0,0.7859781384468079,0.0027087926864624023,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-18,9134,10381,    -110,     148,19907,98,-1247,-258.0,0.792707085609436,0.002255737781524658,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-11,9244,10233,    -493,   -3613,19809,-3907,-989,3120.0,0.7760962843894958,-0.0064375996589660645,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-11-04,9737,13846,    1231,    1442,23716,1693,-4109,-211.0,0.7736943960189819,-0.008900701999664307,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-28,8506,12404,     -20,    1546,22023,712,-3898,-1566.0,0.7888923287391663,-0.003437936305999756,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-21,8526,10858,    -645,    -697,21311,-6,-2332,52.0,0.7965589165687561,-0.00019031763076782227,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-14,9171,11555,    -881,    1403,21317,2103,-2384,-2284.0,0.7870917320251465,0.0038837194442749023,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-10-07,10052,10152,     -40,     124,19214,1005,-100,-164.0,0.783392071723938,0.000796973705291748,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-30,10092,10028,     313,    2090,18209,2063,64,-1777.0,0.7764578461647034,-0.004426121711730957,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-23,9779,7938,     -35,    -756,16146,96,1841,721.0,0.8112273812294006,0.0032118558883666992,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-16,9814,8694,   -4555,    3847,16050,-8870,1120,-8402.0,0.8177952170372009,-0.0014739632606506348,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-09,14369,4847,   -1254,    -604,24920,1601,9522,-650.0,0.8271982669830322,0.0014343857765197754,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-09-02,15623,5451,    -782,     887,23319,-300,10172,-1669.0,0.8389261364936829,0.0084303617477417,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-26,16405,4564,    -391,    -200,23619,-429,11841,-191.0,0.8316008448600769,-0.002497076988220215,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-19,16796,4764,   -1117,     280,24048,-1166,12032,-1397.0,0.8461668491363525,0.003280818462371826,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-12,17913,4484,   -1036,      35,25214,-389,13429,-1071.0,0.8458090424537659,0.0028519630432128906,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-08-05,18949,4449,   -4603,   -3814,25603,-4928,14500,-789.0,0.8523696064949036,0.00813150405883789,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-29,23552,8263,   -2476,   -2633,30531,-2197,15289,157.0,0.8550662994384766,0.0040024518966674805,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-22,26028,10896,    -542,    -221,32728,-151,15132,-321.0,0.868206262588501,0.0009788274765014648,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-15,26570,11117,    -180,   -1217,32879,-3244,15453,1037.0,0.881212592124939,0.00830751657485962,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-08,26750,12334,     187,   -5244,36123,2668,14416,5431.0,0.8751968741416931,-0.00431060791015625,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-07-01,26563,17578,    1708,   -1125,33455,2040,8985,2833.0,0.8762706518173218,0.0,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-24,24855,18703,    3184,     765,31415,2948,6152,2419.0,0.8704735040664673,0.003471553325653076,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-17,21671,17938,    1270,   14392,28467,-4479,3733,-13122.0,0.8673779368400574,0.001277148723602295,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-10,20401,3546,   -1999,   -1323,32946,2880,16855,-676.0,0.8495455384254456,-0.0038424134254455566,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-06-03,22400,4869,     366,     779,30066,-583,17531,-413.0,0.8442381024360657,0.0003561973571777344,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-27,22034,4090,    -452,    -802,30649,93,17944,350.0,0.85638427734375,-0.0005137324333190918,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-20,22486,4892,   -1320,     426,30556,-376,17594,-1746.0,0.8632596135139465,0.006434977054595947,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-13,23806,4466,   -1221,     132,30932,-2093,19340,-1353.0,0.8625150918960571,-0.00044661760330200195,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-05-06,25027,4334,    2048,    -165,33025,3167,20693,2213.0,0.8683570623397827,-0.002647221088409424,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-29,22979,4499,   -3077,   -1382,29858,-2721,18480,-1695.0,0.8533879518508911,-0.002849757671356201,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-22,26056,5881,    -615,    -943,32579,-521,20175,328.0,0.8577064871788025,-0.003619968891143799,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-15,26671,6824,     150,      69,33100,202,19847,81.0,0.8685833811759949,0.00888603925704956,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-08,26521,6755,     756,    -530,32898,585,19766,1286.0,0.8610298037528992,-0.005746662616729736,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-04-01,25765,7285,    -478,    -745,32313,-435,18480,267.0,0.8676789402961731,0.005832850933074951,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-25,26243,8030,    1598,    -864,32748,1285,18213,2462.0,0.8548469543457031,-0.002491891384124756,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-18,24645,8894,    3490,    2188,31463,-442,15751,1302.0,0.8560910820960999,-0.0062752366065979,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-11,21155,6706,    1809,     792,31905,6289,14449,1017.0,0.8469552397727966,0.0014322996139526367,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-03-04,19346,5914,    2817,     367,25616,3474,13432,2450.0,0.8364700675010681,-0.0025264620780944824,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-25,16529,5547,    1198,    -878,22142,626,10982,2076.0,0.8333333134651184,0.000485837459564209,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-18,15331,6425,    2155,     890,21516,2431,8906,1265.0,0.8364000916481018,0.0062490105628967285,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-11,13176,5535,   -1412,   -1021,19085,-1013,7641,-391.0,0.8270614743232727,-0.003917396068572998,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-02-04,14588,6556,   -2018,    -365,20098,-1698,8032,-1653.0,0.8071025013923645,-0.015401184558868408,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-28,16606,6921,    -724,   -1853,21796,-1021,9685,1129.0,0.8227066993713379,-0.004628479480743408,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-21,17330,8774,    -209,     849,22817,-53,8556,-1058.0,0.8316699862480164,0.0002766251564025879,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-14,17539,7925,    2736,     988,22870,2831,9614,1748.0,0.837871789932251,0.0009816884994506836,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2014-01-07,14803,6937,     605,    -554,20039,1291,7866,1159.0,0.8289811611175537,0.0007551908493041992,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-31,14198,7491,     299,      48,18748,80,6707,251.0,0.8217602372169495,-0.0009464621543884277,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-24,13899,7443,    1057,     274,18668,729,6456,783.0,0.8198065161705017,0.0010069012641906738,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-17,12842,7169,    -341,    2539,17939,-2014,5673,-2880.0,0.8261731863021851,-0.0015729069709777832,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-10,13183,4630,    -477,   -1391,19953,1635,8553,914.0,0.8278830647468567,-0.0030267834663391113,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-12-03,13660,6021,   -2404,     206,18318,-2601,7639,-2610.0,0.8194034695625305,-0.004659116268157959,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-26,16064,5815,   -2876,    -649,20919,-3531,10249,-2227.0,0.8233163356781006,0.004114270210266113,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-19,18940,6464,    2126,      16,24450,2454,12476,2110.0,0.8320851922035217,-0.005786597728729248,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-12,16814,6448,    -123,    -781,21996,-371,10366,658.0,0.8258320689201355,0.004409313201904297,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-11-05,16937,7229,    -768,     149,22367,-1197,9708,-917.0,0.8293936848640442,-0.007076382637023926,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-29,17705,7080,   -3644,   -1155,23564,-3772,10625,-2489.0,0.8298754692077637,0.004179835319519043,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-22,21349,8235,    1970,    1524,27336,2728,13114,446.0,0.845522940158844,-0.005830705165863037,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-15,19379,6711,    1036,    -866,24608,1378,12668,1902.0,0.8366100788116455,-0.0037260055541992188,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-08,18343,7577,     637,     762,23230,653,10766,-125.0,,,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-10-01,17706,6815,    2236,    -600,22577,2956,10891,2836.0,0.8295313119888306,0.003903806209564209,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-24,15470,7415,    3007,     609,19621,3779,8055,2398.0,0.8361204266548157,0.011378169059753418,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-17,12463,6806,    4395,   -1863,15842,745,5657,6258.0,0.8181297183036804,-0.004712402820587158,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-10,8068,8669,    1684,    1488,15097,1992,-601,196.0,0.8018603324890137,-0.0037466883659362793,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-09-03,6384,7181,   -1079,     -30,13105,912,-797,-1049.0,0.7814942002296448,0.0012804269790649414,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-27,7463,7211,   -2297,    -159,12193,-1307,252,-2138.0,0.7842522263526917,0.00821620225906372,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-20,9760,7370,    3128,     935,13500,1524,2390,2193.0,0.8059965968132019,0.00981825590133667,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-13,6632,6435,    2037,     301,11976,404,197,1736.0,0.7981482744216919,-6.371736526489258e-05,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-08-06,4595,6134,    -998,      21,11572,-581,-1539,-1019.0,0.7836990356445312,-0.006502509117126465,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-30,5593,6113,    1076,    -250,12153,-460,-520,1326.0,0.8023106455802917,0.0030139684677124023,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-23,4517,6363,     293,    -605,12613,-291,-1846,898.0,0.7975753545761108,-0.0024246573448181152,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-16,4224,6968,   -1166,     570,12904,392,-2744,-1736.0,0.7797878980636597,-0.00891786813735962,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-09,5390,6398,     102,     -64,12512,128,-1008,166.0,0.7808229923248291,-0.002998948097229004,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-07-02,5288,6462,     -89,     374,12384,752,-1174,-463.0,0.7827788591384888,0.007344603538513184,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-25,5377,6088,   -3092,    -255,11632,-110,-711,-2837.0,0.7763372659683228,0.002463221549987793,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-18,8469,6343,    -471,      56,11742,-14551,2126,-527.0,0.7996162176132202,0.00019180774688720703,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-11,8940,6287,   -2760,     600,26293,763,2653,-3360.0,0.7838833928108215,0.0,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-06-04,11700,5687,   -7966,      32,25530,-3847,6013,-7998.0,0.8089960813522339,0.007521331310272217,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-28,19666,5655,   -4312,    -541,29377,-3456,14011,-3771.0,0.8089960813522339,0.003064453601837158,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-21,23978,6196,   -6458,   -1024,32833,-4487,17782,-5434.0,0.8181297183036804,0.000935971736907959,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-14,30436,7220,   -7339,   -2019,37320,-8685,23216,-5320.0,0.8261731863021851,0.004548013210296631,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-05-07,37775,9239,    -409,     105,46005,-566,28536,-514.0,0.8512811660766602,0.005472123622894287,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-30,38184,9134,     157,   -1188,46571,1444,29050,1345.0,0.8550662994384766,-0.001538097858428955,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-23,38027,10322,   -1959,    1144,45127,-1513,27705,-3103.0,0.8421052694320679,0.00021272897720336914,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-16,39986,9178,    4628,   -1030,46640,4091,30808,5658.0,0.8436682820320129,-0.005877256393432617,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-09,35358,10208,    4000,   -2763,42549,3320,25150,6763.0,0.8470268845558167,-0.005270063877105713,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-04-02,31358,12971,    3412,    1941,39229,4307,18387,1471.0,0.8382229804992676,-0.003103017807006836,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-26,27946,11030,    4562,     123,34922,5989,16916,4439.0,0.8350730538368225,-0.003923475742340088,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-19,23384,10907,    -866,    6007,28933,-3880,12477,-6873.0,0.8263097405433655,0.0027222037315368652,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-12,24250,4900,     438,     132,32813,1266,19350,306.0,0.8256956338882446,0.0006131529808044434,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-03-05,23812,4768,     242,    1495,31547,-1317,19044,-1253.0,0.8276775479316711,-0.004615366458892822,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-26,23570,3273,   -4583,    -187,32864,-4691,20297,-4396.0,0.8336111903190613,0.007164955139160156,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-19,28153,3460,    3255,    -100,37555,2448,24693,3355.0,0.8458805680274963,-0.00021469593048095703,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-12,24898,3560,   -1445,     -83,35107,-1951,21338,-1362.0,0.8358408212661743,-0.00484853982925415,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-02-05,26343,3643,    -487,   -1371,37058,1578,22700,884.0,0.8431703448295593,-0.002638697624206543,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-29,26830,5014,   -1985,    -269,35480,-1699,21816,-1716.0,0.8341675400733948,-0.004055440425872803,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-22,28815,5283,   -1105,   -2375,37179,-1475,23532,1270.0,0.8359805941581726,-0.005345404148101807,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-15,29920,7658,    3285,     243,38654,2123,22262,3042.0,0.8422471284866333,0.00035458803176879883,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2013-01-08,26635,7415,     803,   -1335,36531,2000,19220,2138.0,0.8374508023262024,-0.000420987606048584,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-31,25832,8750,   -1593,   -3936,34531,-5604,17082,2343.0,0.822638988494873,-0.00647968053817749,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-24,27425,12686,   -4405,   -4914,40135,-2311,14739,509.0,0.8233163356781006,0.0009478926658630371,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-18,31830,17600,    2270,   12640,42446,1065,14230,-10370.0,0.8445232510566711,0.004257678985595703,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-11,29560,4960,    6288,    2776,41381,9214,24600,3512.0,0.8343762755393982,-0.0051133036613464355,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-12-04,23272,2184,    1619,    -759,32167,266,21088,2378.0,0.8214227557182312,-0.003251492977142334,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-27,21653,2943,     217,    -635,31901,2144,18710,852.0,0.8227066993713379,0.0020255446434020996,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-20,21436,3578,   -2256,    -920,29757,-3495,17858,-1336.0,0.818397581577301,0.0014708638191223145,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-13,23692,4498,    -748,    -554,33252,-2071,19194,-194.0,0.8177952170372009,0.0012686848640441895,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-11-06,24440,5052,    3591,     948,35323,4303,19388,2643.0,0.8261731863021851,-0.0014358758926391602,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-30,20849,4104,     321,     -75,31020,1884,16745,396.0,0.8197393417358398,-0.0024938583374023438,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-23,20528,4179,    -118,    -183,29136,-350,16349,65.0,0.8183305859565735,0.0071032047271728516,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-16,20646,4362,    -429,      -3,29486,-1011,16284,-426.0,0.8167932629585266,-0.0014703869819641113,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-09,21075,4365,   -4223,     448,30497,-3674,16710,-4671.0,0.8210180401802063,0.005224287509918213,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-10-02,25298,3917,    1909,     493,34171,1384,21381,1416.0,0.8285003900527954,0.003349781036376953,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-25,23389,3424,    2987,    -373,32787,3456,19965,3360.0,0.8221655488014221,0.0025606155395507812,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-18,20402,3797,    6761,     188,29331,2179,16605,6573.0,0.8261049389839172,-0.0020524263381958008,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-11,13641,3609,   -1174,     195,27152,1759,10032,-1369.0,0.8084728121757507,-0.008854508399963379,2,Market is Weak (Bearish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-09-04,14815,3414,   -3400,    -572,25393,-5981,11401,-2828.0,0.7973846197128296,0.003292679786682129,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-28,18215,3986,   -1620,     523,31374,-610,14229,-2143.0,0.8086689114570618,0.0038399100303649902,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-21,19835,3463,    1562,     437,31984,1884,16372,1125.0,0.8095200061798096,-0.0008527636528015137,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-14,18273,3026,     465,    -194,30100,1155,15247,659.0,0.8095200061798096,0.004626274108886719,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-08-07,17808,3220,    4149,     -92,28945,3978,14588,4241.0,0.8198065161705017,0.00461125373840332,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-31,13659,3312,    1956,    -612,24967,1761,10347,2568.0,0.809192419052124,-6.55055046081543e-05,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-24,11703,3924,     717,    -123,23206,-122,7779,840.0,0.789639949798584,0.007228553295135498,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-17,10986,4047,    -448,   -1796,23328,972,6939,1348.0,0.7964320182800293,-0.0019074678421020508,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-10,11434,5843,    1572,     301,22356,1873,5591,1271.0,0.7968127727508545,0.002216041088104248,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-07-03,9862,5542,    3754,      10,20483,3882,4320,3744.0,0.8034064769744873,-0.001616835594177246,1,Market is Strong (Bullish)
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2012-06-26,6108,5532,    2544,    -245,16601,3989,576,2789.0,0.7872155904769897,-0.0023620128631591797,1,Market is Strong (Bullish)
