,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1231,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-07-03,10025,2003,93,536,29079,1321,8022,-443.0
1232,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-06-26,9932,1467,271,102,27758,661,8465,169.0
1233,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-06-19,9661,1365,58,-654,27097,-10507,8296,712.0
1234,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-06-12,9603,2019,428,93,37604,5569,7584,335.0
1235,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-06-05,9175,1926,-1740,243,32035,1676,7249,-1983.0
1236,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-05-29,10915,1683,17,42,30359,646,9232,-25.0
1237,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-05-22,10898,1641,-1545,414,29713,-63,9257,-1959.0
1238,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-05-15,12443,1227,299,-647,29776,1402,11216,946.0
1239,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-05-08,12144,1874,488,456,28374,3226,10270,32.0
1240,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-05-01,11656,1418,65,-546,25148,-1486,10238,611.0
1241,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-04-24,11591,1964,-300,-183,26634,-41,9627,-117.0
1242,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-04-17,11891,2147,-368,50,26675,-382,9744,-418.0
1243,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-04-10,12259,2097,134,9,27057,-162,10162,125.0
1244,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-04-03,12125,2088,888,775,27219,2242,10037,113.0
1245,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-03-27,11237,1313,-1404,-319,24977,-835,9924,-1085.0
1246,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-03-20,12641,1632,846,61,25812,-9960,11009,785.0
1247,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-03-13,11795,1571,3577,-745,35772,8255,10224,4322.0
1248,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-03-06,8218,2316,1781,722,27517,1142,5902,1059.0
1249,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-02-27,6437,1594,1772,155,26375,3804,4843,1617.0
1250,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-02-20,4665,1439,380,-59,22571,-23,3226,439.0
1251,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-02-13,4285,1498,704,-220,22594,877,2787,924.0
1252,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-02-06,3581,1718,1540,-155,21717,213,1863,1695.0
1253,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-01-30,2041,1873,705,-1946,21504,-184,168,2651.0
1254,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-01-23,1336,3819,-313,-323,21688,212,-2483,10.0
1255,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-01-16,1649,4142,-1836,204,21476,-4224,-2493,-2040.0
1256,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-01-09,3485,3938,-1541,1955,25700,371,-453,-3496.0
1257,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-01-02,5026,1983,-1156,-89,25329,-56,3043,-1211.0
1258,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-12-26,6182,1928,-5176,146,25385,-3952,4254,-5322.0
1259,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-12-19,11358,1782,2504,599,29337,-2812,9576,1905.0
1260,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-12-12,8854,1183,-1292,-535,32149,1699,7671,-757.0
1261,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-12-05,10146,1718,979,256,30450,713,8428,723.0
1262,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-11-28,9167,1462,2229,-55,29737,3977,7705,2284.0
1263,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-11-21,6938,1517,1444,11,25760,7515,5421,1433.0
1264,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-11-14,5494,1506,5078,-493,18245,4488,3988,5571.0
1265,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-11-07,416,1999,-60,600,13757,-75,-1583,-660.0
1266,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-10-31,476,1399,-297,-303,13832,115,-923,6.0
1267,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-10-24,773,1702,-694,494,13717,-56,-929,-1188.0
1268,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-10-17,1467,1208,-1016,142,13773,2592,259,-1158.0
1269,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-10-10,2483,1066,-859,443,11181,-284,1417,-1302.0
1270,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-10-03,3342,623,1640,-468,11465,552,2719,2108.0
1271,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-09-26,1702,1091,-391,35,10913,-450,611,-426.0
1272,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-09-19,2093,1056,-2533,-108,11363,-7966,1037,-2425.0
1273,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-09-12,4626,1164,-1477,481,19329,693,3462,-1958.0
1274,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-09-05,6103,683,-6,-152,18636,-996,5420,146.0
1275,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2000-08-29,6109,835,357,92,19632,479,5274,265.0
1276,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-08-22,5752,743,-865,145,19153,800,5009,-1010.0
1277,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-08-15,6617,598,1917,-20,18353,1962,6019,1937.0
1278,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-08-08,4700,618,-31,20,16391,968,4082,-51.0
1279,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-08-01,4731,598,-119,-85,15423,-310,4133,-34.0
1280,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-07-25,4850,683,497,240,15733,1219,4167,257.0
1281,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-07-18,4353,443,576,-230,14514,727,3910,806.0
1282,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-07-11,3777,673,744,40,13787,1467,3104,704.0
1283,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-07-05,3033,633,2611,-2402,12320,-548,2400,5013.0
1284,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-06-27,422,3035,-106,335,12868,766,-2613,-441.0
1285,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-06-20,528,2700,-219,269,12102,-11929,-2172,-488.0
1286,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-06-13,747,2431,72,544,24031,-84,-1684,-472.0
1287,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-06-06,675,1887,-1700,1457,24115,3258,-1212,-3157.0
1288,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-05-30,2375,430,899,-529,20857,-1390,1945,1428.0
1289,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-05-23,1476,959,605,20,22247,2417,517,585.0
1290,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-05-16,871,939,-1142,530,19830,590,-68,-1672.0
1291,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-05-09,2013,409,-3529,409,19240,-1202,1604,-3938.0
1292,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-05-02,5542,0,3357,-394,20442,1709,5542,3751.0
1293,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-04-25,2185,394,275,0,18733,-105,1791,275.0
1294,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-04-18,1910,394,-3130,-215,18838,-261,1516,-2915.0
1295,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-04-11,5040,609,-1970,200,19099,-1541,4431,-2170.0
1296,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-04-04,7010,409,-3246,409,20640,-1778,6601,-3655.0
1297,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-03-28,10256,0,595,-225,22418,1045,10256,820.0
1298,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-03-21,9661,225,-325,25,21373,-7063,9436,-350.0
1299,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-03-14,9986,200,-666,-10,28436,-1832,9786,-656.0
1300,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-03-07,10652,210,780,-53,30268,5675,10442,833.0
1301,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-02-29,9872,263,471,13,24593,2900,9609,458.0
1302,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-02-22,9401,250,148,0,21693,-302,9151,148.0
1303,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-02-15,9253,250,707,-317,21995,1193,9003,1024.0
1304,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-02-08,8546,567,4836,-70,20802,5861,7979,4906.0
1305,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-02-01,3710,637,-2738,-65,14941,-2661,3073,-2673.0
1306,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-01-25,6448,702,-555,-134,17602,-402,5746,-421.0
1307,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-01-18,7003,836,355,51,18004,1933,6167,304.0
1308,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-01-11,6648,785,973,60,16071,1062,5863,913.0
1309,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,2000-01-04,5675,725,-96,-172,15009,830,4950,76.0
1310,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-12-28,5771,897,-153,427,14179,-1190,4874,-580.0
1311,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-12-21,5924,470,435,0,15369,706,5454,435.0
1312,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-12-14,5489,470,-927,-422,14663,-11398,5019,-505.0
1313,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-12-07,6416,892,-3830,422,26061,-4062,5524,-4252.0
1314,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-11-30,10246,470,-394,0,30123,-1338,9776,-394.0
1315,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-11-23,10640,470,256,-470,31461,-236,10170,726.0
1316,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-11-16,10384,940,1311,470,31697,1639,9444,841.0
1317,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-11-09,9073,470,5716,-958,30058,6395,8603,6674.0
1318,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-11-02,3357,1428,265,-189,23663,816,1929,454.0
1319,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-10-26,3092,1617,-502,-1,22847,-1006,1475,-501.0
1320,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-10-19,3594,1618,-498,580,23853,-1035,1976,-1078.0
1321,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-10-12,4092,1038,-137,30,24888,-1200,3054,-167.0
1322,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-10-05,4229,1008,-2992,372,26088,-705,3221,-3364.0
1323,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-09-28,7221,636,-476,0,26793,-758,6585,-476.0
1324,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-09-21,7697,636,-1639,-66,27551,-1958,7061,-1573.0
1325,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-09-14,9336,702,1366,-577,29509,-7383,8634,1943.0
1326,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-09-07,7970,1279,1225,-424,36892,1868,6691,1649.0
1327,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-08-31,6745,1703,1,0,35024,111,5042,1.0
1328,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-08-24,6744,1703,402,130,34913,2923,5041,272.0
1329,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-08-17,6342,1573,3948,700,31990,4752,4769,3248.0
1330,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-08-10,2394,873,-1132,300,27238,16,1521,-1432.0
1331,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-08-03,3526,573,-754,-280,27222,-886,2953,-474.0
1332,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-07-27,4280,853,-330,-350,28108,343,3427,20.0
1333,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-07-20,4610,1203,60,584,27765,-749,3407,-524.0
1334,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-07-13,4550,619,209,0,28514,3422,3931,209.0
1335,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-07-06,4341,619,13,619,25092,2012,3722,-606.0
1336,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-06-29,4328,0,44,0,23080,3247,4328,44.0
1337,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-06-22,4284,0,2591,-345,19833,5461,4284,2936.0
1338,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-06-15,1693,345,335,0,14372,-5571,1348,335.0
1339,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-06-08,1358,345,211,-552,19943,-2639,1013,763.0
1340,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-06-01,1147,897,-986,467,22582,-1400,250,-1453.0
1341,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-05-25,2133,430,-4413,430,23982,-339,1703,-4843.0
1342,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-05-18,6546,0,-133,-250,24321,-1112,6546,117.0
1343,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-05-11,6679,250,86,250,25433,1454,6429,-164.0
1344,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-05-04,6593,0,63,0,23979,1376,6593,63.0
1345,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-04-27,6530,0,-812,0,22603,275,6530,-812.0
1346,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-04-20,7342,0,894,-270,22328,1638,7342,1164.0
1347,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-04-13,6448,270,-118,-180,20690,655,6178,62.0
1348,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-04-06,6566,450,147,450,20035,240,6116,-303.0
1349,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-03-30,6419,0,271,-339,19795,-236,6419,610.0
1350,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-03-23,6148,339,-1636,339,20031,-274,5809,-1975.0
1351,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-03-16,7784,0,91,-23,20305,-7206,7784,114.0
1352,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-03-09,7693,23,1617,-69,27511,5374,7670,1686.0
1353,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-03-02,6076,92,1294,-218,22137,2738,5984,1512.0
1354,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-02-23,4782,310,430,310,19399,229,4472,120.0
1355,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-02-16,4352,0,3531,0,19170,1682,4352,3531.0
1356,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-02-09,821,0,409,0,17488,-95,821,409.0
1357,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-02-02,412,0,412,-200,17583,-581,412,612.0
1358,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-01-26,0,200,0,200,18164,998,-200,-200.0
1359,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-01-19,0,0,-1497,-490,17166,-2330,0,-1007.0
1360,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-01-12,1497,490,-3329,184,19496,-2452,1007,-3513.0
1361,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1999-01-05,4826,306,270,-1,21948,2357,4520,271.0
1362,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-12-29,4556,307,-57,0,19591,290,4249,-57.0
1363,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-12-22,4613,307,303,-342,19301,1075,4306,645.0
1364,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-12-15,4310,649,580,52,18226,-6948,3661,528.0
1365,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-12-08,3730,597,1319,0,25174,-94,3133,1319.0
1366,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-12-01,2411,597,-28,0,25268,-643,1814,-28.0
1367,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-11-24,2439,597,500,0,25911,162,1842,500.0
1368,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-11-17,1939,597,250,0,25749,1835,1342,250.0
1369,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-11-10,1689,597,215,0,23914,-1105,1092,215.0
1370,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-11-03,1474,597,0,0,25019,1130,877,0.0
1371,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-10-27,1474,597,0,-50,23889,-1898,877,50.0
1372,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-10-20,1474,647,0,-1384,25787,-2788,827,1384.0
1373,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-10-13,1474,2031,-136,90,28575,-175,-557,-226.0
1374,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-10-06,1610,1941,-550,0,28750,3024,-331,-550.0
1375,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-09-29,2160,1941,-314,-832,25726,-3463,219,518.0
1376,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-09-22,2474,2773,213,-550,29189,533,-299,763.0
1377,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-09-15,2261,3323,919,-302,28656,-14960,-1062,1221.0
1378,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-09-08,1342,3625,10,46,43616,2496,-2283,-36.0
1379,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-09-01,1332,3579,-570,-501,41120,-515,-2247,-69.0
1380,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-08-25,1902,4080,-736,623,41635,-412,-2178,-1359.0
1381,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-08-18,2638,3457,-605,1001,42047,-3092,-819,-1606.0
1382,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-08-11,3243,2456,-303,2175,45139,2126,787,-2478.0
1383,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-08-04,3546,281,-654,-223,43013,-1060,3265,-431.0
1384,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-07-28,4200,504,-888,-131,44073,487,3696,-757.0
1385,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-07-21,5088,635,1184,-539,43586,1242,4453,1723.0
1386,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-07-14,3904,1174,814,-843,42344,-951,2730,1657.0
1387,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-07-07,3090,2017,280,-840,43295,603,1073,1120.0
1388,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-06-30,2810,2857,113,82,42692,2385,-47,31.0
1389,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-06-23,2697,2775,495,-1038,40307,3877,-78,1533.0
1390,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-06-16,2202,3813,1034,1576,36430,-10868,-1611,-542.0
1391,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-06-09,1168,2237,-111,-1062,47298,-456,-1069,951.0
1392,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-06-02,1279,3299,-268,1080,47754,2934,-2020,-1348.0
1393,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-05-26,1547,2219,-1177,1935,44820,3633,-672,-3112.0
1394,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-05-19,2724,284,-1573,284,41187,2836,2440,-1857.0
1395,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-05-12,4297,0,-911,0,38351,216,4297,-911.0
1396,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-05-05,5208,0,2581,-85,38135,1490,5208,2666.0
1397,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-04-28,2627,85,-1434,5,36645,-582,2542,-1439.0
1398,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-04-21,4061,80,72,-1455,37227,942,3981,1527.0
1399,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-04-14,3989,1535,1279,-362,36285,2557,2454,1641.0
1400,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-04-07,2710,1897,-773,357,33728,943,813,-1130.0
1401,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-03-31,3483,1540,-3403,-481,32785,3043,1943,-2922.0
1402,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-03-24,6886,2021,1003,-632,29742,2416,4865,1635.0
1403,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-03-17,5883,2653,188,355,27326,-11749,3230,-167.0
1404,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-03-10,5695,2298,1196,263,39075,-314,3397,933.0
1405,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-03-03,4499,2035,2032,-178,39389,3733,2464,2210.0
1406,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-02-24,2467,2213,-2065,1013,35656,68,254,-3078.0
1407,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-02-17,4532,1200,144,0,35588,-1246,3332,144.0
1408,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-02-10,4388,1200,149,0,36834,-576,3188,149.0
1409,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-02-03,4239,1200,-130,-656,37410,330,3039,526.0
1410,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-01-27,4369,1856,1021,-1434,37080,9510,2513,2455.0
1411,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-01-20,3348,3290,-430,276,27570,1474,58,-706.0
1412,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-01-13,3778,3014,473,-543,26096,1026,764,1016.0
1413,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1998-01-06,3305,3557,1021,783,25070,636,-252,238.0
1414,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-12-30,2284,2774,926,1004,24434,-530,-490,-78.0
1415,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-12-23,1358,1770,-2408,-475,24964,-613,-412,35.0
1416,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-12-19,1323,1770,-2443,-475,25068,-509,-447,-1968.0
1417,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-12-16,3766,2245,-1046,161,25577,-6923,1521,-1207.0
1418,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-12-09,4812,2084,2906,-505,32500,126,2728,3411.0
1419,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-12-02,1906,2589,41,-74,32374,-1416,-683,115.0
1420,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-11-25,1865,2663,-676,326,33790,-605,-798,-1002.0
1421,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-11-18,2541,2337,-625,-191,34395,-875,204,-434.0
1422,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-11-11,3166,2528,-1047,-135,35270,-3704,638,-912.0
1423,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-11-04,4213,2663,-3040,-527,38974,-3744,1550,-2513.0
1424,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-10-28,7253,3190,-1722,1475,42718,-417,4063,-3197.0
1425,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-10-21,8975,1715,-294,-210,43135,2322,7260,-84.0
1426,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-10-14,9269,1925,835,-1126,40813,1383,7344,1961.0
1427,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-10-07,8434,3051,386,1266,39430,3151,5383,-880.0
1428,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-09-30,8048,1785,250,1058,36279,156,6263,-808.0
1429,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-09-23,7798,727,323,727,36123,3855,7071,-404.0
1430,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-09-16,7475,0,1749,-229,32268,-10271,7475,1978.0
1431,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-09-09,5726,229,-1155,-1521,42539,-1336,5497,366.0
1432,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-09-02,6881,1750,-396,-290,43875,-1211,5131,-106.0
1433,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-08-26,7277,2040,1411,24,45086,877,5237,1387.0
1434,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-08-19,5866,2016,696,150,44209,-260,3850,546.0
1435,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-08-12,5170,1866,696,164,44469,3182,3304,532.0
1436,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-08-05,4474,1702,386,-1933,41287,2006,2772,2319.0
1437,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-07-29,4088,3635,-564,269,39281,1016,453,-833.0
1438,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-07-22,4652,3366,1396,773,38265,2829,1286,623.0
1439,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-07-15,3256,2593,143,-261,35436,1199,663,404.0
1440,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-07-08,3113,2854,139,-1305,34237,-1220,259,1444.0
1441,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-07-01,2974,4159,1165,454,35457,1065,-1185,711.0
1442,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-06-24,1809,3705,218,2386,34392,1406,-1896,-2168.0
1443,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-06-17,1591,1319,234,596,32986,-6904,272,-362.0
1444,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-06-10,1357,723,-945,-759,39890,1516,634,-186.0
1445,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-06-03,2302,1482,90,-226,38374,977,820,316.0
1446,MEXICAN PESO - INTERNATIONAL MONETARY MARKET,1997-05-27,2212,1708,360,511,37397,1889,504,-151.0
