,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
209,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-02-02,53406,50538,-4895,-8713,150781,128,2868,3818.0
210,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-26,58301,59251,5411,-1326,150653,4918,-950,6737.0
211,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-19,52890,60577,-4680,-2445,145735,-5509,-7687,-2235.0
212,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-12,57570,63022,4992,2721,151244,9953,-5452,2271.0
213,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2021-01-05,52578,60301,-4351,-1886,141291,-1291,-7723,-2465.0
214,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-29,56929,62187,331,-2660,142582,-232,-5258,2991.0
215,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-21,56598,64847,-5737,-715,142814,-99,-8249,-5022.0
216,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-15,62335,65562,-8108,21641,142913,-48920,-3227,-29749.0
217,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-08,70443,43921,-2437,82,191833,42124,26522,-2519.0
218,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-12-01,72880,43839,9724,4478,149709,12922,29041,5246.0
219,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-24,63156,39361,3357,-29,136787,4470,23795,3386.0
220,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-17,59799,39390,2400,313,132317,3707,20409,2087.0
221,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-10,57399,39077,3411,9186,128610,10417,18322,-5775.0
222,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-11-03,53988,29891,-9147,-5298,118193,-7675,24097,-3849.0
223,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-27,63135,35189,6889,-1215,125868,920,27946,8104.0
224,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-20,56246,36404,4917,7553,124948,6120,19842,-2636.0
225,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-13,51329,28851,128,-1008,118828,-1846,22478,1136.0
226,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-10-06,51201,29859,7867,-839,120674,-1244,21342,8706.0
227,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-29,43334,30698,-16150,-2136,121918,-14800,12636,-14014.0
228,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-22,59484,32834,3006,2827,136718,2236,26650,179.0
229,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-15,56478,30007,3288,-14810,134482,-15905,26471,18098.0
230,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-08,53190,44817,7881,5477,150387,17656,8373,2404.0
231,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-09-01,45309,39340,2912,805,132731,-2063,5969,2107.0
232,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-25,42397,38535,-53,423,134794,252,3862,-476.0
233,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-18,42450,38112,-1790,379,134542,3634,4338,-2169.0
234,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-11,44240,37733,1548,-1960,130908,2416,6507,3508.0
235,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-08-04,42692,39693,-9159,-1294,128492,-5422,2999,-7865.0
236,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-28,51851,40987,2390,1374,133914,5778,10864,1016.0
237,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-21,49461,39613,724,2747,128136,3329,9848,-2023.0
238,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-14,48737,36866,-2111,998,124807,1869,11871,-3109.0
239,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-07-07,50848,35868,-4947,1029,122938,931,14980,-5976.0
240,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-30,55795,34839,4194,6416,122007,8717,20956,-2222.0
241,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-23,51601,28423,2343,1271,113290,3961,23178,1072.0
242,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-16,49258,27152,-9695,-32647,109329,-26608,22106,22952.0
243,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-09,58953,59799,2290,11453,135937,13323,-846,-9163.0
244,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-06-02,56663,48346,13369,9743,122614,-6338,8317,3626.0
245,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-05-26,43294,38603,19026,8351,128952,25527,4691,10675.0
246,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-05-19,24268,30252,1777,2641,103425,2327,-5984,-864.0
247,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-05-12,22491,27611,-8693,3536,101098,878,-5120,-12229.0
248,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-05-05,31184,24075,-1007,365,100220,-3139,7109,-1372.0
249,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-04-28,32191,23710,6340,-901,103359,-2121,8481,7241.0
250,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-04-21,25851,24611,-4075,-1982,105480,-3891,1240,-2093.0
251,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-04-14,29926,26593,3160,5583,109371,7234,3333,-2423.0
252,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-04-07,26766,21010,-1669,240,102137,-575,5756,-1909.0
253,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-03-31,28435,20770,-12348,1966,102712,-7611,7665,-14314.0
254,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-03-24,40783,18804,-14780,-2914,110323,-11641,21979,-11866.0
255,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-03-17,55563,21718,-73813,4889,121964,-102586,33845,-78702.0
256,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-03-10,129376,16829,-17982,652,224550,-9342,112547,-18634.0
257,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-03-03,147358,16177,-29478,-10058,233892,-42375,131181,-19420.0
258,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-02-25,176836,26235,-15509,-12828,276267,-25530,150601,-2681.0
259,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-02-18,192345,39063,-1595,1449,301797,-648,153282,-3044.0
260,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-02-11,193940,37614,-12598,-3752,302445,-6449,156326,-8846.0
261,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-02-04,206538,41366,-798,4396,308894,2966,165172,-5194.0
262,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-01-28,207336,36970,-4345,-4740,305928,5948,170366,395.0
263,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-01-21,211681,41710,4554,223,299980,5941,169971,4331.0
264,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-01-14,207127,41487,3547,-4775,294039,10707,165640,8322.0
265,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2020-01-07,203580,46262,10511,3459,283332,5386,157318,7052.0
266,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-12-31,193069,42803,-9028,-1078,277946,2959,150266,-7950.0
267,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-12-24,202097,43881,-9553,-15509,274987,-13799,158216,5956.0
268,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-12-17,211650,59390,14977,-6642,288786,-16062,152260,21619.0
269,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-12-10,196673,66032,621,107,304848,13868,130641,514.0
270,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-12-03,196052,65925,-6482,-960,290980,-1417,130127,-5522.0
271,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-11-26,202534,66885,-11404,-7232,292397,-2015,135649,-4172.0
272,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-11-19,213938,74117,-5374,-3158,294412,-3755,139821,-2216.0
273,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-11-12,219312,77275,-12969,-14604,298167,-867,142037,1635.0
274,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-11-05,232281,91879,17071,5576,299034,18407,140402,11495.0
275,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-10-29,215210,86303,22434,6477,280627,26242,128907,15957.0
276,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-10-22,192776,79826,21117,21209,254385,21285,112950,-92.0
277,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-10-15,171659,58617,11965,14319,233100,14834,113042,-2354.0
278,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-10-08,159694,44298,-2613,-2197,218266,2652,115396,-416.0
279,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-10-01,162307,46495,12436,-10962,215614,16346,115812,23398.0
280,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-09-24,149871,57457,14364,3576,199268,11330,92414,10788.0
281,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-09-17,135507,53881,8700,22711,187938,-9013,81626,-14011.0
282,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-09-10,126807,31170,536,-3310,196951,9082,95637,3846.0
283,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-09-03,126271,34480,-3720,-2197,187869,-1267,91791,-1523.0
284,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-08-27,129991,36677,-17551,-506,189136,-8389,93314,-17045.0
285,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-08-20,147542,37183,-5165,2038,197525,-14974,110359,-7203.0
286,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-08-13,152707,35145,-8459,-3952,212499,-9895,117562,-4507.0
287,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-08-06,161166,39097,-3012,3187,222394,1183,122069,-6199.0
288,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-07-30,164178,35910,1743,-1770,221211,-157,128268,3513.0
289,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-07-23,162435,37680,-6038,-2672,221368,-4357,124755,-3366.0
290,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-07-16,168473,40352,-12741,-14480,225725,-18509,128121,1739.0
291,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-07-09,181214,54832,12682,-5433,244234,8182,126382,18115.0
292,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-07-02,168532,60265,14327,21095,236052,19846,108267,-6768.0
293,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-06-25,154205,39170,10565,12336,216206,13462,115035,-1771.0
294,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-06-18,143640,26834,1742,-13749,202744,-19259,116806,15491.0
295,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-06-11,141898,40583,-30456,-7542,222003,-20087,101315,-22914.0
296,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-06-04,172354,48125,-41404,-23166,242090,-32909,124229,-18238.0
297,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-05-28,213758,71291,-4402,-384,274999,3449,142467,-4018.0
298,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-05-21,218160,71675,3801,5523,271550,6037,146485,-1722.0
299,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-05-14,214359,66152,-1126,-4644,265513,1844,148207,3518.0
300,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-05-07,215485,70796,3068,3118,263669,5118,144689,-50.0
301,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-04-30,212417,67678,5028,10994,258551,6247,144739,-5966.0
302,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-04-23,207389,56684,4851,10176,252304,7944,150705,-5325.0
303,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-04-16,202538,46508,7895,7302,244360,9684,156030,593.0
304,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-04-09,194643,39206,7945,-4769,234676,7349,155437,12714.0
305,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-04-02,186698,43975,-11914,-8303,227327,-12199,142723,-3611.0
306,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-03-26,198612,52278,14998,-8449,239526,4518,146334,23447.0
307,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-03-19,183614,60727,6362,-41429,235008,-38056,122887,47791.0
308,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-03-12,177252,102156,310,13632,273064,26423,75096,-13322.0
309,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-03-05,176942,88524,8411,11940,246641,10057,88418,-3529.0
310,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-02-26,168531,76584,-1184,1964,236584,2792,91947,-3148.0
311,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-02-19,169715,74620,10980,-7704,233792,10257,95095,18684.0
312,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-02-12,158735,82324,1819,-3125,223535,1342,76411,4944.0
313,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-02-05,156916,85449,7610,5586,222193,8052,71467,2024.0
314,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-01-29,149306,79863,7398,1474,214141,7942,69443,5924.0
315,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-01-22,141908,78389,17410,11156,206199,16012,63519,6254.0
316,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-01-15,124498,67233,32100,5817,190187,29694,57265,26283.0
317,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2019-01-08,92398,61416,10138,-11072,160493,9258,30982,21210.0
318,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-12-31,82260,72488,17702,11359,151235,14157,9772,6343.0
319,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-12-24,64558,61129,14562,10364,137078,14468,3429,4198.0
320,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-12-18,49996,50765,-16199,-3988,122610,-61510,-769,-12211.0
321,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-12-11,66195,54753,1881,-5038,184120,-7392,11442,6919.0
322,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-12-04,64314,59791,-13553,-2749,191512,1600,4523,-10804.0
323,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-11-27,77867,62540,5256,4012,189912,3882,15327,1244.0
324,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-11-20,72611,58528,2723,-4073,186030,-216,14083,6796.0
325,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-11-13,69888,62601,2300,2049,186246,2161,7287,251.0
326,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-11-06,67588,60552,-26056,717,184085,-8245,7036,-26773.0
327,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-10-30,93644,59835,-17927,6291,192330,-13940,33809,-24218.0
328,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-10-23,111571,53544,-15753,-5205,206270,-8868,58027,-10548.0
329,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-10-16,127324,58749,511,6385,215138,6544,68575,-5874.0
330,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-10-09,126813,52364,-8836,-9456,208594,-8624,74449,620.0
331,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-10-02,135649,61820,18334,-4097,217218,12568,73829,22431.0
332,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-09-25,117315,65917,5081,-5804,204650,4458,51398,10885.0
333,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-09-18,112234,71721,10952,-15025,200192,-44851,40513,25977.0
334,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-09-11,101282,86746,-2574,-4591,245043,24613,14536,2017.0
335,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-09-04,103856,91337,-2122,4696,220430,3411,12519,-6818.0
336,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-08-28,105978,86641,-7625,-1292,217019,3823,19337,-6333.0
337,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-08-21,113603,87933,623,6027,213196,5842,25670,-5404.0
338,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-08-14,112980,81906,4914,7100,207354,8878,31074,-2186.0
339,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-08-07,108066,74806,10591,3846,198476,8709,33260,6745.0
340,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-07-31,97475,70960,9980,3049,189767,12252,26515,6931.0
341,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-07-24,87495,67911,11617,21111,177515,22507,19584,-9494.0
342,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-07-17,75878,46800,9393,8447,155008,13122,29078,946.0
343,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-07-10,66485,38353,5670,-16547,141886,-3347,28132,22217.0
344,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-07-03,60815,54900,-960,-19385,145233,-5268,5915,18425.0
345,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-06-26,61775,74285,1459,2704,150501,-6002,-12510,-1245.0
346,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-06-19,60316,71581,-4607,-15042,156503,-57775,-11265,10435.0
347,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-06-12,64923,86623,-5063,5527,214278,12180,-21700,-10590.0
348,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-06-05,69986,81096,-3246,26200,202098,20427,-11110,-29446.0
349,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-05-29,73232,54896,-5537,7667,181671,-2614,18336,-13204.0
350,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-05-22,78769,47229,-7519,13719,184285,931,31540,-21238.0
351,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-05-15,86288,33510,-23623,-213,183354,-16402,52778,-23410.0
352,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-05-08,109911,33723,-19938,-10085,199756,-17149,76188,-9853.0
353,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-05-01,129849,43808,-10890,-8148,216905,-15288,86041,-2742.0
354,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-04-24,140739,51956,-14885,-1827,232193,3370,88783,-13058.0
355,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-04-17,155624,53783,8105,8482,228823,5324,101841,-377.0
356,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-04-10,147519,45301,10707,7569,223499,13554,102218,3138.0
357,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-04-03,136812,37732,6548,-2745,209945,9998,99080,9293.0
358,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-03-27,130264,40477,24394,1452,199947,17410,89787,22942.0
359,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-03-20,105870,39025,-8107,11988,182537,-13686,66845,-20095.0
360,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-03-13,113977,27037,-166,-3811,196223,4161,86940,3645.0
361,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-03-06,114143,30848,-6001,3211,192062,2840,83295,-9212.0
362,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-02-27,120144,27637,-6921,-4607,189222,-7225,92507,-2314.0
363,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-02-20,127065,32244,4303,6260,196447,-70,94821,-1957.0
364,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-02-13,122762,25984,-4888,-8811,196517,-4799,96778,3923.0
365,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-02-06,127650,34795,16727,3917,201316,12487,92855,12810.0
366,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-01-30,110923,30878,12959,-5931,188829,9846,80045,18890.0
367,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-01-23,97964,36809,15174,814,178983,6472,61155,14360.0
368,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-01-16,82790,35995,4087,-12911,172511,-11739,46795,16998.0
369,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-01-09,78703,48906,-15101,-9840,184250,-9552,29797,-5261.0
370,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2018-01-02,93804,58746,6228,7554,193802,9259,35058,-1326.0
371,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-12-26,87576,51192,-14697,2813,184543,2618,36384,-17510.0
372,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-12-19,102273,48379,-10110,22172,181925,-29553,53894,-32282.0
373,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-12-12,112383,26207,-8620,1727,211478,32182,86176,-10347.0
374,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-12-05,121003,24480,8037,1080,179296,7811,96523,6957.0
375,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-11-28,112966,23400,2922,-6258,171485,-8045,89566,9180.0
376,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-11-21,110044,29658,17083,-770,179530,1791,80386,17853.0
377,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-11-14,92961,30428,4230,-1328,177739,310,62533,5558.0
378,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-11-07,88731,31756,1511,-218,177429,123,56975,1729.0
379,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-10-31,87220,31974,-316,139,177306,-3221,55246,-455.0
380,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-10-24,87536,31835,-11400,3966,180527,-8380,55701,-15366.0
381,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-10-17,98936,27869,-3537,8145,188907,832,71067,-11682.0
382,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-10-10,102473,19724,-14979,-8612,188075,-16269,82749,-6367.0
383,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-10-03,117452,28336,-17169,-22558,204344,-15582,89116,5389.0
384,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-26,134621,50894,-1717,-8492,219926,1545,83727,6775.0
385,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-19,136338,59386,-6850,33196,218381,-39711,76952,-40046.0
386,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-12,143188,26190,2137,-1249,258092,17387,116998,3386.0
387,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-05,141051,27439,5502,-11100,240705,-5804,113612,16602.0
388,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-29,135549,38539,-2307,-1699,246509,2660,97010,-608.0
389,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-22,137856,40238,6956,4187,243849,6260,97618,2769.0
390,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-15,130900,36051,232,11820,237589,18681,94849,-11588.0
391,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-08,130668,24231,482,7594,218908,4550,106437,-7112.0
392,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-01,130186,16637,111,-548,214358,2012,113549,659.0
393,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-25,130075,17185,-80,-431,212346,2629,112890,351.0
394,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-18,130155,17616,4864,-9816,209717,-3524,112539,14680.0
395,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-11,125291,27432,5883,-7117,213241,2511,97859,13000.0
396,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-03,119408,34549,-6611,-10463,210730,-2085,84859,3852.0
397,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-27,126019,45012,360,-31662,212815,-4666,81007,32022.0
398,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-20,125659,76674,2191,49020,217481,-16009,48985,-46829.0
399,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-13,123468,27654,7867,-3126,233490,26374,95814,10993.0
400,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-06,115601,30780,3122,-6697,207116,1058,84821,9819.0
401,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-30,112479,37477,13870,-6834,206058,-5052,75002,20704.0
402,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-23,98609,44311,5923,21679,211110,27253,54298,-15756.0
403,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-16,92686,22632,172,21,183857,3971,70054,151.0
404,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-09,92514,22611,1372,-53416,179886,2560,69903,54788.0
405,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-02,91142,76027,-547,376,177326,-33,15115,-923.0
406,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-25,91689,75651,-5338,-7132,177359,-18216,16038,1794.0
407,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-18,97027,82783,10214,-16705,195575,-10088,14244,26919.0
408,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-11,86813,99488,5834,8821,205663,6564,-12675,-2987.0
409,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-04,80979,90667,8251,13202,199099,7661,-9688,-4951.0
410,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-28,72728,77465,14998,16454,191438,14674,-4737,-1456.0
411,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-21,57730,61011,6459,4273,176764,6864,-3281,2186.0
412,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-14,51271,56738,12564,-24727,169900,-39554,-5467,37291.0
413,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-07,38707,81465,-350,-3375,209454,14596,-42758,3025.0
