,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
609,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-06-04,5871,31674,   -2065,   -5234,64552,   -5463,-25803,3169.0
610,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-05-28,7936,36908,    -878,    8164,70015,    4869,-28972,-9042.0
611,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-05-21,8814,28744,    -736,    3784,65146,    7062,-19930,-4520.0
612,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-05-14,9550,24960,    2259,   11434,58084,    8839,-15410,-9175.0
613,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-05-07,7291,13526,    -841,   -2870,49245,   -1627,-6235,2029.0
614,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-04-30,8132,16396,   -5117,    4326,50872,     771,-8264,-9443.0
615,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-04-23,13249,12070,   -1705,   -6137,50101,   -3668,1179,4432.0
616,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-04-16,14954,18207,    8384,    1623,53769,   11018,-3253,6761.0
617,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-04-09,6570,16584,   -3219,   -5220,42751,   -8722,-10014,2001.0
618,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-04-02,9789,21804,    1121,     938,51473,    1898,-12015,183.0
619,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-03-26,8668,20866,   -2475,   -1273,49575,   -1005,-12198,-1202.0
620,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-03-19,11143,22139,    4937,    2445,50580,  -18828,-10996,2492.0
621,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-03-12,6206,19694,    -886,    1152,69408,   14097,-13488,-2038.0
622,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-03-05,7092,18542,   -1073,    2186,55311,    7709,-11450,-3259.0
623,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-02-26,8165,16356,   -2904,    4612,47602,    4769,-8191,-7516.0
624,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-02-19,11069,11744,   -1044,    4183,42833,     983,-675,-5227.0
625,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-02-12,12113,7561,    -978,   -1654,41850,   -1735,4552,676.0
626,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-02-05,13091,9215,    1097,    1369,43585,    4967,3876,-272.0
627,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-01-29,11994,7846,   -3238,   -1002,38618,    -865,4148,-2236.0
628,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-01-22,15232,8848,   -3775,    2611,39483,   -3693,6384,-6386.0
629,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-01-15,19007,6237,    -597,   -3106,43176,   -3540,12770,2509.0
630,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2013-01-08,19604,9343,   -4196,   -2826,46716,   -3466,10261,-1370.0
631,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-12-31,23800,12169,    1903,    1707,50182,    1548,11631,196.0
632,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-12-24,21897,10462,    4536,   -2619,48634,    5222,11435,7155.0
633,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-12-18,17361,13081,    6118,    5047,43412,   -5423,4280,1071.0
634,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-12-11,11243,8034,    -479,   -3052,48835,    4037,3209,2573.0
635,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-12-04,11722,11086,    1978,   -2025,44798,    2031,636,4003.0
636,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-11-27,9744,13111,    2524,   -6597,42767,   -3443,-3367,9121.0
637,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-11-20,7220,19708,   -4168,    -568,46210,    -730,-12488,-3600.0
638,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-11-13,11388,20276,   -2121,    6464,46940,    6629,-8888,-8585.0
639,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-11-06,13509,13812,    1724,    4393,40311,    2720,-303,-2669.0
640,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-10-30,11785,9419,    1029,    1024,37591,     822,2366,5.0
641,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-10-23,10756,8395,     467,   -3086,36769,     282,2361,3553.0
642,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-10-16,10289,11481,   -1387,    -501,36487,    1223,-1192,-886.0
643,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-10-09,11676,11982,    -965,   -1643,35264,   -2049,-306,678.0
644,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-10-02,12641,13625,    -926,    -846,37313,     -15,-984,-80.0
645,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-09-25,13567,14471,     -59,   -3682,37328,   -1121,-904,3623.0
646,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-09-18,13626,18153,    1978,   -2462,38449,  -19582,-4527,4440.0
647,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-09-11,11648,20615,    2635,   -1510,58031,    2082,-8967,4145.0
648,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-09-04,9013,22125,   -1671,     -20,55949,     523,-13112,-1651.0
649,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-08-28,10684,22145,    4763,     562,55426,     807,-11461,4201.0
650,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-08-21,5921,21583,    -219,   -3411,54619,   -2154,-15662,3192.0
651,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-08-14,6140,24994,    -631,     308,56773,     394,-18854,-939.0
652,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-08-07,6771,24686,    1362,     469,56379,   -3157,-17915,893.0
653,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-07-31,5409,24217,     307,   -6830,59536,   -4839,-18808,7137.0
654,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-07-24,5102,31047,   -1107,    1748,64375,    1539,-25945,-2855.0
655,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-07-17,6209,29299,     394,    5900,62836,    4719,-23090,-5506.0
656,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-07-10,5815,23399,     552,    -924,58117,    4795,-17584,1476.0
657,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-07-03,5263,24323,     626,   -4150,53322,     875,-19060,4776.0
658,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-06-26,4637,28473,  -19471,   -2642,52447,   -3309,-23836,-16829.0
659,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-06-19,24108,31115,   18888,   -7406,55756,  -36267,-7007,26294.0
660,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-06-12,5220,38521,    -527,    -874,92023,   20056,-33301,347.0
661,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-06-05,5747,39395,   -1135,    1917,71967,      72,-33648,-3052.0
662,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-05-29,6882,37478,    1981,   -2274,71895,      63,-30596,4255.0
663,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-05-22,4901,39752,   -1226,    6931,71832,    8289,-34851,-8157.0
664,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-05-15,6127,32821,    1147,   11347,63543,   17826,-26694,-10200.0
665,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-05-08,4980,21474,    -712,    1471,45717,    4060,-16494,-2183.0
666,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-05-01,5692,20003,    1380,    -950,41657,    1502,-14311,2330.0
667,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-04-24,4312,20953,   -1728,    1151,40155,   -1203,-16641,-2879.0
668,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-04-17,6040,19802,    -508,    3335,41358,    1363,-13762,-3843.0
669,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-04-10,6548,16467,     -67,   -4824,39995,   -3629,-9919,4757.0
670,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-04-03,6615,21291,     322,     -98,43624,     772,-14676,420.0
671,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-03-27,6293,21389,   -5454,   -1549,42852,    -764,-15096,-3905.0
672,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-03-20,11747,22938,    2396,   -1211,43616,  -12689,-11191,3607.0
673,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-03-13,9351,24149,    1237,   -3443,56305,    2656,-14798,4680.0
674,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-03-06,8114,27592,   -1661,   -1574,53649,    1289,-19478,-87.0
675,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-28,9775,29166,    1875,    1420,52360,    1163,-19391,455.0
676,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-21,7900,27746,    -763,    3220,51197,    3105,-19846,-3983.0
677,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-14,8663,24526,     332,    6400,48092,    5266,-15863,-6068.0
678,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-02-07,8331,18126,    1854,     427,42826,    1990,-9795,1427.0
679,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-31,6477,17699,    1305,      13,40836,    1522,-11222,1292.0
680,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-24,5172,17686,     523,     215,39314,   -2263,-12514,308.0
681,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-17,4649,17471,    -463,     262,41577,    -292,-12822,-725.0
682,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-10,5112,17209,    1325,    1067,41869,    3870,-12097,258.0
683,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2012-01-03,3787,16142,     -42,    1515,37999,    2258,-12355,-1557.0
684,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-27,3829,14627,   -6588,    1074,35741,    2721,-10798,-7662.0
685,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-20,10417,13553,    5412,   -1933,33020,  -23082,-3136,7345.0
686,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-13,5005,15486,     647,     -30,56102,   13554,-10481,677.0
687,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-12-06,4358,15516,    -592,    1239,42548,    5324,-11158,-1831.0
688,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-29,4950,14277,     901,    4358,37224,    6202,-9327,-3457.0
689,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-22,4049,9919,   -1259,    2707,31022,     816,-5870,-3966.0
690,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-15,5308,7212,   -1620,    2446,30206,    4667,-1904,-4066.0
691,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-08,6928,4766,    3704,    -204,25539,    1932,2162,3908.0
692,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-11-01,3224,4970,   -1853,   -1310,23607,   -4090,-1746,-543.0
693,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-25,5077,6280,    1248,     208,27697,    1600,-1203,1040.0
694,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-18,3829,6072,   -1404,     852,26097,    1780,-2243,-2256.0
695,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-11,5233,5220,     123,    -999,24317,    -647,13,1122.0
696,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-10-04,5110,6219,   -1508,    2025,24964,    1841,-1109,-3533.0
697,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-27,6618,4194,    -640,    1157,23123,    1623,2424,-1797.0
698,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-20,7258,3037,   -3151,   -1879,21500,  -22328,4221,-1272.0
699,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-13,10409,4916,   -2180,    -124,43828,   -1957,5493,-2056.0
700,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-09-06,12589,5040,    -758,    1035,45785,     219,7549,-1793.0
701,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-30,13347,4005,   -1542,   -1247,45566,   -3398,9342,-295.0
702,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-23,14889,5252,    1559,     930,48964,     466,9637,629.0
703,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-16,13330,4322,   -1119,   -5472,48498,   -4557,9008,4353.0
704,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-09,14449,9794,  -11144,   -3458,53055,   -3856,4655,-7686.0
705,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-08-02,25593,13252,    4490,      26,56911,    3398,12341,4464.0
706,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-26,21103,13226,     -56,    3561,53513,    1380,7877,-3617.0
707,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-19,21159,9665,    3020,    -393,52133,    3503,11494,3413.0
708,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-12,18139,10058,    2156,    -634,48630,    1064,8081,2790.0
709,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-07-05,15983,10692,   -5429,    -772,47566,   -3661,5291,-4657.0
710,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-28,21412,11464,   -2288,    -423,51227,     -77,9948,-1865.0
711,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-21,23700,11887,   -1855,    -381,51304,   -2744,11813,-1474.0
712,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-14,25555,12268,    -735,    2843,54048,  -20291,13287,-3578.0
713,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-06-07,26290,9425,   -1556,    2698,74339,    6626,16865,-4254.0
714,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-31,27846,6727,    4758,   -1636,67713,     937,21119,6394.0
715,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-24,23088,8363,   -1321,    -385,66776,   -1528,14725,-936.0
716,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-17,24409,8748,   -3496,   -2821,68304,   -4008,15661,-675.0
717,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-10,27905,11569,    -646,    1399,72312,    -466,16336,-2045.0
718,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-05-03,28551,10170,    1002,     462,72778,    1143,18381,540.0
719,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-26,27549,9708,     278,    -189,71635,    2354,17841,467.0
720,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-19,27271,9897,    4999,    2282,69281,    7776,17374,2717.0
721,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-12,22272,7615,     684,   -3130,61505,    1551,14657,3814.0
722,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-04-05,21588,10745,   -2596,    5518,59954,    3224,10843,-8114.0
723,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-29,24184,5227,    -699,    1645,56730,     -56,18957,-2344.0
724,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-22,24883,3582,   -7412,   -1073,56786,   -4720,21301,-6339.0
725,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-15,32295,4655,    1454,   -2525,61506,   -1430,27640,3979.0
726,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-08,30841,7180,    1623,   -4021,62936,    5576,23661,5644.0
727,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-03-01,29218,11201,   10892,    5166,57360,   13429,18017,5726.0
728,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-22,18326,6035,     859,    -914,43931,    1997,12291,1773.0
729,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-15,17467,6949,   -5219,   -7556,41934,   -5942,10518,2337.0
730,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-08,22686,14505,     607,    2867,47876,    1126,8181,-2260.0
731,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-02-01,22079,11638,    4404,     557,46750,    6280,10441,3847.0
732,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-25,17675,11081,   -2036,   -1638,40470,   -1369,6594,-398.0
733,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-18,19711,12719,    -786,    3040,41839,   -1000,6992,-3826.0
734,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-11,20497,9679,   -3990,   -1776,42839,   -4645,10818,-2214.0
735,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2011-01-04,24487,11455,     138,    1108,47484,    1128,13032,-970.0
736,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-28,24349,10347,   -1016,   -2491,46356,    1652,14002,1475.0
737,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-21,25365,12838,    4571,    2760,44704,    4900,12527,1811.0
738,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-14,20794,10078,    2780,    1051,39804,   -3110,10716,1729.0
739,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-12-07,18014,9027,    1774,     611,42914,    -686,8987,1163.0
740,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-30,16240,8416,    1531,    2218,43600,    3535,7824,-687.0
741,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-23,14709,6198,   -3296,   -4004,40065,   -4514,8511,708.0
742,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-16,18005,10202,   -6906,   -2094,44579,   -6421,7803,-4812.0
743,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-09,24911,12296,    1548,    1398,51000,    2871,12615,150.0
744,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-11-02,23363,10898,   -1237,   -1183,48129,   -1939,12465,-54.0
745,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-26,24600,12081,    -308,   -1592,50068,   -3954,12519,1284.0
746,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-19,24908,13673,   -6596,    2116,54022,   -3700,11235,-8712.0
747,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-12,31504,11557,    -189,    2463,57722,    1086,19947,-2652.0
748,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-10-05,31693,9094,    4038,    1432,56636,    3184,22599,2606.0
749,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-28,27655,7662,    1383,   -4148,53452,    3542,19993,5531.0
750,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-21,26272,11810,   -1528,   -1754,49910,     558,14462,226.0
751,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-14,27800,13564,    2336,    4727,49352,  -25361,14236,-2391.0
752,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-09-07,25464,8837,    4279,    1933,74713,   14058,16627,2346.0
753,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-31,21185,6904,     450,      37,60655,    3339,14281,413.0
754,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-24,20735,6867,    2694,     576,57316,    2756,13868,2118.0
755,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-17,18041,6291,    1266,     417,54560,    1994,11750,849.0
756,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-10,16775,5874,   -3527,    1795,52566,   -5410,10901,-5322.0
757,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-08-03,20302,4079,    5019,   -4988,57976,    2254,16223,10007.0
758,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-27,15283,9067,   -4694,    4203,55722,     804,6216,-8897.0
759,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-20,19977,4864,    1740,    1217,54918,    1862,15113,523.0
760,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-13,18237,3647,   10610,  -11435,53056,    8054,14590,22045.0
761,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-07-06,7627,15082,     -20,   -5413,45002,    2162,-7455,5393.0
762,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-29,7647,20495,   -1973,     610,42840,    -721,-12848,-2583.0
763,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-22,9620,19885,     768,   -5443,43561,    -531,-10265,6211.0
764,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-15,8852,25328,   -5259,    -198,44092,  -15530,-16476,-5061.0
765,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-08,14111,25526,    2972,    -337,59622,    9663,-11415,3309.0
766,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-06-01,11139,25863,    -350,    1755,49959,    1796,-14724,-2105.0
767,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-25,11489,24108,     873,   -1066,48163,     -79,-12619,1939.0
768,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-18,10616,25174,     596,   -2373,48242,   -2320,-14558,2969.0
769,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-11,10020,27547,   -2645,   -1710,50562,    -777,-17527,-935.0
770,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-05-04,12665,29257,    -366,    2613,51339,    2031,-16592,-2979.0
771,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-27,13031,26644,    3193,   11424,49308,   15877,-13613,-8231.0
772,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-20,9838,15220,    -579,    -151,33431,    -455,-5382,-428.0
773,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-13,10417,15371,     640,    1442,33886,    1614,-4954,-802.0
774,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-04-06,9777,13929,    3042,     654,32272,    3982,-4152,2388.0
775,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-30,6735,13275,   -2504,    2948,28290,   -2620,-6540,-5452.0
776,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-23,9239,10327,     262,   -3883,30910,   -1247,-1088,4145.0
777,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-16,8977,14210,   -1750,   -1662,32157,  -15653,-5233,-88.0
778,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-09,10727,15872,    -781,   -1946,47810,    5663,-5145,1165.0
779,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-03-02,11508,17818,    -611,   -3120,42147,   -3260,-6310,2509.0
780,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-23,12119,20938,    1356,    5508,45407,    4526,-8819,-4152.0
781,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-16,10763,15430,    1544,    -685,40881,   -1478,-4667,2229.0
782,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-09,9219,16115,   -1125,    3996,42359,    6096,-6896,-5121.0
783,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-02-02,10344,12119,   -2077,    5403,36263,    2188,-1775,-7480.0
784,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-26,12421,6716,   -4860,    3406,34075,   -3669,5705,-8266.0
785,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-19,17281,3310,      68,      23,37744,    -460,13971,45.0
786,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-12,17213,3287,    4725,  -11981,38204,    3043,13926,16706.0
787,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2010-01-05,12488,15268,    2154,   -2117,35161,   -2872,-2780,4271.0
788,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-29,10334,17385,    1250,    3733,38033,    3835,-7051,-2483.0
789,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-22,9084,13652,   -2221,    2808,34198,     607,-4568,-5029.0
790,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-15,11305,10844,   -8872,    4015,33591,  -16004,461,-12887.0
791,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-08,20177,6829,   -8727,    2650,49595,   -7064,13348,-11377.0
792,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-12-01,28904,4179,    2768,     160,56659,    2500,24725,2608.0
793,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-24,26136,4019,     825,     907,54159,     141,22117,-82.0
794,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-17,25311,3112,    -406,     693,54018,     738,22199,-1099.0
795,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-09,25717,2419,    4546,     -87,53280,    6866,23298,4633.0
796,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-11-03,21171,2506,   -2933,   -3753,46414,   -4289,18665,820.0
797,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-27,24104,6259,   -5913,      95,50703,   -4045,17845,-6008.0
798,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-20,30017,6164,    2480,     906,54748,    4335,23853,1574.0
799,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-13,27537,5258,    -724,     467,50413,     826,22279,-1191.0
800,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-10-06,28261,4791,    5404,    -473,49587,    4045,23470,5877.0
801,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-29,22857,5264,   -6111,      87,45542,   -6545,17593,-6198.0
802,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-22,28968,5177,    4942,    -658,52087,    7071,23791,5600.0
803,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-15,24026,5835,     655,     601,45016,   -7277,18191,54.0
804,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-08,23371,5234,    3744,    -141,52293,    7686,18137,3885.0
805,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-09-01,19627,5375,   -4022,   -1476,44607,   -1589,14252,-2546.0
806,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-25,23649,6851,   11528,    1485,46196,   15905,16798,10043.0
807,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-18,12121,5366,    1159,   -5633,30291,   -2510,6755,6792.0
808,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2009-08-11,10962,10999,  -10379,    4170,32801,   -9422,-37,-14549.0
