,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
913,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-08-07,34401,36705,    6092,   -6237,121823,    4985,-2304,12329.0
914,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-31,28309,42942,    6400,  -21844,116838,    1455,-14633,28244.0
915,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-24,21909,64786,   -2280,    5043,115383,    4805,-42877,-7323.0
916,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-17,24189,59743,    3850,    1332,110578,    7586,-35554,2518.0
917,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-10,20339,58411,    5463,    9960,102992,    7962,-38072,-4497.0
918,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-03,14876,48451,    6573,  -18683,95030,   -6915,-33575,25256.0
919,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-26,8303,67134,    1621,  -18879,101945,   -8611,-58831,20500.0
920,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-19,6682,86013,   -3659,   -3509,110556,  -44584,-79331,-150.0
921,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-12,10341,89522,   -1195,   19734,155140,   55593,-79181,-20929.0
922,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-05,11536,69788,    1892,     936,99547,    2030,-58252,956.0
923,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-29,9644,68852,     272,   -6389,97517,   -2786,-59208,6661.0
924,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-22,9372,75241,   -7721,   23403,100303,   18975,-65869,-31124.0
925,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-15,17093,51838,    2233,    2626,81328,    -408,-34745,-393.0
926,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-08,14860,49212,   -1809,    1373,81736,    1747,-34352,-3182.0
927,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-01,16669,47839,   -6560,    7759,79989,    2033,-31170,-14319.0
928,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-24,23229,40080,    5322,    -199,77956,   10391,-16851,5521.0
929,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-17,17907,40279,    4454,    3620,67565,    8847,-22372,834.0
930,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-10,13453,36659,    3159,    -900,58718,    1052,-23206,4059.0
931,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-03,10294,37559,   -8303,    7403,57666,    4946,-27265,-15706.0
932,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-27,18597,30156,    2577,    -866,52720,    -582,-11559,3443.0
933,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-20,16020,31022,    1008,   -8881,53302,  -34888,-15002,9889.0
934,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-13,15012,39903,   -1847,    1177,88190,    4870,-24891,-3024.0
935,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-06,16859,38726,    1036,  -21782,83320,  -20058,-21867,22818.0
936,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-27,15823,60508,   10298,    -570,103378,    3104,-44685,10868.0
937,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-20,5525,61078,   -1168,   -9021,100274,   -7714,-55553,7853.0
938,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-13,6693,70099,   -2700,   17781,107988,   14452,-63406,-20481.0
939,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-06,9393,52318,    3574,  -13081,93536,   -6106,-42925,16655.0
940,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-30,5819,65399,     529,   16028,99642,   16577,-59580,-15499.0
941,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-23,5290,49371,   -1186,     647,83065,    -738,-44081,-1833.0
942,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-16,6476,48724,   -1222,     655,83803,    2878,-42248,-1877.0
943,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-09,7698,48069,   -3582,   13991,80925,   16193,-40371,-17573.0
944,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-03,11280,34078,   -6334,    4179,64732,    7682,-22798,-10513.0
945,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-26,17614,29899,    -701,     746,57050,    2398,-12285,-1447.0
946,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-19,18315,29153,   -6666,   -5600,54652,  -38188,-10838,-1066.0
947,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-12,24981,34753,    -854,    2450,92840,   11932,-9772,-3304.0
948,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-05,25835,32303,    3874,   -3561,80908,    2202,-6468,7435.0
949,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-28,21961,35864,   11328,  -13566,78706,   -5614,-13903,24894.0
950,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-21,10633,49430,     750,   -2998,84320,   -3615,-38797,3748.0
951,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-14,9883,52428,   -4443,  -17599,87935,  -15249,-42545,13156.0
952,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-07,14326,70027,    3096,   11728,103184,   13216,-55701,-8632.0
953,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-31,11230,58299,    1899,  -21255,89968,  -17848,-47069,23154.0
954,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-24,9331,79554,   -1173,    1842,107816,    2770,-70223,-3015.0
955,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-17,10504,77712,    1634,    8422,105046,    9067,-67208,-6788.0
956,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-10,8870,69290,   -1889,   28404,95979,   23292,-60420,-30293.0
957,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-03,10759,40886,     262,    1369,72687,    2710,-30127,-1107.0
958,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-26,10497,39517,     386,  -14628,69977,   -7017,-29020,15014.0
959,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-19,10111,54145,   -1902,    8891,76994,  -21018,-44034,-10793.0
960,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-12,12013,45254,     792,   14887,98012,   27959,-33241,-14095.0
961,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-05,11221,30367,   -1397,    5114,70053,    1266,-19146,-6511.0
962,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-29,12618,25253,   -4229,   -2059,68787,     303,-12635,-2170.0
963,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-22,16847,27312,    3765,   -1017,68484,    2463,-10465,4782.0
964,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-15,13082,28329,   -8402,   -8008,66021,   -6622,-15247,-394.0
965,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-08,21484,36337,    3997,    9456,72643,    7538,-14853,-5459.0
966,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-01,17487,26881,     876,  -10690,65105,   -8455,-9394,11566.0
967,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-25,16611,37571,   -1505,    4038,73560,    3948,-20960,-5543.0
968,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-18,18116,33533,   -2004,    6154,69612,    6841,-15417,-8158.0
969,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-11,20120,27379,   -1207,    1738,62771,    3962,-7259,-2945.0
970,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-03,21327,25641,    6818,   -4757,58809,   -4747,-4314,11575.0
971,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-27,14509,30398,   -5788,    4629,63556,    5939,-15889,-10417.0
972,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-20,20297,25769,    -879,    1711,57617,  -65309,-5472,-2590.0
973,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-13,21176,24058,   -5463,    6739,122926,   15300,-2882,-12202.0
974,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-06,26639,17319,   -3625,   -2414,107626,    6774,9320,-1211.0
975,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-30,30264,19733,     126,   -2023,100852,    -882,10531,2149.0
976,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-23,30138,21756,    6203,   -3760,101734,     998,8382,9963.0
977,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-16,23935,25516,    5629,   -3803,100736,    5880,-1581,9432.0
978,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-09,18306,29319,     788,    -828,94856,    4900,-11013,1616.0
979,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-02,17518,30147,    5405,   -6395,89956,    5881,-12629,11800.0
980,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-25,12113,36542,    1369,    3630,84075,    3150,-24429,-2261.0
981,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-18,10744,32912,    4274,   -2209,80925,    2320,-22168,6483.0
982,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-11,6470,35121,    -942,  -10419,78605,    -415,-28651,9477.0
983,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-04,7412,45540,    1592,   -5615,79020,   -5675,-38128,7207.0
984,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-28,5820,51155,    2358,     828,84695,    1388,-45335,1530.0
985,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-21,3462,50327,   -3967,   -5480,83307,  -10406,-46865,1513.0
986,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-14,7429,55807,   -8546,   -6391,93713,  -34066,-48378,-2155.0
987,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-07,15975,62198,    -334,  -22373,127779,   -6639,-46223,22039.0
988,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-28,16309,84571,   -7480,   23807,134418,   22010,-68262,-31287.0
989,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-21,23789,60764,    2177,    7964,112408,    4065,-36975,-5787.0
990,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-14,21612,52800,   -2012,   14486,108343,   16211,-31188,-16498.0
991,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-07,23624,38314,   -2598,   13075,92132,    8010,-14690,-15673.0
992,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-31,26222,25239,    1894,    5274,84122,   -1754,983,-3380.0
993,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-24,24328,19965,    2972,      69,85876,    5396,4363,2903.0
994,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-17,21356,19896,   -2782,   -4482,80480,    1451,1460,1700.0
995,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-10,24138,24378,    9136,   -7135,79029,    1661,-240,16271.0
996,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-03,15002,31513,    5970,  -15845,77368,   -9183,-16511,21815.0
997,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-27,9032,47358,    3785,    8044,86551,   10647,-38326,-4259.0
998,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-20,5247,39314,   -8690,  -14484,75904,  -38005,-34067,5794.0
999,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-13,13937,53798,   -2613,  -12111,113909,    8496,-39861,9498.0
1000,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-06,16550,65909,    2355,    3298,105413,    6050,-49359,-943.0
1001,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-29,14195,62611,    -996,    -787,99363,   -1518,-48416,-209.0
1002,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-22,15191,63398,      59,    3232,100881,    2435,-48207,-3173.0
1003,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-15,15132,60166,    1302,   11666,98446,   13693,-45034,-10364.0
1004,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-08,13830,48500,     193,   13084,84753,   15179,-34670,-12891.0
1005,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-01,13637,35416,     823,    1759,69574,    2810,-21779,-936.0
1006,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-25,12814,33657,   -1144,  -11283,66764,  -13558,-20843,10139.0
1007,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-18,13958,44940,     386,    6081,80322,    7945,-30982,-5695.0
1008,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-11,13572,38859,    3599,  -18240,72377,  -15402,-25287,21839.0
1009,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-04,9973,57099,    3835,    7230,87779,   11022,-47126,-3395.0
1010,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-27,6138,49869,    3650,   16471,76757,   19559,-43731,-12821.0
1011,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-20,2488,33398,   -1687,   14257,57198,   -3647,-30910,-15944.0
1012,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-13,4175,19141,  -10769,    3412,60845,    -627,-14966,-14181.0
1013,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-06,14944,15729,   10936,  -20155,61472,   -6249,-785,31091.0
1014,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-30,4008,35884,     843,   -4825,67721,    -274,-31876,5668.0
1015,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-23,3165,40709,   -3320,    6602,67995,    1105,-37544,-9922.0
1016,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-16,6485,34107,     440,   -4149,66890,   -4387,-27622,4589.0
1017,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-09,6045,38256,    1412,    2297,71277,     -50,-32211,-885.0
1018,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-02,4633,35959,      29,   -5074,71327,   -2441,-31326,5103.0
1019,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-26,4604,41033,   -1415,   -1478,73768,    1352,-36429,63.0
1020,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-19,6019,42511,    3028,    1572,72416,    2891,-36492,1456.0
1021,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-12,2991,40939,    1297,   -6295,69525,   -4265,-37948,7592.0
1022,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-05,1694,47234,     -70,    1049,73790,     671,-45540,-1119.0
1023,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-28,1764,46185,     185,    2219,73119,    1590,-44421,-2034.0
1024,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-21,1579,43966,   -1326,   -2520,71529,   -2005,-42387,1194.0
1025,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-14,2905,46486,     962,    -769,73534,  -16486,-43581,1731.0
1026,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-07,1943,47255,    1093,    7006,90020,   20983,-45312,-5913.0
1027,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-31,850,40249,    -912,     816,69037,    -836,-39399,-1728.0
1028,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-24,1762,39433,    -180,    9113,69873,    8915,-37671,-9293.0
1029,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-17,1942,30320,    -272,   10682,60958,   16981,-28378,-10954.0
1030,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-10,2214,19638,   -2675,    3419,43977,    5393,-17424,-6094.0
1031,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-03,4889,16219,    1385,    4090,38584,    4188,-11330,-2705.0
1032,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-26,3504,12129,     -81,   -3177,34396,   -1426,-8625,3096.0
1033,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-19,3585,15306,    1908,   -9135,35822,   -9870,-11721,11043.0
1034,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-12,1677,24441,       0,    3985,45692,   -1772,-22764,-3985.0
1035,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-05,1677,20456,    -491,    4246,47464,    5208,-18779,-4737.0
1036,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-29,2168,16210,   -3074,    -388,42256,    3978,-14042,-2686.0
1037,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-22,5242,16598,   -5413,    6103,38278,   -3526,-11356,-11516.0
1038,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-15,10655,10495,    3181,      -6,41804,  -25708,160,3187.0
1039,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-08,7474,10501,     161,    1285,67512,    5556,-3027,-1124.0
1040,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-01,7313,9216,    2523,     976,61956,    7519,-1903,1547.0
1041,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-22,4790,8240,     953,   -6866,54437,    1585,-3450,7819.0
1042,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-15,3837,15106,     466,   -5439,52852,   -4009,-11269,5905.0
1043,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-08,3371,20545,   -2951,    6823,56861,    5002,-17174,-9774.0
1044,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-01,6322,13722,   -1721,     498,51859,     790,-7400,-2219.0
1045,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-25,8043,13224,   -3174,     907,51069,   -1082,-5181,-4081.0
1046,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-18,11217,12317,    -666,     494,52151,   -1483,-1100,-1160.0
1047,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-11,11883,11823,   -7505,    3930,53634,    2646,60,-11435.0
1048,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-04,19388,7893,  -14340,    -846,50988,   -9294,11495,-13494.0
1049,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-28,33728,8739,    3623,   -9814,60282,    3448,24989,13437.0
1050,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-21,30105,18553,   -4214,    1794,56834,     163,11552,-6008.0
1051,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-14,34319,16759,   -6074,   12414,56671,  -43598,17560,-18488.0
1052,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-07,40393,4345,   -2368,     522,100269,   25234,36048,-2890.0
1053,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-30,42761,3823,   -1630,   -1782,75035,   -2348,38938,152.0
1054,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-23,44391,5605,   -2268,     -49,77383,    1620,38786,-2219.0
1055,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-16,46659,5654,     401,    -237,75763,   -1405,41005,638.0
1056,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-09,46258,5891,    6334,   -2241,77168,    9070,40367,8575.0
1057,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-02,39924,8132,    4521,      60,68098,    4503,31792,4461.0
1058,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-26,35403,8072,   13115,   -2418,63595,   13901,27331,15533.0
1059,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-19,22288,10490,   14121,   -2315,49694,   14262,11798,16436.0
1060,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-12,8167,12805,    3075,    2953,35432,    4340,-4638,122.0
1061,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-05,5092,9852,       0,    -786,31092,    1318,-4760,786.0
1062,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-09-28,5092,10638,.,.,29774,.,-5546,2114.0
1063,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-09-07,3488,11148,    -219,    -742,41687,      30,-7660,523.0
1064,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-31,3707,11890,    -445,    1202,41657,    1220,-8183,-1647.0
1065,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-24,4152,10688,   -2700,    1334,40437,    -430,-6536,-4034.0
1066,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-17,6852,9354,    2432,   -1495,40867,    4518,-2502,3927.0
1067,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-10,4420,10849,    1280,   -5118,36349,   -5983,-6429,6398.0
1068,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-03,3140,15967,   -5187,    6814,42332,    2221,-12827,-12001.0
1069,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-27,8327,9153,  -15654,    6335,40111,  -15667,-826,-21989.0
1070,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-20,23981,2818,   -5212,     466,55778,   -4313,21163,-5678.0
1071,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-13,29193,2352,    4047,    -618,60091,    6530,26841,4665.0
1072,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-06,25146,2970,    8914,    -913,53561,   14445,22176,9827.0
1073,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-29,16232,3883,   -2267,    2822,39116,   -3662,12349,-5089.0
1074,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-22,18499,1061,   -2600,   -3293,42778,    -610,17438,693.0
1075,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-15,21099,4354,   -1571,   -2054,43388,  -26590,16745,483.0
1076,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-08,22670,6408,   10562,    -378,69978,   24008,16262,10940.0
1077,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-01,12108,6786,    7741,   -1121,45970,    9441,5322,8862.0
1078,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-25,4367,7907,    -266,     676,36529,    1661,-3540,-942.0
1079,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-18,4633,7231,    3389,    -908,34868,   -3599,-2598,4297.0
1080,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-11,1244,8139,    -473,    -667,38467,    1566,-6895,194.0
1081,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-04,1717,8806,     343,   -3660,36901,    -988,-7089,4003.0
1082,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-27,1374,12466,   -2383,     406,37889,   -1047,-11092,-2789.0
1083,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-20,3757,12060,    -108,    2254,38936,    2798,-8303,-2362.0
1084,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-12,3865,9806,    -504,   -7391,36138,   -8193,-5941,6887.0
1085,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-06,4369,17197,     475,    8683,44331,    9630,-12828,-8208.0
1086,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-30,3894,8514,    -236,    1522,34701,    2084,-4620,-1758.0
1087,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-23,4130,6992,     779,   -5682,32617,   -4364,-2862,6461.0
1088,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-16,3351,12674,    -273,   -5723,36981,  -15197,-9323,5450.0
1089,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-09,3624,18397,   -1894,    2099,52178,    4383,-14773,-3993.0
1090,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-02,5518,16298,   -7090,    9064,47795,    6274,-10780,-16154.0
1091,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-24,12608,7234,   -6950,    -845,41521,   -4481,5374,-6105.0
1092,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-17,19558,8079,     584,     108,46002,    2162,11479,476.0
1093,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-10,18974,7971,    3740,    2180,43840,    2941,11003,1560.0
1094,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-03,15234,5791,   -3154,     382,40899,    -937,9443,-3536.0
1095,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-27,18388,5409,    4530,     583,41836,      81,12979,3947.0
1096,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-20,13858,4826,   -5968,     273,41755,   -6833,9032,-6241.0
1097,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-13,19826,4553,   -1372,    -440,48588,   -1643,15273,-932.0
1098,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-06,21198,4993,    -439,     139,50231,    1616,16205,-578.0
1099,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-30,21637,4854,    5350,     199,48615,    3973,16783,5151.0
1100,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-22,16287,4655,    -930,     692,44642,     807,11632,-1622.0
1101,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-16,17217,3963,     367,    -536,43835,  -40383,13254,903.0
1102,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-09,16850,4499,    3574,    -319,84218,   12945,12351,3893.0
1103,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-02,13276,4818,    2973,    -604,71273,    4417,8458,3577.0
1104,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-25,10303,5422,   -1576,   -3506,66856,    1462,4881,1930.0
1105,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-18,11879,8928,    9527,   -9146,65394,    3962,2951,18673.0
1106,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-11,2352,18074,   -5723,    7705,61432,    5705,-15722,-13428.0
1107,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-04,8075,10369,  -12328,    3065,55727,   -2645,-2294,-15393.0
1108,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-28,20403,7304,     358,   -1348,58372,    1896,13099,1706.0
1109,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-21,20045,8652,   -1582,    1923,56476,    1901,11393,-3505.0
