,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1350,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-12-23,1987,3426,   -2162,   -1761,12921,   -1905,-1439,-401.0
1351,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-12-16,4149,5187,   -1287,   -1508,14826,   -2688,-1038,221.0
1352,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-12-09,5436,6695,      -9,      10,17514,    3728,-1259,-19.0
1353,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-12-02,5445,6685,    3660,    5417,13786,    2481,-1240,-1757.0
1354,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-11-25,1785,1268,   -1896,   -2544,11305,   -2859,517,648.0
1355,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-11-18,3681,3812,    1398,    1983,14164,    2729,-131,-585.0
1356,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-11-11,2283,1829,     276,     -37,11435,    -751,454,313.0
1357,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-11-04,2007,1866,    1133,     326,12186,     406,141,807.0
1358,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-10-28,874,1540,   -1331,    -426,11780,    1208,-666,-905.0
1359,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-10-21,2205,1966,    -907,    -361,10572,    -422,239,-546.0
1360,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-10-14,3112,2327,     131,    -346,10994,      73,785,477.0
1361,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-10-07,2981,2673,    -322,    -452,10921,    1560,308,130.0
1362,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-09-30,3303,3125,     114,       1,9361,     462,178,113.0
1363,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-09-23,3189,3124,    -151,      -7,8899,   -2574,65,-144.0
1364,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-09-16,3340,3131,   -2558,   -2496,11473,    1512,209,-62.0
1365,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-09-09,5898,5627,    1347,    1546,9961,    2528,271,-199.0
1366,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-09-02,4551,4081,    1438,     949,7433,    1328,470,489.0
1367,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-08-26,3113,3132,   -1902,   -2315,6105,   -2360,-19,413.0
1368,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-08-19,5015,5447,     238,   -1125,8465,    -473,-432,1363.0
1369,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-08-12,4777,6572,    -694,   -1170,8938,   -1243,-1795,476.0
1370,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-08-05,5471,7742,   -5738,   -4055,10181,   -5293,-2271,-1683.0
1371,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-07-29,11209,11797,    3080,    3066,15474,    3074,-588,14.0
1372,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-07-22,8129,8731,    2223,    1915,12400,    2434,-602,308.0
1373,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-07-15,5906,6816,    2727,    3410,9966,    4089,-910,-683.0
1374,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-07-08,3179,3406,   -1570,    -649,5877,   -1354,-227,-921.0
1375,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-07-01,4749,4055,    3426,    2366,7231,    3427,694,1060.0
1376,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-06-24,1323,1689,   -1464,    -381,3804,   -2337,-366,-1083.0
1377,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-06-17,2787,2070,    -850,     288,6141,     -42,717,-1138.0
1378,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-06-10,3637,1782,    -207,     364,6183,    -206,1855,-571.0
1379,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-06-03,3844,1418,     113,    -293,6389,    -756,2426,406.0
1380,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-05-27,3731,1711,     156,      33,7145,   -1115,2020,123.0
1381,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-05-20,3575,1678,    1347,     296,8260,     842,1897,1051.0
1382,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-05-13,2228,1382,   -1491,   -2262,7418,      15,846,771.0
1383,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-05-06,3719,3644,    1071,     514,7403,    -361,75,557.0
1384,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-04-29,2648,3130,     343,     435,7764,     319,-482,-92.0
1385,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-04-22,2305,2695,     222,    -130,7445,     221,-390,352.0
1386,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-04-15,2083,2825,    -474,     443,7224,     422,-742,-917.0
1387,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-04-08,2557,2382,   -1118,    -685,6802,    1738,175,-433.0
1388,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-04-01,3675,3067,     714,    -204,5064,      96,608,918.0
1389,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-03-25,2961,3271,    -179,    -297,4968,    -666,-310,118.0
1390,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-03-18,3140,3568,   -1856,    -883,5634,   -2323,-428,-973.0
1391,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-03-11,4996,4451,   -1716,    -190,7957,   -2499,545,-1526.0
1392,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-03-04,6712,4641,    2808,    2645,10456,    3069,2071,163.0
1393,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-02-25,3904,1996,   -1499,   -1602,7387,   -1622,1908,103.0
1394,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-02-18,5403,3598,   -1194,    -825,9009,   -1141,1805,-369.0
1395,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-02-11,6597,4423,    1669,    1171,10150,    1584,2174,498.0
1396,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-02-04,4928,3252,   -1294,   -1297,8566,   -1240,1676,3.0
1397,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-01-28,6222,4549,    -755,   -1082,9806,    -687,1673,327.0
1398,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-01-21,6977,5631,    -676,    -527,10493,    -616,1346,-149.0
1399,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-01-14,7653,6158,    2335,    1754,11109,    2130,1495,581.0
1400,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1997-01-07,5318,4404,    2080,    1762,8979,    3150,914,318.0
1401,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-12-31,3238,2642,    -939,    -285,5829,   -1460,596,-654.0
1402,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-12-24,4177,2927,    -103,      73,7289,    -287,1250,-176.0
1403,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-12-17,4280,2854,    -866,    -750,7576,    -326,1426,-116.0
1404,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-12-10,5146,3604,    -106,    -631,7902,   -1332,1542,525.0
1405,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-12-03,5252,4235,    1074,    1962,9234,    1442,1017,-888.0
1406,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-11-26,4178,2273,    -965,   -1662,7792,      78,1905,697.0
1407,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-11-19,5143,3935,    -115,    -134,7714,    -142,1208,19.0
1408,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-11-12,5258,4069,    2573,    2461,7856,    2428,1189,112.0
1409,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-11-05,2685,1608,     124,    -445,5428,    -294,1077,569.0
1410,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-10-29,2561,2053,     204,    -177,5722,      86,508,381.0
1411,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-10-22,2357,2230,   -3309,   -2503,5636,   -3731,127,-806.0
1412,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-10-15,5666,4733,     946,      -1,9367,    1235,933,947.0
1413,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-10-08,4720,4734,     403,     718,8132,     360,-14,-315.0
1414,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-10-01,4317,4016,   -1065,      32,7772,    -426,301,-1097.0
1415,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-09-24,5382,3984,    -285,    -139,8198,   -1559,1398,-146.0
1416,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-09-17,5667,4123,    1826,    1291,9757,    1153,1544,535.0
1417,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-09-10,3841,2832,    -981,     -52,8604,     899,1009,-929.0
1418,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-09-03,4822,2884,    -650,    -568,7705,   -1010,1938,-82.0
1419,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-08-27,5472,3452,      -7,     736,8715,      44,2020,-743.0
1420,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-08-20,5479,2716,    -507,   -1158,8671,    -347,2763,651.0
1421,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-08-13,5986,3874,     972,    1278,9018,    1015,2112,-306.0
1422,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-08-06,5014,2596,    -879,   -1170,8003,    -723,2418,291.0
1423,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-07-30,5893,3766,   -1186,    -381,8726,    -155,2127,-805.0
1424,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-07-23,7079,4147,    1948,     210,8881,     237,2932,1738.0
1425,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-07-16,5131,3937,    2135,     896,8644,    1789,1194,1239.0
1426,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-07-09,2996,3041,     138,     -54,6855,     -73,-45,192.0
1427,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-07-02,2858,3095,    -914,    -126,6928,     816,-237,-788.0
1428,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-06-25,3772,3221,     170,    -698,6112,   -1927,551,868.0
1429,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-06-18,3602,3919,    -213,    -107,8039,     416,-317,-106.0
1430,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-06-11,3815,4026,     658,     646,7623,     858,-211,12.0
1431,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-06-04,3157,3380,   -4019,   -3485,6765,   -4860,-223,-534.0
1432,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-05-28,7176,6865,    1040,    1012,11625,    1225,311,28.0
1433,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-05-21,6136,5853,    1895,    1358,10400,    1791,283,537.0
1434,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-05-14,4241,4495,    -707,    -840,8609,    -930,-254,133.0
1435,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-05-07,4948,5335,    -308,    -937,9539,    -619,-387,629.0
1436,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-04-30,5256,6272,   -1022,    -492,10158,    -443,-1016,-530.0
1437,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-04-23,6278,6764,    -535,    -749,10601,    -931,-486,214.0
1438,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-04-16,6813,7513,     121,     650,11532,    -128,-700,-529.0
1439,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-04-09,6692,6863,    3759,    2391,11660,    5619,-171,1368.0
1440,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-04-02,2933,4472,     584,    1105,6041,    1046,-1539,-521.0
1441,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-03-26,2349,3367,   -3129,   -1312,4995,   -3357,-1018,-1817.0
1442,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-03-19,5478,4679,    1130,     636,8352,    1042,799,494.0
1443,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-03-12,4348,4043,     566,     826,7310,     790,305,-260.0
1444,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-03-05,3782,3217,     124,      42,6520,     273,565,82.0
1445,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-02-27,3658,3175,      70,    -686,6247,     -51,483,756.0
1446,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-02-20,3588,3861,    -525,   -1381,6298,   -1096,-273,856.0
1447,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-02-13,4113,5242,   -1803,   -1387,7394,   -2188,-1129,-416.0
1448,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-02-06,5916,6629,   -2449,   -1754,9582,   -2338,-713,-695.0
1449,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-01-30,8365,8383,    1181,     249,11920,    1146,-18,932.0
1450,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-01-23,7184,8134,    1943,    1173,10774,    2240,-950,770.0
1451,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-01-16,5241,6961,    -404,     114,8534,    -244,-1720,-518.0
1452,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-01-09,5645,6847,    2999,    2252,8778,    3438,-1202,747.0
1453,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1996-01-02,2646,4595,     122,      68,5340,      49,-1949,54.0
1454,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-12-26,2524,4527,    -685,    -694,5291,    -976,-2003,9.0
1455,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-12-19,3209,5221,   -1457,   -1652,6267,   -2166,-2012,195.0
1456,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-12-12,4666,6873,     251,     687,8433,     407,-2207,-436.0
1457,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-12-05,4415,6186,    1385,    1748,8026,    1443,-1771,-363.0
1458,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-11-28,3030,4438,    1248,    1373,6583,     614,-1408,-125.0
1459,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-11-21,1782,3065,    -982,    -720,5969,     219,-1283,-262.0
1460,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-11-14,2764,3785,     592,     101,5750,   -2008,-1021,491.0
1461,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-11-07,2172,3684,    -700,    -589,7758,    -488,-1512,-111.0
1462,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-10-31,2872,4273,     -52,     427,8246,     862,-1401,-479.0
1463,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-10-24,2924,3846,    1022,     587,7384,    1107,-922,435.0
1464,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-10-17,1902,3259,   -3026,   -1929,6277,    -622,-1357,-1097.0
1465,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-10-10,4928,5188,     405,     177,6899,     228,-260,228.0
1466,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-10-03,4523,5011,     -11,     -49,6671,     216,-488,38.0
1467,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-09-26,4534,5060,   -1754,   -2601,6455,   -3239,-526,847.0
1468,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-09-19,6288,7661,     610,    1164,9694,     982,-1373,-554.0
1469,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-09-12,5678,6497,    -851,    -138,8712,    -318,-819,-713.0
1470,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-09-05,6529,6635,      47,    -244,9030,    -259,-106,291.0
1471,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-08-29,6482,6879,     634,     616,9289,     770,-397,18.0
1472,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-08-22,5848,6263,    -332,    -588,8519,    -533,-415,256.0
1473,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-08-15,6180,6851,     260,    1119,9052,     836,-671,-859.0
1474,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-08-08,5920,5732,    2057,    2153,8216,    1122,188,-96.0
1475,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-08-01,3863,3579,     847,     159,7094,     536,284,688.0
1476,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-07-25,3016,3420,     744,     186,6558,    -572,-404,558.0
1477,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-07-18,2272,3234,     -25,     632,7130,     375,-962,-657.0
1478,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-07-11,2297,2602,     572,     648,6755,     912,-305,-76.0
1479,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-07-03,1725,1954,     -36,     112,5843,     285,-229,-148.0
1480,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-06-27,1761,1842,    -279,    -723,5558,   -1339,-81,444.0
1481,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-06-20,2040,2565,    -520,    -384,6897,     940,-525,-136.0
1482,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-06-13,2560,2949,     -41,    -138,5957,    -300,-389,97.0
1483,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-06-06,2601,3087,     362,     155,6257,     412,-486,207.0
1484,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-05-30,2239,2932,    -871,   -1179,5845,   -1712,-693,308.0
1485,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-05-23,3110,4111,    1018,     901,7557,    1130,-1001,117.0
1486,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-05-16,2092,3210,   -1371,   -1202,6427,     382,-1118,-169.0
1487,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-05-09,3463,4412,     282,     166,6045,      65,-949,116.0
1488,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-05-02,3181,4246,     157,     985,5980,     375,-1065,-828.0
1489,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-04-25,3024,3261,   -2137,   -2298,5605,   -2077,-237,161.0
1490,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-04-18,5161,5559,    1492,    1489,7682,    1752,-398,3.0
1491,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-04-11,3669,4070,     465,    -213,5930,     289,-401,678.0
1492,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-04-04,3204,4283,     260,     673,5641,     469,-1079,-413.0
1493,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-03-28,2944,3610,     647,    1331,5172,    1428,-666,-684.0
1494,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-03-21,2297,2279,    -358,     309,3744,    -578,18,-667.0
1495,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-03-14,2655,1970,     309,     -27,4322,    -147,685,336.0
1496,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-03-07,2346,1997,    -633,   -1963,4469,    -968,349,1330.0
1497,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-02-28,2979,3960,    -275,    -101,5437,      79,-981,-174.0
1498,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-02-21,3254,4061,    1484,    1699,5358,      55,-807,-215.0
1499,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-02-14,1770,2362,     108,     354,5303,      86,-592,-246.0
1500,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-02-07,1662,2008,     412,     472,5217,    2352,-346,-60.0
1501,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-01-31,1250,1536,   -1050,    -206,2865,    -895,-286,-844.0
1502,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-01-24,2300,1742,     351,     374,3760,      83,558,-23.0
1503,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-01-17,1949,1368,     -85,   -2319,3677,    -908,581,2234.0
1504,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-01-10,2034,3687,     295,    1076,4585,     976,-1653,-781.0
1505,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1995-01-03,1739,2611,   -1629,   -2156,3609,   -1894,-872,527.0
1506,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-12-27,3368,4767,     345,     304,5503,    -567,-1399,41.0
1507,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-12-20,3023,4463,    -178,     -93,6070,    -348,-1440,-85.0
1508,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-12-13,3201,4556,     205,     151,6418,   -1495,-1355,54.0
1509,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-12-06,2996,4405,     281,     680,7913,   -1330,-1409,-399.0
1510,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-11-29,2715,3725,    1566,    1551,9243,     282,-1010,15.0
1511,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-11-22,1149,2174,    -961,    -674,8961,     694,-1025,-287.0
1512,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-11-15,2110,2848,    -578,     443,8267,   -1500,-738,-1021.0
1513,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-11-08,2688,2405,   -1185,   -2188,9767,     161,283,1003.0
1514,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-11-01,3873,4593,   -1688,   -1500,9606,    -219,-720,-188.0
1515,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-10-25,5561,6093,   -1370,   -2194,9825,    -822,-532,824.0
1516,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-10-18,6931,8287,    2366,    2187,10647,    2490,-1356,179.0
1517,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-10-11,4565,6100,    -111,    -738,8157,    -254,-1535,627.0
1518,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-10-04,4676,6838,   -1233,    -929,8411,    -765,-2162,-304.0
1519,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-09-27,5909,7767,    1509,    2945,9176,    1745,-1858,-1436.0
1520,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-09-20,4400,4822,     602,      45,7431,   -3879,-422,557.0
1521,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-09-13,3798,4777,     690,    1780,11310,    1241,-979,-1090.0
1522,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-09-06,3108,2997,    1573,    1921,10069,    2241,111,-348.0
1523,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-08-30,1535,1076,   -1786,   -1406,7828,   -1753,459,-380.0
1524,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-08-23,3321,2482,     818,    -150,9581,    -887,839,968.0
1525,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-08-16,2503,2632,     911,     899,10468,    1282,-129,12.0
1526,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-08-09,1592,1733,    -264,    -577,9186,    -286,-141,313.0
1527,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-08-02,1856,2310,   -1489,   -2071,9472,   -2104,-454,582.0
1528,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-07-26,3345,4381,   -1300,    -880,11576,   -1603,-1036,-420.0
1529,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-07-19,4645,5261,     -51,     948,13179,     829,-616,-999.0
1530,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-07-12,4696,4313,    -831,   -2262,12350,   -2085,383,1431.0
1531,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-07-05,5527,6575,      43,    -366,14435,    -554,-1048,409.0
1532,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-06-28,5484,6941,    -750,     415,14989,     457,-1457,-1165.0
1533,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-06-21,6234,6526,    2427,    2173,14532,    4161,-292,254.0
1534,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-06-14,3807,4353,    2522,    2594,10371,    2895,-546,-72.0
1535,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-06-07,1285,1759,   -1438,    -887,7476,    -394,-474,-551.0
1536,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-05-31,2723,2646,    -515,     116,7870,    -477,77,-631.0
1537,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-05-24,3238,2530,     540,    -105,8347,     853,708,645.0
1538,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-05-17,2698,2635,   -1101,   -1199,7494,    -165,63,98.0
1539,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-05-10,3799,3834,     -10,     401,7659,   -1055,-35,-411.0
1540,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-05-03,3809,3433,    1186,     360,8714,    1280,376,826.0
1541,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-04-26,2623,3073,    -160,       4,7434,    -993,-450,-164.0
1542,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-04-19,2783,3069,    -517,    -597,8427,    -819,-286,80.0
1543,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1994-04-12,3300,3666,    -404,    1060,9246,      74,-366,-1464.0
